relation i,relation j,#temporal inverse,#rel_i,P one direction,P two direction
Express intent to provide economic aid,Deny responsibility,0,70,0.0,0.0
Deny responsibility,Investigate,0,168,0.0,0.0
Investigate,Deny responsibility,0,824,0.0,0.0
Deny responsibility,Halt negotiations,0,168,0.0,0.0
Halt negotiations,Deny responsibility,0,27,0.0,0.0
Deny responsibility,Physically assault,0,168,0.0,0.0
Physically assault,Deny responsibility,0,191,0.0,0.0
Deny responsibility,Engage in symbolic act,0,168,0.0,0.0
Engage in symbolic act,Deny responsibility,0,426,0.0,0.0
Deny responsibility,Expel or deport individuals,1,168,0.005952380952380952,0.006535947712418301
Expel or deport individuals,Deny responsibility,1,138,0.007246376811594203,0.006535947712418301
Deny responsibility,fight with small arms and light weapons,1,168,0.005952380952380952,0.0023148148148148147
fight with small arms and light weapons,Deny responsibility,1,696,0.0014367816091954023,0.0023148148148148147
Deny responsibility,"Abduct, hijack, or take hostage",0,168,0.0,0.0
"Abduct, hijack, or take hostage",Deny responsibility,0,483,0.0,0.0
Deny responsibility,"Conduct suicide, car, or other non-military bombing",0,168,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Deny responsibility,0,69,0.0,0.0
Deny responsibility,Give ultimatum,0,168,0.0,0.0
Give ultimatum,Deny responsibility,0,52,0.0,0.0
Deny responsibility,"Reject plan, agreement to settle dispute",0,168,0.0,0.0
"Reject plan, agreement to settle dispute",Deny responsibility,0,55,0.0,0.0
Deny responsibility,Demand de-escalation of military engagement,0,168,0.0,0.0
Demand de-escalation of military engagement,Deny responsibility,0,12,0.0,0.0
Deny responsibility,Coerce,0,168,0.0,0.0
Coerce,Deny responsibility,0,95,0.0,0.0
Deny responsibility,Express accord,0,168,0.0,0.0
Express accord,Deny responsibility,0,79,0.0,0.0
Deny responsibility,"Declare truce, ceasefire",0,168,0.0,0.0
"Declare truce, ceasefire",Deny responsibility,0,23,0.0,0.0
Deny responsibility,Complain officially,1,168,0.005952380952380952,0.007220216606498195
Complain officially,Deny responsibility,1,109,0.009174311926605505,0.007220216606498195
Deny responsibility,"Return, release person(s)",0,168,0.0,0.0
"Return, release person(s)",Deny responsibility,0,357,0.0,0.0
Deny responsibility,Refuse to yield,0,168,0.0,0.0
Refuse to yield,Deny responsibility,0,37,0.0,0.0
Deny responsibility,Reduce relations,1,168,0.005952380952380952,0.0056179775280898875
Reduce relations,Deny responsibility,1,188,0.005319148936170213,0.0056179775280898875
Deny responsibility,Bring lawsuit against,1,168,0.005952380952380952,0.0064516129032258064
Bring lawsuit against,Deny responsibility,1,142,0.007042253521126761,0.0064516129032258064
Deny responsibility,Engage in mass expulsion,0,168,0.0,0.0
Engage in mass expulsion,Deny responsibility,0,1,0.0,0.0
Deny responsibility,Impose restrictions on political freedoms,0,168,0.0,0.0
Impose restrictions on political freedoms,Deny responsibility,0,54,0.0,0.0
Deny responsibility,"Obstruct passage, block",0,168,0.0,0.0
"Obstruct passage, block",Deny responsibility,0,58,0.0,0.0
Deny responsibility,Rally opposition against,0,168,0.0,0.0
Rally opposition against,Deny responsibility,0,68,0.0,0.0
Deny responsibility,Appeal for humanitarian aid,0,168,0.0,0.0
Appeal for humanitarian aid,Deny responsibility,0,7,0.0,0.0
Deny responsibility,Torture,0,168,0.0,0.0
Torture,Deny responsibility,0,30,0.0,0.0
Deny responsibility,Express intent to release persons or property,0,168,0.0,0.0
Express intent to release persons or property,Deny responsibility,0,61,0.0,0.0
Deny responsibility,Consider policy option,0,168,0.0,0.0
Consider policy option,Deny responsibility,0,90,0.0,0.0
Deny responsibility,fight with artillery and tanks,0,168,0.0,0.0
fight with artillery and tanks,Deny responsibility,0,32,0.0,0.0
Deny responsibility,Engage in material cooperation,0,168,0.0,0.0
Engage in material cooperation,Deny responsibility,0,83,0.0,0.0
Deny responsibility,Violate ceasefire,0,168,0.0,0.0
Violate ceasefire,Deny responsibility,0,4,0.0,0.0
Deny responsibility,Provide economic aid,0,168,0.0,0.0
Provide economic aid,Deny responsibility,0,71,0.0,0.0
Deny responsibility,Confiscate property,0,168,0.0,0.0
Confiscate property,Deny responsibility,0,138,0.0,0.0
Deny responsibility,Cooperate economically,0,168,0.0,0.0
Cooperate economically,Deny responsibility,0,117,0.0,0.0
Deny responsibility,Provide humanitarian aid,0,168,0.0,0.0
Provide humanitarian aid,Deny responsibility,0,252,0.0,0.0
Deny responsibility,Appeal for release of persons or property,0,168,0.0,0.0
Appeal for release of persons or property,Deny responsibility,0,30,0.0,0.0
Deny responsibility,Provide aid,0,168,0.0,0.0
Provide aid,Deny responsibility,0,158,0.0,0.0
Deny responsibility,Appeal for change in leadership,0,168,0.0,0.0
Appeal for change in leadership,Deny responsibility,0,49,0.0,0.0
Deny responsibility,Appeal for economic aid,0,168,0.0,0.0
Appeal for economic aid,Deny responsibility,0,23,0.0,0.0
Deny responsibility,Retreat or surrender militarily,0,168,0.0,0.0
Retreat or surrender militarily,Deny responsibility,0,55,0.0,0.0
Deny responsibility,Rally support on behalf of,0,168,0.0,0.0
Rally support on behalf of,Deny responsibility,0,96,0.0,0.0
Deny responsibility,Express intent to cooperate economically,0,168,0.0,0.0
Express intent to cooperate economically,Deny responsibility,0,93,0.0,0.0
Deny responsibility,Express intent to provide material aid,0,168,0.0,0.0
Express intent to provide material aid,Deny responsibility,0,77,0.0,0.0
Deny responsibility,Demand diplomatic cooperation (such as policy support),0,168,0.0,0.0
Demand diplomatic cooperation (such as policy support),Deny responsibility,0,66,0.0,0.0
Deny responsibility,Express intent to de-escalate military engagement,0,168,0.0,0.0
Express intent to de-escalate military engagement,Deny responsibility,0,31,0.0,0.0
Deny responsibility,Cooperate militarily,0,168,0.0,0.0
Cooperate militarily,Deny responsibility,0,96,0.0,0.0
Deny responsibility,Express intent to settle dispute,0,168,0.0,0.0
Express intent to settle dispute,Deny responsibility,0,54,0.0,0.0
Deny responsibility,Express intent to engage in material cooperation,0,168,0.0,0.0
Express intent to engage in material cooperation,Deny responsibility,0,10,0.0,0.0
Deny responsibility,Appeal for material cooperation,0,168,0.0,0.0
Appeal for material cooperation,Deny responsibility,0,10,0.0,0.0
Deny responsibility,Engage in judicial cooperation,0,168,0.0,0.0
Engage in judicial cooperation,Deny responsibility,0,10,0.0,0.0
Deny responsibility,Assassinate,0,168,0.0,0.0
Assassinate,Deny responsibility,0,44,0.0,0.0
Deny responsibility,Accuse of war crimes,0,168,0.0,0.0
Accuse of war crimes,Deny responsibility,0,7,0.0,0.0
Deny responsibility,Appeal to engage in or accept mediation,0,168,0.0,0.0
Appeal to engage in or accept mediation,Deny responsibility,0,33,0.0,0.0
Deny responsibility,Appeal for intelligence,0,168,0.0,0.0
Appeal for intelligence,Deny responsibility,0,75,0.0,0.0
Deny responsibility,Impose administrative sanctions,0,168,0.0,0.0
Impose administrative sanctions,Deny responsibility,0,133,0.0,0.0
Deny responsibility,"Demand meeting, negotiation",0,168,0.0,0.0
"Demand meeting, negotiation",Deny responsibility,0,15,0.0,0.0
Deny responsibility,Grant diplomatic recognition,0,168,0.0,0.0
Grant diplomatic recognition,Deny responsibility,0,53,0.0,0.0
Deny responsibility,Appeal for aid,0,168,0.0,0.0
Appeal for aid,Deny responsibility,0,22,0.0,0.0
Deny responsibility,Express intent to provide humanitarian aid,0,168,0.0,0.0
Express intent to provide humanitarian aid,Deny responsibility,0,48,0.0,0.0
Deny responsibility,Carry out suicide bombing,0,168,0.0,0.0
Carry out suicide bombing,Deny responsibility,0,76,0.0,0.0
Deny responsibility,Mobilize or increase armed forces,0,168,0.0,0.0
Mobilize or increase armed forces,Deny responsibility,0,169,0.0,0.0
Deny responsibility,Apologize,0,168,0.0,0.0
Apologize,Deny responsibility,0,33,0.0,0.0
Deny responsibility,Attempt to assassinate,0,168,0.0,0.0
Attempt to assassinate,Deny responsibility,0,11,0.0,0.0
Deny responsibility,Yield,0,168,0.0,0.0
Yield,Deny responsibility,0,93,0.0,0.0
Deny responsibility,Appeal for economic cooperation,0,168,0.0,0.0
Appeal for economic cooperation,Deny responsibility,0,15,0.0,0.0
Deny responsibility,Employ aerial weapons,0,168,0.0,0.0
Employ aerial weapons,Deny responsibility,0,86,0.0,0.0
Deny responsibility,Accede to demands for rights,0,168,0.0,0.0
Accede to demands for rights,Deny responsibility,0,6,0.0,0.0
Deny responsibility,Appeal for rights,0,168,0.0,0.0
Appeal for rights,Deny responsibility,0,9,0.0,0.0
Deny responsibility,Appeal for military aid,0,168,0.0,0.0
Appeal for military aid,Deny responsibility,0,26,0.0,0.0
Deny responsibility,Accuse of human rights abuses,1,168,0.005952380952380952,0.00966183574879227
Accuse of human rights abuses,Deny responsibility,1,39,0.02564102564102564,0.00966183574879227
Deny responsibility,Demand material aid,0,168,0.0,0.0
Demand material aid,Deny responsibility,0,1,0.0,0.0
Deny responsibility,Appeal to others to settle dispute,0,168,0.0,0.0
Appeal to others to settle dispute,Deny responsibility,0,12,0.0,0.0
Deny responsibility,Express intent to cooperate militarily,0,168,0.0,0.0
Express intent to cooperate militarily,Deny responsibility,0,14,0.0,0.0
Deny responsibility,"Threaten with sanctions, boycott, embargo",0,168,0.0,0.0
"Threaten with sanctions, boycott, embargo",Deny responsibility,0,6,0.0,0.0
Deny responsibility,Share intelligence or information,0,168,0.0,0.0
Share intelligence or information,Deny responsibility,0,38,0.0,0.0
Deny responsibility,Ease administrative sanctions,0,168,0.0,0.0
Ease administrative sanctions,Deny responsibility,0,146,0.0,0.0
Deny responsibility,Veto,0,168,0.0,0.0
Veto,Deny responsibility,0,6,0.0,0.0
Deny responsibility,Acknowledge or claim responsibility,0,168,0.0,0.0
Acknowledge or claim responsibility,Deny responsibility,0,62,0.0,0.0
Deny responsibility,Appeal to others to meet or negotiate,0,168,0.0,0.0
Appeal to others to meet or negotiate,Deny responsibility,0,28,0.0,0.0
Deny responsibility,Demand release of persons or property,0,168,0.0,0.0
Demand release of persons or property,Deny responsibility,0,5,0.0,0.0
Deny responsibility,Express intent to provide military protection or peacekeeping,0,168,0.0,0.0
Express intent to provide military protection or peacekeeping,Deny responsibility,0,6,0.0,0.0
Deny responsibility,"Express intent to ease economic sanctions, boycott, or embargo",0,168,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Deny responsibility,0,18,0.0,0.0
Deny responsibility,Appeal for judicial cooperation,0,168,0.0,0.0
Appeal for judicial cooperation,Deny responsibility,0,23,0.0,0.0
Deny responsibility,Refuse to de-escalate military engagement,0,168,0.0,0.0
Refuse to de-escalate military engagement,Deny responsibility,0,4,0.0,0.0
Deny responsibility,"Impose blockade, restrict movement",0,168,0.0,0.0
"Impose blockade, restrict movement",Deny responsibility,0,18,0.0,0.0
Deny responsibility,Threaten with repression,0,168,0.0,0.0
Threaten with repression,Deny responsibility,0,5,0.0,0.0
Deny responsibility,Impose state of emergency or martial law,0,168,0.0,0.0
Impose state of emergency or martial law,Deny responsibility,0,12,0.0,0.0
Deny responsibility,Increase military alert status,0,168,0.0,0.0
Increase military alert status,Deny responsibility,0,27,0.0,0.0
Deny responsibility,Provide military aid,0,168,0.0,0.0
Provide military aid,Deny responsibility,0,88,0.0,0.0
Deny responsibility,Demonstrate military or police power,0,168,0.0,0.0
Demonstrate military or police power,Deny responsibility,0,30,0.0,0.0
Deny responsibility,Demand judicial cooperation,0,168,0.0,0.0
Demand judicial cooperation,Deny responsibility,0,4,0.0,0.0
Deny responsibility,Express intent to provide military aid,0,168,0.0,0.0
Express intent to provide military aid,Deny responsibility,0,92,0.0,0.0
Deny responsibility,Threaten non-force,0,168,0.0,0.0
Threaten non-force,Deny responsibility,0,10,0.0,0.0
Deny responsibility,Conduct strike or boycott,0,168,0.0,0.0
Conduct strike or boycott,Deny responsibility,0,32,0.0,0.0
Deny responsibility,Expel or withdraw peacekeepers,0,168,0.0,0.0
Expel or withdraw peacekeepers,Deny responsibility,0,4,0.0,0.0
Deny responsibility,"Demand change in institutions, regime",0,168,0.0,0.0
"Demand change in institutions, regime",Deny responsibility,0,8,0.0,0.0
Deny responsibility,"Accede to demands for change in institutions, regime",0,168,0.0,0.0
"Accede to demands for change in institutions, regime",Deny responsibility,0,3,0.0,0.0
Deny responsibility,"Appeal for easing of economic sanctions, boycott, or embargo",0,168,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Deny responsibility,0,1,0.0,0.0
Deny responsibility,Express intent to mediate,0,168,0.0,0.0
Express intent to mediate,Deny responsibility,0,14,0.0,0.0
Deny responsibility,Decline comment,0,168,0.0,0.0
Decline comment,Deny responsibility,0,22,0.0,0.0
Deny responsibility,"Refuse to ease economic sanctions, boycott, or embargo",0,168,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Deny responsibility,0,4,0.0,0.0
Deny responsibility,Reject judicial cooperation,0,168,0.0,0.0
Reject judicial cooperation,Deny responsibility,0,1,0.0,0.0
Deny responsibility,"Return, release property",0,168,0.0,0.0
"Return, release property",Deny responsibility,0,10,0.0,0.0
Deny responsibility,Express intent to accept mediation,0,168,0.0,0.0
Express intent to accept mediation,Deny responsibility,0,8,0.0,0.0
Deny responsibility,Accuse of aggression,0,168,0.0,0.0
Accuse of aggression,Deny responsibility,0,7,0.0,0.0
Deny responsibility,Investigate human rights abuses,0,168,0.0,0.0
Investigate human rights abuses,Deny responsibility,0,3,0.0,0.0
Deny responsibility,"Accuse of crime, corruption",0,168,0.0,0.0
"Accuse of crime, corruption",Deny responsibility,0,64,0.0,0.0
Deny responsibility,Demonstrate for leadership change,0,168,0.0,0.0
Demonstrate for leadership change,Deny responsibility,0,27,0.0,0.0
Deny responsibility,Demand change in leadership,0,168,0.0,0.0
Demand change in leadership,Deny responsibility,0,64,0.0,0.0
Deny responsibility,Reject material cooperation,0,168,0.0,0.0
Reject material cooperation,Deny responsibility,0,3,0.0,0.0
Deny responsibility,"Investigate crime, corruption",0,168,0.0,0.0
"Investigate crime, corruption",Deny responsibility,0,28,0.0,0.0
Deny responsibility,"Appeal for change in institutions, regime",0,168,0.0,0.0
"Appeal for change in institutions, regime",Deny responsibility,0,20,0.0,0.0
Deny responsibility,Express intent to ease administrative sanctions,0,168,0.0,0.0
Express intent to ease administrative sanctions,Deny responsibility,0,7,0.0,0.0
Deny responsibility,Receive inspectors,0,168,0.0,0.0
Receive inspectors,Deny responsibility,0,2,0.0,0.0
Deny responsibility,Increase police alert status,0,168,0.0,0.0
Increase police alert status,Deny responsibility,0,25,0.0,0.0
Deny responsibility,Defend verbally,0,168,0.0,0.0
Defend verbally,Deny responsibility,0,25,0.0,0.0
Deny responsibility,Threaten to halt negotiations,0,168,0.0,0.0
Threaten to halt negotiations,Deny responsibility,0,1,0.0,0.0
Deny responsibility,Reduce or stop military assistance,0,168,0.0,0.0
Reduce or stop military assistance,Deny responsibility,0,8,0.0,0.0
Deny responsibility,Demand settling of dispute,0,168,0.0,0.0
Demand settling of dispute,Deny responsibility,0,5,0.0,0.0
Deny responsibility,Conduct hunger strike,0,168,0.0,0.0
Conduct hunger strike,Deny responsibility,0,3,0.0,0.0
Deny responsibility,Demand intelligence cooperation,0,168,0.0,0.0
Demand intelligence cooperation,Deny responsibility,0,15,0.0,0.0
Deny responsibility,Demand mediation,0,168,0.0,0.0
Demand mediation,Deny responsibility,0,3,0.0,0.0
Deny responsibility,Express intent to cooperate on intelligence,0,168,0.0,0.0
