relation i,Make statement,Consult,Make an appeal or request,Express intent to meet or negotiate,Host a visit,Make a visit,"Arrest, detain, or charge with legal action",Praise or endorse,Criticize or denounce,Accuse,Use unconventional violence,Use conventional military force,Engage in negotiation,Express intent to cooperate,Demand,Express intent to engage in diplomatic cooperation (such as policy support),Engage in diplomatic cooperation,Sign formal agreement,Investigate,Discuss by telephone,Reject,fight with small arms and light weapons,Make optimistic comment,Threaten,Demonstrate or rally,"Abduct, hijack, or take hostage",Make pessimistic comment,Meet at a 'third' location,Engage in symbolic act,Appeal for diplomatic cooperation (such as policy support),"Return, release person(s)","Protest violently, riot",Provide humanitarian aid,Make empathetic comment,Use tactics of violent repression,Occupy territory,Physically assault,Reduce relations,Mobilize or increase armed forces,Deny responsibility,Provide aid,Ease administrative sanctions,Bring lawsuit against,Expel or deport individuals,Confiscate property,Impose administrative sanctions,Reduce or break diplomatic relations,Cooperate economically,Sexually assault,Complain officially,"Impose embargo, boycott, or sanctions",Cooperate militarily,Rally support on behalf of,Coerce,Express intent to cooperate economically,Yield,"Reject proposal to meet, discuss, or negotiate",Express intent to provide military aid,Threaten with military force,Consider policy option,Provide military aid,Employ aerial weapons,Engage in material cooperation,Kill by physical assault,Express accord,Express intent to provide material aid,Carry out suicide bombing,Appeal for intelligence,Provide economic aid,Express intent to provide economic aid,"Conduct suicide, car, or other non-military bombing",Rally opposition against,Demand diplomatic cooperation (such as policy support),Demand change in leadership,"Accuse of crime, corruption",Acknowledge or claim responsibility,Express intent to release persons or property,"Obstruct passage, block","Defy norms, law",Retreat or surrender militarily,"Reject plan, agreement to settle dispute",Express intent to settle dispute,Impose restrictions on political freedoms,Grant diplomatic recognition,Give ultimatum,Appeal for change in leadership,Express intent to provide humanitarian aid,Assassinate,Accuse of human rights abuses,Share intelligence or information,Refuse to yield,Appeal for de-escalation of military engagement,Appeal to engage in or accept mediation,Apologize,Conduct strike or boycott,fight with artillery and tanks,Express intent to de-escalate military engagement,Appeal for release of persons or property,Torture,Demonstrate military or police power,"Investigate crime, corruption",Receive deployment of peacekeepers,Appeal to others to meet or negotiate,Increase military alert status,Halt negotiations,Demonstrate for leadership change,Appeal for military aid,Mobilize or increase police power,Defend verbally,Increase police alert status,Provide military protection or peacekeeping,Appeal for economic aid,"Declare truce, ceasefire",Appeal for judicial cooperation,Appeal for aid,Decline comment,"Ease economic sanctions, boycott, embargo","Appeal for change in institutions, regime",Refuse to release persons or property,"Express intent to ease economic sanctions, boycott, or embargo","Impose blockade, restrict movement",Appeal for economic cooperation,Mediate,"Demand meeting, negotiation",Express intent to cooperate militarily,"Accuse of espionage, treason",Express intent to mediate,Appeal for easing of administrative sanctions,Impose state of emergency or martial law,Appeal to others to settle dispute,Demand de-escalation of military engagement,Engage in mass killings,Attempt to assassinate,Appeal for material cooperation,Demand economic aid,"Return, release property",Demand material cooperation,Appeal for rights,Seize or damage property,Express intent to accept mediation,Reduce or stop military assistance,Express intent to cooperate on intelligence,"Demand change in institutions, regime",Refuse to ease administrative sanctions,Demand that target yields,Accuse of war crimes,Accuse of aggression,Express intent to ease administrative sanctions,Appeal for humanitarian aid,"Threaten with sanctions, boycott, embargo",Accede to demands for rights,Express intent to provide military protection or peacekeeping,"Threaten with political dissent, protest",Demand settling of dispute,Demand release of persons or property,Demand judicial cooperation,Violate ceasefire,Expel or withdraw peacekeepers,Refuse to de-escalate military engagement,"Refuse to ease economic sanctions, boycott, or embargo",Reduce or stop humanitarian assistance,Destroy property,Reject military cooperation,Ease military blockade,Investigate human rights abuses,"Accede to demands for change in institutions, regime",Demand policy change,Reject economic cooperation,Express intent to change policy,Accede to demands for change in policy,Threaten to halt negotiations,Appeal for military protection or peacekeeping,Expel or withdraw,"Appeal for easing of economic sanctions, boycott, or embargo",Carry out car bombing,Express intent to institute political reform,Demand material aid,Threaten to halt mediation,Reject judicial cooperation,Use as human shield,Engage in violent protest for rights
Reduce relations,0.015957446808510637,0.015957446808510637,0.05851063829787234,0.005319148936170213,0.0,0.010638297872340425,0.0,0.0,0.026595744680851064,0.031914893617021274,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.026595744680851064,0.0,0.005319148936170213,0.0,0.005319148936170213,0.0,0.026595744680851064,0.005319148936170213,0.0,0.0,0.005319148936170213,0.010638297872340425,0.0,0.0,0.0,0.0,0.010638297872340425,0.005319148936170213,0.0,0.0,0.0,0.0,0.0,0.005319148936170213,0.0,0.0,0.0,0.0,0.0,0.005319148936170213,0.026595744680851064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mobilize or increase armed forces,0.01775147928994083,0.005917159763313609,0.005917159763313609,0.0,0.005917159763313609,0.01775147928994083,0.0,0.03550295857988166,0.005917159763313609,0.0,0.0,0.023668639053254437,0.0,0.005917159763313609,0.011834319526627219,0.023668639053254437,0.005917159763313609,0.005917159763313609,0.0,0.0,0.0,0.0,0.023668639053254437,0.005917159763313609,0.0,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.0,0.03550295857988166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005917159763313609,0.005917159763313609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029585798816568046,0.0,0.005917159763313609,0.03550295857988166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011834319526627219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011834319526627219,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.01775147928994083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011834319526627219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005917159763313609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deny responsibility,0.02976190476190476,0.023809523809523808,0.017857142857142856,0.005952380952380952,0.0,0.0,0.005952380952380952,0.0,0.02976190476190476,0.023809523809523808,0.0,0.0,0.005952380952380952,0.0,0.017857142857142856,0.005952380952380952,0.0,0.0,0.0,0.0,0.25595238095238093,0.005952380952380952,0.0,0.0,0.005952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,0.005952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Provide aid,0.0189873417721519,0.012658227848101266,0.0379746835443038,0.006329113924050633,0.006329113924050633,0.006329113924050633,0.0379746835443038,0.0189873417721519,0.006329113924050633,0.0,0.0,0.006329113924050633,0.006329113924050633,0.006329113924050633,0.006329113924050633,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0,0.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ease administrative sanctions,0.00684931506849315,0.00684931506849315,0.0410958904109589,0.00684931506849315,0.0,0.0,0.11643835616438356,0.0,0.00684931506849315,0.02054794520547945,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.02054794520547945,0.0,0.02054794520547945,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0273972602739726,0.0,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bring lawsuit against,0.02112676056338028,0.0,0.02112676056338028,0.0,0.0,0.0,0.02112676056338028,0.007042253521126761,0.02112676056338028,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.007042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,0.007042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Expel or deport individuals,0.014492753623188406,0.0,0.014492753623188406,0.0,0.007246376811594203,0.0,0.028985507246376812,0.007246376811594203,0.0,0.021739130434782608,0.0,0.007246376811594203,0.0,0.0,0.0,0.014492753623188406,0.0,0.0,0.007246376811594203,0.007246376811594203,0.0,0.007246376811594203,0.0,0.0,0.0,0.0,0.007246376811594203,0.0,0.007246376811594203,0.0,0.014492753623188406,0.0,0.0,0.0,0.007246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.007246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Confiscate property,0.043478260869565216,0.0,0.028985507246376812,0.014492753623188406,0.0,0.0,0.12318840579710146,0.007246376811594203,0.0,0.028985507246376812,0.014492753623188406,0.057971014492753624,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.007246376811594203,0.0,0.0,0.0,0.014492753623188406,0.007246376811594203,0.0,0.014492753623188406,0.0,0.0,0.007246376811594203,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Impose administrative sanctions,0.015037593984962405,0.0,0.022556390977443608,0.007518796992481203,0.0,0.007518796992481203,0.03007518796992481,0.0,0.0,0.015037593984962405,0.0,0.03007518796992481,0.0,0.0,0.0,0.0,0.0,0.0,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007518796992481203,0.007518796992481203,0.0,0.0,0.0,0.0,0.0,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007518796992481203,0.0,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reduce or break diplomatic relations,0.030303030303030304,0.022727272727272728,0.015151515151515152,0.030303030303030304,0.007575757575757576,0.045454545454545456,0.0,0.007575757575757576,0.03787878787878788,0.07575757575757576,0.0,0.0,0.007575757575757576,0.0,0.030303030303030304,0.007575757575757576,0.007575757575757576,0.007575757575757576,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.03787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007575757575757576,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cooperate economically,0.02564102564102564,0.02564102564102564,0.0,0.02564102564102564,0.017094017094017096,0.008547008547008548,0.0,0.008547008547008548,0.0,0.0,0.0,0.0,0.017094017094017096,0.017094017094017096,0.008547008547008548,0.042735042735042736,0.042735042735042736,0.05982905982905983,0.0,0.0,0.0,0.0,0.008547008547008548,0.0,0.0,0.0,0.0,0.0,0.0,0.008547008547008548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017094017094017096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008547008547008548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sexually assault,0.0,0.0,0.026785714285714284,0.0,0.0,0.0,0.008928571428571428,0.0,0.0,0.008928571428571428,0.017857142857142856,0.026785714285714284,0.0,0.0,0.008928571428571428,0.0,0.0,0.0,0.026785714285714284,0.0,0.0,0.017857142857142856,0.008928571428571428,0.008928571428571428,0.0,0.017857142857142856,0.0,0.0,0.0,0.008928571428571428,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Complain officially,0.027522935779816515,0.009174311926605505,0.01834862385321101,0.0,0.0,0.0,0.009174311926605505,0.0,0.05504587155963303,0.05504587155963303,0.0,0.0,0.027522935779816515,0.01834862385321101,0.0,0.0,0.0,0.01834862385321101,0.0,0.0,0.009174311926605505,0.0,0.0,0.009174311926605505,0.0,0.0,0.009174311926605505,0.0,0.0,0.0,0.0,0.0,0.0,0.009174311926605505,0.0,0.0,0.0,0.0,0.0,0.009174311926605505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009174311926605505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009174311926605505,0.0,0.0,0.01834862385321101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Impose embargo, boycott, or sanctions",0.04081632653061224,0.01020408163265306,0.02040816326530612,0.030612244897959183,0.0,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.0,0.01020408163265306,0.02040816326530612,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09183673469387756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030612244897959183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
