head,relation,tail,time
Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-07-12
Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-07-13
Abdullah Abdullah,Accuse,Ashraf Ghani Ahmadzai,2014-07-08
Abdullah Abdullah,Accuse,Ashraf Ghani Ahmadzai,2014-09-23
Abdullah Abdullah,Accuse,Ashraf Ghani Ahmadzai,2014-07-16
Abdullah Abdullah,Sign formal agreement,Ashraf Ghani Ahmadzai,2014-08-10
Abdullah Abdullah,Sign formal agreement,Ashraf Ghani Ahmadzai,2014-09-28
Abdullah Abdullah,Consult,Ashraf Ghani Ahmadzai,2014-12-21
Abdullah Abdullah,Sign formal agreement,Ashraf Ghani Ahmadzai,2014-08-22
Abdullah Abdullah,Sign formal agreement,Ashraf Ghani Ahmadzai,2014-09-21
Abdullah Abdullah,Make statement,Ashraf Ghani Ahmadzai,2014-05-28
Abdullah Abdullah,Engage in negotiation,Ashraf Ghani Ahmadzai,2014-08-05
Abdullah Abdullah,Host a visit,Ashraf Ghani Ahmadzai,2014-07-18
Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-09-22
Abdullah Abdullah,Sign formal agreement,Ashraf Ghani Ahmadzai,2014-10-03
Abdullah Abdullah,Consult,Ashraf Ghani Ahmadzai,2014-08-11
Abdullah Abdullah,Sign formal agreement,Ashraf Ghani Ahmadzai,2014-09-25
Abdullah Abdullah,Halt negotiations,Ashraf Ghani Ahmadzai,2014-09-11
Abdullah Abdullah,Make pessimistic comment,Ashraf Ghani Ahmadzai,2014-06-25
Abdullah Abdullah,Consult,Ashraf Ghani Ahmadzai,2014-04-28
Abdullah Abdullah,Sign formal agreement,Ashraf Ghani Ahmadzai,2014-07-14
Abdullah Abdullah,Sign formal agreement,Ashraf Ghani Ahmadzai,2014-08-09
Abdullah Abdullah,Make statement,Ashraf Ghani Ahmadzai,2014-08-10
Abdullah Abdullah,Sign formal agreement,Ashraf Ghani Ahmadzai,2014-09-15
Abdullah Abdullah,Sign formal agreement,Ashraf Ghani Ahmadzai,2014-08-06
Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-07-17
Abdullah Abdullah,Make statement,Ashraf Ghani Ahmadzai,2014-07-12
Abdullah Abdullah,Sign formal agreement,Ashraf Ghani Ahmadzai,2014-09-24
Abdullah Abdullah,Express intent to meet or negotiate,Ashraf Ghani Ahmadzai,2014-09-07
Abdullah Abdullah,Criticize or denounce,Ashraf Ghani Ahmadzai,2014-01-02
Abdullah Abdullah,Conduct strike or boycott,Ashraf Ghani Ahmadzai,2014-07-01
Abdullah Abdullah,Consult,Ashraf Ghani Ahmadzai,2014-08-23
Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-08-16
Abdullah Abdullah,Consult,Ashraf Ghani Ahmadzai,2014-08-14
Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-09-20
Abdullah Abdullah,Criticize or denounce,Ashraf Ghani Ahmadzai,2014-09-22
Abdullah Abdullah,Engage in negotiation,Ashraf Ghani Ahmadzai,2014-09-20
Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-08-07
Abdullah Abdullah,Engage in negotiation,Ashraf Ghani Ahmadzai,2014-07-20
Abdullah Abdullah,Make statement,Ashraf Ghani Ahmadzai,2014-05-22
Abdullah Abdullah,Praise or endorse,Ashraf Ghani Ahmadzai,2014-09-28
Abdullah Abdullah,Express intent to engage in diplomatic cooperation (such as policy support),Ashraf Ghani Ahmadzai,2014-09-25
Abdullah Abdullah,Engage in negotiation,Ashraf Ghani Ahmadzai,2014-07-07
Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-08-08
Abdullah Abdullah,Consult,Ashraf Ghani Ahmadzai,2014-12-02
Abdullah Abdullah,Consult,Ashraf Ghani Ahmadzai,2014-07-20
Abdullah Abdullah,Express intent to engage in diplomatic cooperation (such as policy support),Ashraf Ghani Ahmadzai,2014-09-21
Abdullah Abdullah,Criticize or denounce,Ashraf Ghani Ahmadzai,2014-12-05
Abdullah Abdullah,Engage in diplomatic cooperation,Ashraf Ghani Ahmadzai,2014-09-18
Abdullah Abdullah,Consult,Ashraf Ghani Ahmadzai,2014-11-30
Abdullah Abdullah,Make statement,Ashraf Ghani Ahmadzai,2014-09-08
Abdullah Abdullah,Engage in diplomatic cooperation,Ashraf Ghani Ahmadzai,2014-11-08
Abdullah Abdullah,Consult,Ashraf Ghani Ahmadzai,2014-09-20
Abdullah Abdullah,Make statement,Ashraf Ghani Ahmadzai,2014-07-11
Abdullah Abdullah,Consult,Ashraf Ghani Ahmadzai,2014-09-21
Abdullah Abdullah,Make statement,Ashraf Ghani Ahmadzai,2014-09-15
Abdullah Abdullah,Make statement,Ashraf Ghani Ahmadzai,2014-07-02
Abdullah Abdullah,Accuse,Ashraf Ghani Ahmadzai,2014-07-05
Abdullah Abdullah,Consult,Ashraf Ghani Ahmadzai,2014-11-08
Abdullah Abdullah,Consult,Ashraf Ghani Ahmadzai,2014-07-13
Abdullah Abdullah,Accuse,Ashraf Ghani Ahmadzai,2014-06-18
Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-09-08
Abdullah Abdullah,Make statement,Ashraf Ghani Ahmadzai,2014-07-13
Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-09-09
Abdullah Abdullah,Consult,Ashraf Ghani Ahmadzai,2014-07-19
Abdullah Abdullah,Make optimistic comment,Ashraf Ghani Ahmadzai,2014-04-20
Abdullah Abdullah,Sign formal agreement,Ashraf Ghani Ahmadzai,2014-09-23
Abdullah Abdullah,Consult,Ashraf Ghani Ahmadzai,2014-07-16
Abdullah Abdullah,Accuse,Ashraf Ghani Ahmadzai,2014-06-22
Abdullah Abdullah,Consult,Ashraf Ghani Ahmadzai,2014-07-14
Abdullah Abdullah,Make statement,Ashraf Ghani Ahmadzai,2014-09-21
Abdullah Abdullah,Make statement,Ashraf Ghani Ahmadzai,2014-05-21
Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-07-31
Abdullah Abdullah,Consult,Ashraf Ghani Ahmadzai,2014-12-25
Abdullah Abdullah,Sign formal agreement,Ashraf Ghani Ahmadzai,2014-08-08
Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-07-15
Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-09-24
Abdullah Abdullah,Accuse,Ashraf Ghani Ahmadzai,2014-07-13
Abdullah Abdullah,Consult,Ashraf Ghani Ahmadzai,2014-10-01
Abdullah Abdullah,"Declare truce, ceasefire",Ashraf Ghani Ahmadzai,2014-09-15
Abdullah Abdullah,Sign formal agreement,Ashraf Ghani Ahmadzai,2014-07-13
Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-09-04
Abdullah Abdullah,Make statement,Ashraf Ghani Ahmadzai,2014-09-10
Abdullah Abdullah,Meet at a 'third' location,Ashraf Ghani Ahmadzai,2014-12-01
Abdullah Abdullah,Express intent to meet or negotiate,Ashraf Ghani Ahmadzai,2014-07-14
Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-07-16
Abdullah Abdullah,Consult,Ashraf Ghani Ahmadzai,2014-06-25
Abdullah Abdullah,Engage in negotiation,Ashraf Ghani Ahmadzai,2014-08-29
Abdullah Abdullah,Engage in negotiation,Ashraf Ghani Ahmadzai,2014-09-08
Abdullah Abdullah,Express intent to meet or negotiate,Ashraf Ghani Ahmadzai,2014-12-02
Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-07-08
Abdullah Abdullah,Engage in symbolic act,Ashraf Ghani Ahmadzai,2014-04-28
Abdullah Abdullah,Engage in negotiation,Ashraf Ghani Ahmadzai,2014-07-15
Abdullah Abdullah,Sign formal agreement,Ashraf Ghani Ahmadzai,2014-09-22
Abdullah Abdullah,Consult,Ashraf Ghani Ahmadzai,2014-08-08
Abdullah Abdullah,Engage in negotiation,Ashraf Ghani Ahmadzai,2014-08-24
Abdullah Abdullah,Criticize or denounce,Ashraf Ghani Ahmadzai,2014-07-07
Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-08-02
Abdullah Abdullah,Consult,Barack Obama,2014-10-24
Abdullah Abdullah,Consult,Barack Obama,2014-10-23
Abdullah Abdullah,Consult,Barack Obama,2014-07-10
Abdullah Abdullah,Consult,Barack Obama,2014-07-26
Abdullah Abdullah,Consult,Barack Obama,2014-09-22
Abdullah Abdullah,Consult,Barack Obama,2014-10-22
Abdullah Abdullah,Discuss by telephone,Barack Obama,2014-08-27
Abdullah Abdullah,Consult,Barack Obama,2014-12-09
Abdullah Abdullah,Consult,Barack Obama,2014-09-07
Abdullah Abdullah,Make statement,Cabinet / Council of Ministers / Advisors (United States),2014-07-13
Abdullah Abdullah,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-07-24
Abdullah Abdullah,Discuss by telephone,Cabinet / Council of Ministers / Advisors (United States),2014-07-08
Abdullah Abdullah,Make statement,Cabinet / Council of Ministers / Advisors (United States),2014-07-08
Abdullah Abdullah,Engage in negotiation,Cabinet / Council of Ministers / Advisors (United States),2014-07-11
Abdullah Abdullah,Make statement,Cabinet / Council of Ministers / Advisors (United States),2014-07-09
Abdullah Abdullah,Praise or endorse,Cabinet / Council of Ministers / Advisors (United States),2014-07-18
Abdullah Abdullah,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-10-09
Abdullah Abdullah,Reduce relations,Election Commission (Afghanistan),2014-07-05
Abdullah Abdullah,Accuse,Election Commission (Afghanistan),2014-06-26
Abdullah Abdullah,Reduce or break diplomatic relations,Election Commission (Afghanistan),2014-07-05
Abdullah Abdullah,Accuse,Election Commission (Afghanistan),2014-07-02
Abdullah Abdullah,Engage in negotiation,Election Commission (Afghanistan),2014-06-23
Abdullah Abdullah,Conduct strike or boycott,Election Commission (Afghanistan),2014-06-24
Abdullah Abdullah,Reduce relations,Election Commission (Afghanistan),2014-07-08
Abdullah Abdullah,Criticize or denounce,Election Commission (Afghanistan),2014-04-27
Abdullah Abdullah,Make statement,Election Commission (Afghanistan),2014-04-24
Abdullah Abdullah,Accuse,Election Commission (Afghanistan),2014-09-15
Abdullah Abdullah,Conduct strike or boycott,Election Commission (Afghanistan),2014-06-25
Abdullah Abdullah,Make statement,Election Commission (Afghanistan),2014-06-20
Abdullah Abdullah,Make statement,Election Commission (Afghanistan),2014-06-29
Abdullah Abdullah,Make pessimistic comment,Election Commission (Afghanistan),2014-07-02
Abdullah Abdullah,Make statement,Election Commission (Afghanistan),2014-06-25
Abdullah Abdullah,Accuse,Election Commission (Afghanistan),2014-06-23
Abdullah Abdullah,Demonstrate or rally,Election Commission (Afghanistan),2014-06-28
Abdullah Abdullah,Accuse,Election Commission (Afghanistan),2014-07-20
Abdullah Abdullah,Make an appeal or request,Election Commission (Afghanistan),2014-02-22
Abdullah Abdullah,Appeal for intelligence,Election Commission (Afghanistan),2014-06-19
Abdullah Abdullah,Accuse,Election Commission (Afghanistan),2014-07-11
Abdullah Abdullah,Make an appeal or request,Election Commission (Afghanistan),2014-06-19
Abdullah Abdullah,Accuse,Election Commission (Afghanistan),2014-08-01
Abdullah Abdullah,Reduce relations,Election Commission (Afghanistan),2014-07-07
Abdullah Abdullah,Conduct strike or boycott,Election Commission (Afghanistan),2014-06-23
Abdullah Abdullah,Conduct strike or boycott,Election Commission (Afghanistan),2014-07-24
Abdullah Abdullah,Reduce or break diplomatic relations,Election Commission (Afghanistan),2014-06-19
Abdullah Abdullah,Accuse,Election Commission (Afghanistan),2014-06-24
Abdullah Abdullah,Accuse,Election Commission (Afghanistan),2014-06-27
Abdullah Abdullah,Reduce or break diplomatic relations,Election Commission (Afghanistan),2014-06-22
Abdullah Abdullah,Reduce relations,Election Commission (Afghanistan),2014-06-21
Abdullah Abdullah,Accuse,Election Commission (Afghanistan),2014-06-22
Abdullah Abdullah,Consult,Election Commission (Afghanistan),2014-06-24
Abdullah Abdullah,Accuse,Election Commission (Afghanistan),2014-09-08
Abdullah Abdullah,Make an appeal or request,Election Commission (Afghanistan),2014-06-06
Abdullah Abdullah,Expel or withdraw peacekeepers,Election Commission (Afghanistan),2014-06-23
Abdullah Abdullah,Accuse,Election Commission (Afghanistan),2014-06-21
Abdullah Abdullah,Make an appeal or request,Election Commission (Afghanistan),2014-06-14
Abdullah Abdullah,Accuse,Election Commission (Afghanistan),2014-09-11
Abdullah Abdullah,Accuse,Election Commission (Afghanistan),2014-08-07
Abdullah Abdullah,Make statement,Election Commission (Afghanistan),2014-06-24
Abdullah Abdullah,"Impose embargo, boycott, or sanctions",Election Commission (Afghanistan),2014-06-24
Abdullah Abdullah,Criticize or denounce,Election Commission (Afghanistan),2014-08-15
Abdullah Abdullah,"Impose embargo, boycott, or sanctions",Election Commission (Afghanistan),2014-07-24
Abdullah Abdullah,Make an appeal or request,Election Commission (Afghanistan),2014-03-02
Abdullah Abdullah,Reduce or break diplomatic relations,Election Commission (Afghanistan),2014-06-21
Abdullah Abdullah,Make an appeal or request,Election Commission (Afghanistan),2014-06-18
Abdullah Abdullah,Accuse,Election Commission (Afghanistan),2014-09-09
Abdullah Abdullah,Criticize or denounce,Election Commission (Afghanistan),2014-06-15
Abdullah Abdullah,Make an appeal or request,Election Commission (Iran),2014-06-20
Abdullah Abdullah,Reduce or break diplomatic relations,Election Commission (Iran),2014-06-20
Abdullah Abdullah,Criticize or denounce,Election Commission (Iran),2014-06-20
Abdullah Abdullah,Consult,Foreign Affairs (United States),2014-11-26
Abdullah Abdullah,Consult,Foreign Affairs (United States),2014-07-03
Abdullah Abdullah,Consult,Foreign Affairs (United States),2014-08-28
Abdullah Abdullah,Make a visit,Foreign Affairs (United States),2014-09-20
Abdullah Abdullah,Sign formal agreement,Head of Government (Afghanistan),2014-12-15
Abdullah Abdullah,Accuse,Head of Government (Afghanistan),2014-06-20
Abdullah Abdullah,Make statement,Head of Government (Afghanistan),2014-06-06
Abdullah Abdullah,Accuse,Head of Government (Afghanistan),2014-06-21
Abdullah Abdullah,Accuse,Head of Government (Afghanistan),2014-06-19
Abdullah Abdullah,Make statement,Head of Government (Afghanistan),2014-06-18
Abdullah Abdullah,Threaten,Head of Government (Afghanistan),2014-08-22
Abdullah Abdullah,Sign formal agreement,Head of Government (Afghanistan),2014-09-26
Abdullah Abdullah,Accuse,Head of Government (Afghanistan),2014-08-04
Abdullah Abdullah,Make optimistic comment,Iran,2014-10-27
Abdullah Abdullah,Make optimistic comment,Iran,2014-12-17
Abdullah Abdullah,Make optimistic comment,Iran,2014-10-29
Abdullah Abdullah,Make an appeal or request,Iran,2014-10-27
Abdullah Abdullah,Consult,John Kerry,2014-08-08
Abdullah Abdullah,Make statement,John Kerry,2014-07-09
Abdullah Abdullah,Engage in negotiation,John Kerry,2014-07-11
Abdullah Abdullah,Consult,John Kerry,2014-08-05
Abdullah Abdullah,Consult,John Kerry,2014-08-09
Abdullah Abdullah,Consult,John Kerry,2014-07-11
Abdullah Abdullah,Consult,John Kerry,2014-09-03
Abdullah Abdullah,Express intent to cooperate,John Kerry,2014-07-21
Abdullah Abdullah,Consult,John Kerry,2014-08-04
Abdullah Abdullah,Consult,John Kerry,2014-07-12
Abdullah Abdullah,Consult,Mamnoon Hussain,2014-09-30
Abdullah Abdullah,Consult,Mamnoon Hussain,2014-10-17
Abdullah Abdullah,Praise or endorse,Military Personnel - Special (Afghanistan),2014-06-14
Abdullah Abdullah,Make statement,Military Personnel - Special (Afghanistan),2014-10-23
Abdullah Abdullah,Accuse,Ministry (Afghanistan),2014-05-26
Abdullah Abdullah,Praise or endorse,Ministry (Afghanistan),2014-10-13
Abdullah Abdullah,Praise or endorse,Ministry (Afghanistan),2014-12-09
Abdullah Abdullah,Consult,Ministry (Afghanistan),2014-12-09
Abdullah Abdullah,Make an appeal or request,Ministry (Afghanistan),2014-10-17
Abdullah Abdullah,Make statement,North Atlantic Treaty Organization,2014-09-04
Abdullah Abdullah,Express intent to meet or negotiate,North Atlantic Treaty Organization,2014-11-30
Abdullah Abdullah,Make a visit,North Atlantic Treaty Organization,2014-12-01
Abdullah Abdullah,Consult,Party Member (Afghanistan),2014-05-03
Abdullah Abdullah,Make statement,Party Member (Afghanistan),2014-09-20
Abdullah Abdullah,Make statement,Presidential Candidate (Afghanistan),2014-08-20
Abdullah Abdullah,Make statement,Presidential Candidate (Afghanistan),2014-09-08
Abdullah Abdullah,Praise or endorse,Presidential Candidate (Afghanistan),2014-05-16
Abdullah Abdullah,Halt negotiations,Presidential Candidate (Afghanistan),2014-09-10
Abdullah Abdullah,Make statement,Presidential Candidate (Afghanistan),2014-05-22
Abdullah Abdullah,Consult,Zalmai Rassoul,2014-05-12
Abdullah Abdullah,Host a visit,Zalmai Rassoul,2014-05-16
Abdullah Abdullah,Make statement,Zalmai Rassoul,2014-06-06
Abdullah Abdullah,Make optimistic comment,Zalmai Rassoul,2014-05-22
Abdullah Gül,Praise or endorse,Abdel Fattah Al-Sisi,2014-06-12
Abdullah Gül,Consult,Abdel Fattah Al-Sisi,2014-06-25
Abdullah Gül,Discuss by telephone,Barack Obama,2014-05-16
Abdullah Gül,Consult,Barack Obama,2014-03-26
Abdullah Gül,Make optimistic comment,China,2014-07-11
Abdullah Gül,Reduce or break diplomatic relations,China,2014-05-14
Abdullah Gül,Express intent to meet or negotiate,China,2014-05-12
Abdullah Gül,Make a visit,China,2014-05-12
Abdullah Gül,Demand,Citizen (Turkey),2014-03-04
Abdullah Gül,Express intent to meet or negotiate,Citizen (Turkey),2014-04-10
Abdullah Gül,"Reject plan, agreement to settle dispute",Devlet Bahçeli,2014-05-29
Abdullah Gül,Consult,Devlet Bahçeli,2014-05-22
Abdullah Gül,Consult,François Hollande,2014-01-27
Abdullah Gül,Engage in negotiation,François Hollande,2014-01-27
Abdullah Gül,Make an appeal or request,François Hollande,2014-01-29
Abdullah Gül,Consult,Giorgio Napolitano,2014-01-29
Abdullah Gül,Engage in negotiation,Giorgio Napolitano,2014-01-30
Abdullah Gül,Make statement,Iran,2014-02-04
Abdullah Gül,Make statement,Iran,2014-06-10
Abdullah Gül,Praise or endorse,Iran,2014-06-12
Abdullah Gül,Make statement,Iran,2014-02-01
Abdullah Gül,Reduce or break diplomatic relations,Justice and Development Party,2014-08-11
Abdullah Gül,Express intent to engage in diplomatic cooperation (such as policy support),Justice and Development Party,2014-02-23
Abdullah Gül,Engage in diplomatic cooperation,Kuwait,2014-03-31
Abdullah Gül,Express intent to meet or negotiate,Kuwait,2014-03-31
Abdullah Gül,Make a visit,Kuwait,2014-04-02
Abdullah Gül,Make statement,Kuwait,2014-04-01
Abdullah Gül,Make a visit,Kuwait,2014-04-01
Abdullah Gül,Make a visit,Kuwait,2014-04-06
Abdullah Gül,Praise or endorse,Legislature (Turkey),2014-02-22
Abdullah Gül,Make statement,Legislature (Turkey),2014-02-26
Abdullah Gül,Consult,Main Opposition (Turkey),2014-01-17
Abdullah Gül,Consult,Main Opposition (Turkey),2014-01-14
Abdullah Gül,Express intent to meet or negotiate,Nationalist Movement Party,2014-01-13
Abdullah Gül,Consult,Nationalist Movement Party,2014-01-13
Abdullah Gül,Consult,Nationalist Movement Party,2014-01-14
Abdullah Gül,Appeal to others to meet or negotiate,Opposition Supporter (Turkey),2014-01-13
Abdullah Gül,Make an appeal or request,Opposition Supporter (Turkey),2014-01-13
Abdullah Gül,Consult,Opposition Supporter (Turkey),2014-01-14
Abdullah Gül,Engage in negotiation,Opposition Supporter (Turkey),2014-01-17
Abdullatif Al-Zayani,Make empathetic comment,Citizen (Yemen),2014-10-09
Abdullatif Al-Zayani,Use conventional military force,Citizen (Yemen),2014-10-09
Abdulrahman Kinana,Accuse,Citizen (Tanzania),2014-05-29
Abdulrahman Kinana,Threaten,Citizen (Tanzania),2014-05-12
Abdulrahman Kinana,Make an appeal or request,Citizen (Tanzania),2014-05-12
Abdulsalami Alhaji Abubakar,Appeal for diplomatic cooperation (such as policy support),Citizen (Nigeria),2014-04-24
Abdulsalami Alhaji Abubakar,Appeal for diplomatic cooperation (such as policy support),Citizen (Nigeria),2014-03-28
Abhisit Vejjajiva,Demand change in leadership,Cabinet / Council of Ministers / Advisors (Thailand),2014-05-04
Abhisit Vejjajiva,Demand,Cabinet / Council of Ministers / Advisors (Thailand),2014-05-06
Abhisit Vejjajiva,Demand change in leadership,Cabinet / Council of Ministers / Advisors (Thailand),2014-05-05
Abhisit Vejjajiva,Express intent to meet or negotiate,Citizen (Thailand),2014-05-03
Abhisit Vejjajiva,Accuse,Citizen (Thailand),2014-06-09
Abhisit Vejjajiva,Express intent to meet or negotiate,Citizen (Thailand),2014-04-21
Abhisit Vejjajiva,Bring lawsuit against,Jatuporn Prompan,2014-05-20
Abhisit Vejjajiva,Make statement,Jatuporn Prompan,2014-05-20
Abhisit Vejjajiva,Demand,Military (Thailand),2014-12-10
Abhisit Vejjajiva,Demand,Military (Thailand),2014-12-09
Abhisit Vejjajiva,Make an appeal or request,National Council for Peace and Order of Thailand,2014-08-06
Abhisit Vejjajiva,Make statement,National Council for Peace and Order of Thailand,2014-08-19
Abhisit Vejjajiva,Make statement,National Council for Peace and Order of Thailand,2014-08-20
