relation i,relation j,#evolve,#rel_i,P one direction,P two direction
Demand release of persons or property,Reject,0,5,0.0,0.005201560468140442
Reject,"Threaten with political dissent, protest",0,764,0.0,0.0
"Threaten with political dissent, protest",Reject,0,5,0.0,0.0
Reject,Carry out car bombing,0,764,0.0,0.0
Carry out car bombing,Reject,0,1,0.0,0.0
Reject,Carry out roadside bombing,1,764,0.0013089005235602095,0.00130718954248366
Carry out roadside bombing,Reject,0,1,0.0,0.00130718954248366
Reject,Use as human shield,0,764,0.0,0.0
Use as human shield,Reject,0,1,0.0,0.0
Reject,Threaten to halt mediation,0,764,0.0,0.0
Threaten to halt mediation,Reject,0,1,0.0,0.0
Reject,Express intent to institute political reform,0,764,0.0,0.0
Express intent to institute political reform,Reject,0,1,0.0,0.0
Reject,Forgive,0,764,0.0,0.0
Forgive,Reject,0,3,0.0,0.0
Reject,Investigate human rights abuses,5,764,0.006544502617801047,0.00651890482398957
Investigate human rights abuses,Reject,0,3,0.0,0.00651890482398957
Reject,"Appeal for easing of economic sanctions, boycott, or embargo",9,764,0.011780104712041885,0.013071895424836602
"Appeal for easing of economic sanctions, boycott, or embargo",Reject,1,1,1.0,0.013071895424836602
Reject,Threaten to halt negotiations,15,764,0.01963350785340314,0.02091503267973856
Threaten to halt negotiations,Reject,1,1,1.0,0.02091503267973856
Reject,Engage in judicial cooperation,16,764,0.020942408376963352,0.020671834625323
Engage in judicial cooperation,Reject,0,10,0.0,0.020671834625323
Reject,Expel or withdraw,0,764,0.0,0.0
Expel or withdraw,Reject,0,1,0.0,0.0
Reject,Engage in mass expulsion,0,764,0.0,0.0
Engage in mass expulsion,Reject,0,1,0.0,0.0
Reject,Engage in violent protest for rights,0,764,0.0,0.0
Engage in violent protest for rights,Reject,0,1,0.0,0.0
Reject,Ease military blockade,1,764,0.0013089005235602095,0.001303780964797914
Ease military blockade,Reject,0,3,0.0,0.001303780964797914
Reject,Demonstrate for policy change,0,764,0.0,0.0
Demonstrate for policy change,Reject,0,4,0.0,0.0
Reject,Obstruct passage to demand leadership change,0,764,0.0,0.0
Obstruct passage to demand leadership change,Reject,0,2,0.0,0.0
Reject,Reject judicial cooperation,4,764,0.005235602094240838,0.00522875816993464
Reject judicial cooperation,Reject,0,1,0.0,0.00522875816993464
Make statement,Consult,339,12622,0.026857867215972112,0.03182741607816581
Consult,Make statement,319,8052,0.03961748633879782,0.03182741607816581
Make statement,Sign formal agreement,201,12622,0.015924576136903817,0.02556610664718773
Sign formal agreement,Make statement,149,1068,0.13951310861423222,0.02556610664718773
Make statement,Engage in negotiation,245,12622,0.01941055300269371,0.03243281271985367
Engage in negotiation,Make statement,216,1592,0.135678391959799,0.03243281271985367
Make statement,Engage in diplomatic cooperation,189,12622,0.014973855173506577,0.026169995626184574
Engage in diplomatic cooperation,Make statement,170,1096,0.1551094890510949,0.026169995626184574
Make statement,Make an appeal or request,353,12622,0.027967041673268897,0.03690266991667139
Make an appeal or request,Make statement,298,5019,0.059374377366009166,0.03690266991667139
Make statement,Threaten,256,12622,0.020282047219141182,0.02658160552897395
Threaten,Make statement,94,545,0.1724770642201835,0.02658160552897395
Make statement,Engage in symbolic act,58,12622,0.004595151323086674,0.0068209687308399755
Engage in symbolic act,Make statement,31,426,0.07276995305164319,0.0068209687308399755
Make statement,Criticize or denounce,309,12622,0.024481064807479004,0.037130689379824326
Criticize or denounce,Make statement,249,2406,0.10349127182044887,0.037130689379824326
Make statement,Demand,318,12622,0.025194105530026937,0.03680847974444606
Demand,Make statement,189,1152,0.1640625,0.03680847974444606
Make statement,Expel or deport individuals,28,12622,0.002218348914593567,0.003134796238244514
Expel or deport individuals,Make statement,12,138,0.08695652173913043,0.003134796238244514
Make statement,"Accuse of crime, corruption",17,12622,0.001346854698146094,0.0022859845498975247
"Accuse of crime, corruption",Make statement,12,64,0.1875,0.0022859845498975247
Make statement,Rally opposition against,21,12622,0.0016637616859451752,0.002285263987391647
Rally opposition against,Make statement,8,68,0.11764705882352941,0.002285263987391647
Make statement,Accuse,284,12622,0.022500396133734748,0.034557675334374365
Accuse,Make statement,225,2107,0.10678690080683437,0.034557675334374365
Make statement,Express intent to meet or negotiate,335,12622,0.02654096022817303,0.039702976226121324
Express intent to meet or negotiate,Make statement,328,4077,0.08045131223939171,0.039702976226121324
Make statement,Express intent to provide humanitarian aid,31,12622,0.0024560291554428775,0.0031570639305445935
Express intent to provide humanitarian aid,Make statement,9,48,0.1875,0.0031570639305445935
Make statement,Reduce relations,59,12622,0.004674378070036444,0.007103825136612022
Reduce relations,Make statement,32,188,0.1702127659574468,0.007103825136612022
Make statement,"Reject proposal to meet, discuss, or negotiate",47,12622,0.0037236571066392014,0.005820355513607048
"Reject proposal to meet, discuss, or negotiate",Make statement,27,92,0.29347826086956524,0.005820355513607048
Make statement,Use conventional military force,194,12622,0.015369988908255427,0.024393663255292304
Use conventional military force,Make statement,154,1644,0.09367396593673966,0.024393663255292304
Make statement,Appeal to engage in or accept mediation,65,12622,0.005149738551735066,0.005452390359541683
Appeal to engage in or accept mediation,Make statement,4,33,0.12121212121212122,0.005452390359541683
Make statement,Praise or endorse,308,12622,0.024401838060529233,0.036886828891463885
Praise or endorse,Make statement,265,2912,0.09100274725274725,0.036886828891463885
Make statement,Express intent to engage in diplomatic cooperation (such as policy support),284,12622,0.022500396133734748,0.03137283447372252
Express intent to engage in diplomatic cooperation (such as policy support),Make statement,147,1116,0.13172043010752688,0.03137283447372252
Make statement,Discuss by telephone,96,12622,0.007605767707177943,0.018276762402088774
Discuss by telephone,Make statement,149,783,0.19029374201787994,0.018276762402088774
Make statement,Meet at a 'third' location,228,12622,0.018063698304547616,0.023590686274509803
Meet at a 'third' location,Make statement,80,434,0.18433179723502305,0.023590686274509803
Make statement,Host a visit,187,12622,0.014815401679607036,0.024616726910133366
Host a visit,Make statement,208,3424,0.06074766355140187,0.024616726910133366
Make statement,Make a visit,346,12622,0.027412454444620503,0.04189560439560439
Make a visit,Make statement,325,3394,0.09575721862109605,0.04189560439560439
Make statement,Accede to demands for change in leadership,13,12622,0.0010299477103470132,0.0015809026954390958
Accede to demands for change in leadership,Make statement,7,29,0.2413793103448276,0.0015809026954390958
Make statement,Express intent to settle dispute,67,12622,0.005308192045634606,0.006468917639633954
Express intent to settle dispute,Make statement,15,54,0.2777777777777778,0.006468917639633954
Make statement,Express intent to cooperate,180,12622,0.014260814450958644,0.026499603946136676
Express intent to cooperate,Make statement,188,1265,0.14861660079051384,0.026499603946136676
Make statement,Make optimistic comment,319,12622,0.025273332276976708,0.034776704888352446
Make optimistic comment,Make statement,142,634,0.22397476340694006,0.034776704888352446
Make statement,Yield,51,12622,0.004040564094438283,0.005190719622493119
Yield,Make statement,15,93,0.16129032258064516,0.005190719622493119
Make statement,Consider policy option,78,12622,0.006179686262082079,0.007945248584015104
Consider policy option,Make statement,23,90,0.25555555555555554,0.007945248584015104
Make statement,Halt negotiations,45,12622,0.003565203612739661,0.004348169815795715
Halt negotiations,Make statement,10,27,0.37037037037037035,0.004348169815795715
Make statement,Appeal for economic cooperation,0,12622,0.0,0.0001582654110944053
Appeal for economic cooperation,Make statement,2,15,0.13333333333333333,0.0001582654110944053
Make statement,Appeal for diplomatic cooperation (such as policy support),210,12622,0.01663761685945175,0.02153514843870174
Appeal for diplomatic cooperation (such as policy support),Make statement,70,380,0.18421052631578946,0.02153514843870174
Make statement,Appeal for change in leadership,18,12622,0.0014260814450958643,0.0016573277562938994
Appeal for change in leadership,Make statement,3,49,0.061224489795918366,0.0016573277562938994
Make statement,Acknowledge or claim responsibility,4,12622,0.00031690698779908097,0.0008672343109429202
Acknowledge or claim responsibility,Make statement,7,62,0.11290322580645161,0.0008672343109429202
Make statement,Make pessimistic comment,250,12622,0.019806686737442562,0.027467482785003827
Make pessimistic comment,Make statement,109,448,0.24330357142857142,0.027467482785003827
Make statement,Conduct strike or boycott,10,12622,0.0007922674694977025,0.0015015015015015015
Conduct strike or boycott,Make statement,9,32,0.28125,0.0015015015015015015
Make statement,"Declare truce, ceasefire",26,12622,0.0020598954206940264,0.0025306445235270857
"Declare truce, ceasefire",Make statement,6,23,0.2608695652173913,0.0025306445235270857
Make statement,Reduce or break diplomatic relations,25,12622,0.0019806686737442562,0.004233965814646385
Reduce or break diplomatic relations,Make statement,29,132,0.2196969696969697,0.004233965814646385
Make statement,Demonstrate or rally,46,12622,0.003644430359689431,0.008990476190476191
Demonstrate or rally,Make statement,72,503,0.14314115308151093,0.008990476190476191
Make statement,Appeal for intelligence,26,12622,0.0020598954206940264,0.003386626762227298
Appeal for intelligence,Make statement,17,75,0.22666666666666666,0.003386626762227298
Make statement,Expel or withdraw peacekeepers,2,12622,0.00015845349389954048,0.0002376049421827974
Expel or withdraw peacekeepers,Make statement,1,4,0.25,0.0002376049421827974
Make statement,"Impose embargo, boycott, or sanctions",60,12622,0.004753604816986215,0.006053459119496856
"Impose embargo, boycott, or sanctions",Make statement,17,98,0.17346938775510204,0.006053459119496856
Make statement,"Reject plan, agreement to settle dispute",67,12622,0.005308192045634606,0.006705056401356788
"Reject plan, agreement to settle dispute",Make statement,18,55,0.32727272727272727,0.006705056401356788
Make statement,Appeal to others to meet or negotiate,2,12622,0.00015845349389954048,0.0007114624505928853
Appeal to others to meet or negotiate,Make statement,7,28,0.25,0.0007114624505928853
Make statement,Make empathetic comment,100,12622,0.007922674694977025,0.009880192936051035
Make empathetic comment,Make statement,27,232,0.11637931034482758,0.009880192936051035
Make statement,Demand change in leadership,6,12622,0.00047536048169862145,0.0006306164275579379
Demand change in leadership,Make statement,2,64,0.03125,0.0006306164275579379
Make statement,Bring lawsuit against,18,12622,0.0014260814450958643,0.0023503603885929175
Bring lawsuit against,Make statement,12,142,0.08450704225352113,0.0023503603885929175
Make statement,Occupy territory,67,12622,0.005308192045634606,0.007248636009353078
Occupy territory,Make statement,26,208,0.125,0.007248636009353078
Make statement,Use unconventional violence,26,12622,0.0020598954206940264,0.003711085148787025
Use unconventional violence,Make statement,28,1929,0.014515292897874546,0.003711085148787025
Make statement,"Return, release person(s)",85,12622,0.006734273490730471,0.008167039063101934
"Return, release person(s)",Make statement,21,357,0.058823529411764705,0.008167039063101934
Make statement,fight with small arms and light weapons,137,12622,0.010854064332118524,0.013890974620813935
fight with small arms and light weapons,Make statement,48,696,0.06896551724137931,0.013890974620813935
Make statement,Threaten with military force,14,12622,0.0011091744572967834,0.001573192794777
Threaten with military force,Make statement,6,91,0.06593406593406594,0.001573192794777
Make statement,"Abduct, hijack, or take hostage",12,12622,0.0009507209633972429,0.0019076688286913392
"Abduct, hijack, or take hostage",Make statement,13,483,0.026915113871635612,0.0019076688286913392
Make statement,Demand de-escalation of military engagement,13,12622,0.0010299477103470132,0.0012664239354123793
Demand de-escalation of military engagement,Make statement,3,12,0.25,0.0012664239354123793
Make statement,"Arrest, detain, or charge with legal action",175,12622,0.013864680716209792,0.021864139020537125
"Arrest, detain, or charge with legal action",Make statement,171,3203,0.05338744926631283,0.021864139020537125
Make statement,"Obstruct passage, block",10,12622,0.0007922674694977025,0.0018927444794952682
"Obstruct passage, block",Make statement,14,58,0.2413793103448276,0.0018927444794952682
Make statement,Refuse to de-escalate military engagement,12,12622,0.0009507209633972429,0.0011088230635197213
Refuse to de-escalate military engagement,Make statement,2,4,0.5,0.0011088230635197213
Make statement,Rally support on behalf of,18,12622,0.0014260814450958643,0.002122975310583425
Rally support on behalf of,Make statement,9,96,0.09375,0.002122975310583425
Make statement,Provide aid,63,12622,0.004991285057835525,0.006338028169014085
Provide aid,Make statement,18,158,0.11392405063291139,0.006338028169014085
Make statement,Investigate,186,12622,0.014736174932657265,0.022460211215231295
Investigate,Make statement,116,824,0.1407766990291262,0.022460211215231295
Make statement,Express intent to provide material aid,56,12622,0.004436697829187134,0.006142215922513584
Express intent to provide material aid,Make statement,22,77,0.2857142857142857,0.006142215922513584
Make statement,Employ aerial weapons,36,12622,0.0028521628901917286,0.00424929178470255
Employ aerial weapons,Make statement,18,86,0.20930232558139536,0.00424929178470255
Make statement,Cooperate militarily,38,12622,0.003010616384091269,0.004324579336373644
Cooperate militarily,Make statement,17,96,0.17708333333333334,0.004324579336373644
Make statement,Express intent to release persons or property,6,12622,0.00047536048169862145,0.0011826854845068202
Express intent to release persons or property,Make statement,9,61,0.14754098360655737,0.0011826854845068202
Make statement,Use tactics of violent repression,24,12622,0.0019014419267944858,0.010203286860347379
Use tactics of violent repression,Make statement,107,217,0.4930875576036866,0.010203286860347379
Make statement,Ease administrative sanctions,12,12622,0.0009507209633972429,0.0012531328320802004
