relation i,relation j,#implication,#rel_i,P one direction,P two direction
Reject military cooperation,Criticize or denounce,3,3,1.0,0.0157741801577418
Criticize or denounce,Threaten to halt negotiations,33,2406,0.01371571072319202,0.014125467386788533
Threaten to halt negotiations,Criticize or denounce,1,1,1.0,0.014125467386788533
Criticize or denounce,Ban political parties or politicians,2,2406,0.0008312551953449709,0.0012432656444260257
Ban political parties or politicians,Criticize or denounce,1,7,0.14285714285714285,0.0012432656444260257
Criticize or denounce,Express intent to change leadership,0,2406,0.0,0.0
Express intent to change leadership,Criticize or denounce,0,6,0.0,0.0
Criticize or denounce,Demand material cooperation,11,2406,0.00457190357439734,0.006625258799171843
Demand material cooperation,Criticize or denounce,5,9,0.5555555555555556,0.006625258799171843
Criticize or denounce,Express intent to institute political reform,0,2406,0.0,0.0
Express intent to institute political reform,Criticize or denounce,0,1,0.0,0.0
Criticize or denounce,Demand easing of administrative sanctions,6,2406,0.0024937655860349127,0.002904564315352697
Demand easing of administrative sanctions,Criticize or denounce,1,4,0.25,0.002904564315352697
Criticize or denounce,Express intent to engage in material cooperation,2,2406,0.0008312551953449709,0.0012417218543046358
Express intent to engage in material cooperation,Criticize or denounce,1,10,0.1,0.0012417218543046358
Criticize or denounce,Reduce or stop economic assistance,8,2406,0.0033250207813798837,0.003728251864125932
Reduce or stop economic assistance,Criticize or denounce,1,8,0.125,0.003728251864125932
Criticize or denounce,Demand intelligence cooperation,4,2406,0.0016625103906899418,0.0024783147459727386
Demand intelligence cooperation,Criticize or denounce,2,15,0.13333333333333333,0.0024783147459727386
Criticize or denounce,Ease curfew,2,2406,0.0008312551953449709,0.001244296972210701
Ease curfew,Criticize or denounce,1,5,0.2,0.001244296972210701
Criticize or denounce,Receive inspectors,0,2406,0.0,0.0
Receive inspectors,Criticize or denounce,0,2,0.0,0.0
Criticize or denounce,Engage in mass killings,1,2406,0.00041562759767248546,0.0016542597187758478
Engage in mass killings,Criticize or denounce,3,12,0.25,0.0016542597187758478
Criticize or denounce,Demand rights,3,2406,0.0012468827930174563,0.0016611295681063123
Demand rights,Criticize or denounce,1,2,0.5,0.0016611295681063123
Criticize or denounce,Demand political reform,1,2406,0.00041562759767248546,0.0008305647840531562
Demand political reform,Criticize or denounce,1,2,0.5,0.0008305647840531562
Criticize or denounce,Demand judicial cooperation,3,2406,0.0012468827930174563,0.002074688796680498
Demand judicial cooperation,Criticize or denounce,2,4,0.5,0.002074688796680498
Criticize or denounce,Violate ceasefire,0,2406,0.0,0.0
Violate ceasefire,Criticize or denounce,0,4,0.0,0.0
Criticize or denounce,Express intent to accept mediation,1,2406,0.00041562759767248546,0.0008285004142502071
Express intent to accept mediation,Criticize or denounce,1,8,0.125,0.0008285004142502071
Criticize or denounce,Express intent to ease administrative sanctions,2,2406,0.0008312551953449709,0.0012432656444260257
Express intent to ease administrative sanctions,Criticize or denounce,1,7,0.14285714285714285,0.0012432656444260257
Criticize or denounce,"Refuse to ease economic sanctions, boycott, or embargo",12,2406,0.004987531172069825,0.0053941908713692945
"Refuse to ease economic sanctions, boycott, or embargo",Criticize or denounce,1,4,0.25,0.0053941908713692945
Criticize or denounce,Demand that target yields,8,2406,0.0033250207813798837,0.004142502071251036
Demand that target yields,Criticize or denounce,2,8,0.25,0.004142502071251036
Criticize or denounce,Demand mediation,9,2406,0.003740648379052369,0.0045662100456621
Demand mediation,Criticize or denounce,2,3,0.6666666666666666,0.0045662100456621
Criticize or denounce,Appeal for humanitarian aid,20,2406,0.00831255195344971,0.009531703273932863
Appeal for humanitarian aid,Criticize or denounce,3,7,0.42857142857142855,0.009531703273932863
Criticize or denounce,Obstruct passage to demand leadership change,0,2406,0.0,0.0
Obstruct passage to demand leadership change,Criticize or denounce,0,2,0.0,0.0
Criticize or denounce,Express intent to yield,0,2406,0.0,0.0
Express intent to yield,Criticize or denounce,0,8,0.0,0.0
Criticize or denounce,Threaten to halt mediation,0,2406,0.0,0.0
Threaten to halt mediation,Criticize or denounce,0,1,0.0,0.0
Criticize or denounce,Reject judicial cooperation,14,2406,0.005818786367414797,0.0062318238471125885
Reject judicial cooperation,Criticize or denounce,1,1,1.0,0.0062318238471125885
Criticize or denounce,Reduce or stop military assistance,9,2406,0.003740648379052369,0.004971002485501243
Reduce or stop military assistance,Criticize or denounce,3,8,0.375,0.004971002485501243
Criticize or denounce,Threaten to reduce or break relations,1,2406,0.00041562759767248546,0.0008298755186721991
Threaten to reduce or break relations,Criticize or denounce,1,4,0.25,0.0008298755186721991
Criticize or denounce,Demobilize armed forces,0,2406,0.0,0.0
Demobilize armed forces,Criticize or denounce,0,3,0.0,0.0
Criticize or denounce,Use as human shield,0,2406,0.0,0.0
Use as human shield,Criticize or denounce,0,1,0.0,0.0
Criticize or denounce,Demand policy change,9,2406,0.003740648379052369,0.004568106312292359
Demand policy change,Criticize or denounce,2,2,1.0,0.004568106312292359
Criticize or denounce,"Accede to demands for change in institutions, regime",0,2406,0.0,0.0
"Accede to demands for change in institutions, regime",Criticize or denounce,0,3,0.0,0.0
Criticize or denounce,Reject economic cooperation,7,2406,0.0029093931837073984,0.0033222591362126247
Reject economic cooperation,Criticize or denounce,1,2,0.5,0.0033222591362126247
Criticize or denounce,Reject material cooperation,0,2406,0.0,0.0
Reject material cooperation,Criticize or denounce,0,3,0.0,0.0
Criticize or denounce,Halt mediation,10,2406,0.004156275976724855,0.004570004154549232
Halt mediation,Criticize or denounce,1,1,1.0,0.004570004154549232
Criticize or denounce,Threaten with repression,2,2406,0.0008312551953449709,0.0016590626296142678
Threaten with repression,Criticize or denounce,2,5,0.4,0.0016590626296142678
Criticize or denounce,Accede to demands for change in policy,3,2406,0.0012468827930174563,0.0020764119601328905
Accede to demands for change in policy,Criticize or denounce,2,2,1.0,0.0020764119601328905
Criticize or denounce,Investigate war crimes,0,2406,0.0,0.0
Investigate war crimes,Criticize or denounce,0,1,0.0,0.0
Criticize or denounce,Conduct hunger strike,0,2406,0.0,0.0
Conduct hunger strike,Criticize or denounce,0,3,0.0,0.0
Criticize or denounce,Destroy property,0,2406,0.0,0.0
Destroy property,Criticize or denounce,0,3,0.0,0.0
Criticize or denounce,Express intent to change policy,6,2406,0.0024937655860349127,0.0033222591362126247
Express intent to change policy,Criticize or denounce,2,2,1.0,0.0033222591362126247
Criticize or denounce,"Use chemical, biological, or radiological weapons",0,2406,0.0,0.0
"Use chemical, biological, or radiological weapons",Criticize or denounce,0,1,0.0,0.0
Criticize or denounce,Reject request for military protection or peacekeeping,0,2406,0.0,0.0
Reject request for military protection or peacekeeping,Criticize or denounce,0,1,0.0,0.0
Criticize or denounce,Demand material aid,0,2406,0.0,0.0
Demand material aid,Criticize or denounce,0,1,0.0,0.0
Criticize or denounce,Reduce or stop material aid,0,2406,0.0,0.0
Reduce or stop material aid,Criticize or denounce,0,3,0.0,0.0
Criticize or denounce,Engage in mass expulsion,1,2406,0.00041562759767248546,0.0008309098462816784
Engage in mass expulsion,Criticize or denounce,1,1,1.0,0.0008309098462816784
Criticize or denounce,Appeal for policy change,0,2406,0.0,0.0
Appeal for policy change,Criticize or denounce,0,12,0.0,0.0
Criticize or denounce,Investigate human rights abuses,11,2406,0.00457190357439734,0.005811540058115401
Investigate human rights abuses,Criticize or denounce,3,3,1.0,0.005811540058115401
Criticize or denounce,Carry out car bombing,0,2406,0.0,0.0
Carry out car bombing,Criticize or denounce,0,1,0.0,0.0
Criticize or denounce,Expel or withdraw,0,2406,0.0,0.0
Expel or withdraw,Criticize or denounce,0,1,0.0,0.0
Criticize or denounce,Grant asylum,0,2406,0.0,0.0
Grant asylum,Criticize or denounce,0,7,0.0,0.0
Criticize or denounce,Ease state of emergency or martial law,0,2406,0.0,0.0
Ease state of emergency or martial law,Criticize or denounce,0,1,0.0,0.0
Criticize or denounce,Carry out roadside bombing,0,2406,0.0,0.0
Carry out roadside bombing,Criticize or denounce,0,1,0.0,0.0
Criticize or denounce,Appeal for target to allow international involvement (non-mediation),0,2406,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Criticize or denounce,0,1,0.0,0.0
Express intent to meet or negotiate,Consult,1709,4077,0.4191807701741477,0.32805672355511584
Consult,Express intent to meet or negotiate,2270,8052,0.2819175360158967,0.32805672355511584
Express intent to meet or negotiate,"Abduct, hijack, or take hostage",23,4077,0.00564140299239637,0.02149122807017544
"Abduct, hijack, or take hostage",Express intent to meet or negotiate,75,483,0.15527950310559005,0.02149122807017544
Express intent to meet or negotiate,Praise or endorse,1025,4077,0.2514103507480991,0.21691229074259552
Praise or endorse,Express intent to meet or negotiate,491,2912,0.16861263736263737,0.21691229074259552
Express intent to meet or negotiate,Engage in negotiation,1032,4077,0.25312729948491536,0.3106367966131593
Engage in negotiation,Express intent to meet or negotiate,729,1592,0.45791457286432163,0.3106367966131593
Express intent to meet or negotiate,Make an appeal or request,1089,4077,0.2671081677704194,0.27715479331574316
Make an appeal or request,Express intent to meet or negotiate,1432,5019,0.28531579996015144,0.27715479331574316
Express intent to meet or negotiate,Use unconventional violence,112,4077,0.027471179789060583,0.04395604395604396
Use unconventional violence,Express intent to meet or negotiate,152,1929,0.07879730430274753,0.04395604395604396
Express intent to meet or negotiate,Make statement,1432,4077,0.35123865587441744,0.20641954608060362
Make statement,Express intent to meet or negotiate,2015,12622,0.15964189510378704,0.20641954608060362
Express intent to meet or negotiate,"Arrest, detain, or charge with legal action",70,4077,0.017169487368162865,0.08241758241758242
"Arrest, detain, or charge with legal action",Express intent to meet or negotiate,530,3203,0.16546987199500468,0.08241758241758242
Express intent to meet or negotiate,Use conventional military force,117,4077,0.02869757174392936,0.0681699003670687
Use conventional military force,Express intent to meet or negotiate,273,1644,0.16605839416058393,0.0681699003670687
Express intent to meet or negotiate,Complain officially,156,4077,0.03826342899190582,0.04801720019111323
Complain officially,Express intent to meet or negotiate,45,109,0.41284403669724773,0.04801720019111323
Express intent to meet or negotiate,Impose administrative sanctions,38,4077,0.009320578857002697,0.013539192399049882
Impose administrative sanctions,Express intent to meet or negotiate,19,133,0.14285714285714285,0.013539192399049882
Express intent to meet or negotiate,Express intent to cooperate,952,4077,0.23350502820701496,0.31018345189067764
Express intent to cooperate,Express intent to meet or negotiate,705,1265,0.5573122529644269,0.31018345189067764
Express intent to meet or negotiate,Appeal for de-escalation of military engagement,23,4077,0.00564140299239637,0.0077839941620043785
Appeal for de-escalation of military engagement,Express intent to meet or negotiate,9,34,0.2647058823529412,0.0077839941620043785
Express intent to meet or negotiate,Sign formal agreement,740,4077,0.18150600932057886,0.22759961127308065
Sign formal agreement,Express intent to meet or negotiate,431,1068,0.4035580524344569,0.22759961127308065
Express intent to meet or negotiate,Attempt to assassinate,0,4077,0.0,0.0
Attempt to assassinate,Express intent to meet or negotiate,0,11,0.0,0.0
Express intent to meet or negotiate,Host a visit,477,4077,0.11699779249448124,0.12491667777629649
Host a visit,Express intent to meet or negotiate,460,3424,0.13434579439252337,0.12491667777629649
Express intent to meet or negotiate,Increase military alert status,5,4077,0.0012263919548687761,0.0029239766081871343
Increase military alert status,Express intent to meet or negotiate,7,27,0.25925925925925924,0.0029239766081871343
Express intent to meet or negotiate,Make a visit,1483,4077,0.363747853814079,0.4235042163030384
Make a visit,Express intent to meet or negotiate,1681,3394,0.4952857984678845,0.4235042163030384
Express intent to meet or negotiate,"Impose embargo, boycott, or sanctions",71,4077,0.01741476575913662,0.022275449101796407
