,head,relation,tail,time
1682,Yasuo Fukuda,Express accord,Head of Government (South Korea),2008-04-21
1683,Sergey Vladilenovich Kiriyenko,Investigate,Iran,2006-02-15
1684,Bolivia,Consult,Evo Morales,2006-01-22
1685,Barack Obama,Express intent to meet or negotiate,China,2014-10-02
1686,Ed Royce,Consider policy option,South Korea,2013-01-08
1687,Barack Obama,Accuse,Iran,2009-09-25
1688,Vietnam,Express intent to engage in diplomatic cooperation (such as policy support),Laos,2006-11-24
1689,José Miguel Insulza,Make optimistic comment,Evo Morales,2013-11-14
1690,Barack Obama,Express intent to engage in diplomatic cooperation (such as policy support),Iran,2009-03-04
1691,Julia Gillard,Make a visit,Citizen (Australia),2011-01-12
1692,Angel Luis D'Elia,Make a visit,Iran,2007-03-02
1693,Thailand,Impose administrative sanctions,Citizen (United Kingdom),2008-08-26
1694,Tsai Ing-wen,Make a visit,Japan,2015-10-09
1695,Haider Al-Abadi,Meet at a 'third' location,Barack Obama,2015-06-29
