head	relation	tail	time
Police (Australia)	Confiscate property	Citizen (Australia)	2014-06-20
Police (Australia)	Confiscate property	Citizen (Australia)	2014-06-26
Police (Australia)	Confiscate property	Women (Australia)	2014-10-09
Benjamin Netanyahu	Consult	John Kerry	2014-07-24
Benjamin Netanyahu	Consult	Barack Obama	2014-02-16
Benjamin Netanyahu	Consult	John Kerry	2014-06-17
Benjamin Netanyahu	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-01-05
Benjamin Netanyahu	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-01-08
Benjamin Netanyahu	Consult	Likud	2014-11-12
Benjamin Netanyahu	Consult	Tony Blair	2014-07-26
Benjamin Netanyahu	Consult	Liu Yandong	2014-05-20
Benjamin Netanyahu	Consult	Angela Merkel	2014-02-24
Benjamin Netanyahu	Consult	John Kerry	2014-03-20
Benjamin Netanyahu	Consult	Barack Obama	2014-03-08
Benjamin Netanyahu	Consult	John Kerry	2014-11-15
Benjamin Netanyahu	Consult	Joseph Robinette Biden	2014-01-14
Lawyer/Attorney (Argentina)	Investigate	Lazarus Baez	2014-07-28
Lawyer/Attorney (Argentina)	Investigate	Jeremy Clarkson	2014-10-10
Government (Syria)	Sign formal agreement	Armed Rebel (Syria)	2014-05-02
Government (Syria)	Sign formal agreement	Armed Rebel (Syria)	2014-05-07
Mulatu Teshome	Make statement	Ethiopia	2014-08-25
Mulatu Teshome	Make statement	Ethiopia	2014-08-27
Nguyen Phu Trong	Make a visit	Vietnam	2014-08-29
Member of Parliament (India)	Make statement	Planning Commission (India)	2014-08-17
Member of Parliament (India)	Make statement	Akhilesh Yadav	2014-11-09
Member of Parliament (India)	Make statement	Ruling Party (India)	2014-10-02
Member of Parliament (India)	Make statement	Aam Aadmi Party	2014-05-27
Member of Parliament (India)	Make statement	Vasundhara Raje	2014-08-13
Member of Parliament (India)	Make statement	Company - Owner or Operator (India)	2014-11-09
Catherine Ashton	Consult	Iran	2014-04-07
Catherine Ashton	Consult	John Kerry	2014-05-06
Catherine Ashton	Consult	Mohammad Javad Zarif	2014-11-29
Catherine Ashton	Consult	Mohammad Javad Zarif	2014-07-12
Catherine Ashton	Consult	Mohammad Javad Zarif	2014-02-01
Catherine Ashton	Consult	Sergey Viktorovich Lavrov	2014-04-08
Catherine Ashton	Consult	Mohammad Javad Zarif	2014-09-19
Catherine Ashton	Consult	Mohammad Javad Zarif	2014-03-09
Catherine Ashton	Consult	Mohammad Javad Zarif	2014-07-03
Catherine Ashton	Consult	Mohammad Javad Zarif	2014-09-14
Catherine Ashton	Consult	Mohammad Javad Zarif	2014-07-27
China	Make an appeal or request	Media (Spain)	2014-05-22
China	Make an appeal or request	Angola	2014-12-23
China	Make an appeal or request	Japan	2014-05-06
China	Make an appeal or request	Japan	2014-04-17
China	Make an appeal or request	Japan	2014-07-15
China	Make an appeal or request	Japan	2014-12-15
China	Make an appeal or request	Japan	2014-08-27
China	Make an appeal or request	South Korea	2014-07-28
China	Make an appeal or request	Afghanistan	2014-02-23
China	Make an appeal or request	Citizen (International)	2014-02-20
China	Make an appeal or request	Malaysia	2014-03-14
Lawyer/Attorney (United Kingdom)	Investigate	Citizen (United Kingdom)	2014-08-13
Business (Iran)	Make statement	Afghanistan	2014-08-13
Business (Iran)	Make statement	Iran	2014-02-04
Business (Iran)	Make statement	Iran	2014-08-02
Business (Iran)	Make statement	Iran	2014-09-17
North Atlantic Treaty Organization	Employ aerial weapons	Afghanistan	2014-10-13
North Atlantic Treaty Organization	Employ aerial weapons	Military Personnel (Afghanistan)	2014-06-10
Pham Binh Minh	Consult	Foreign Affairs (Slovakia)	2014-03-27
Pham Binh Minh	Consult	Government Official (United States)	2014-05-09
Pham Binh Minh	Consult	Sergey Viktorovich Lavrov	2014-04-17
United Arab Emirates	Express intent to release persons or property	Qatar	2014-11-16
Member of Parliament (Iraq)	Make statement	UN Security Council	2014-09-26
Member of Parliament (Iraq)	Make statement	Legislature (Iraq)	2014-08-24
Member of Parliament (Iraq)	Make statement	Iraq	2014-01-20
Member of Parliament (Iraq)	Make statement	Iraq	2014-06-04
Barack Obama	Express intent to meet or negotiate	Citizen (International)	2014-01-24
Barack Obama	Express intent to meet or negotiate	Japan	2014-03-12
Barack Obama	Express intent to meet or negotiate	Benjamin Netanyahu	2014-02-24
Barack Obama	Express intent to meet or negotiate	Xi Jinping	2014-11-06
Barack Obama	Express intent to meet or negotiate	Malaysia	2014-02-01
Barack Obama	Express intent to meet or negotiate	Malaysia	2014-02-14
Barack Obama	Express intent to meet or negotiate	Citizen (International)	2014-08-27
Barack Obama	Express intent to meet or negotiate	France	2014-02-12
Barack Obama	Express intent to meet or negotiate	Myanmar	2014-10-31
Barack Obama	Express intent to meet or negotiate	Japan	2014-04-24
Barack Obama	Express intent to meet or negotiate	Xi Jinping	2014-11-03
Barack Obama	Express intent to meet or negotiate	France	2014-06-03
Barack Obama	Express intent to meet or negotiate	China	2014-11-04
Barack Obama	Express intent to meet or negotiate	Arseniy Yatsenyuk	2014-03-14
Barack Obama	Express intent to meet or negotiate	South Korea	2014-02-15
Barack Obama	Express intent to meet or negotiate	Giorgio Napolitano	2014-01-21
Barack Obama	Express intent to meet or negotiate	Hamas	2014-10-01
Barack Obama	Express intent to meet or negotiate	Abdel Fattah Al-Sisi	2014-09-25
Barack Obama	Express intent to meet or negotiate	Xi Jinping	2014-07-14
Barack Obama	Express intent to meet or negotiate	China	2014-11-05
Barack Obama	Express intent to meet or negotiate	Head of Government (India)	2014-11-21
Aladdin Boroujerdi	Make statement	Iran	2014-02-18
Aladdin Boroujerdi	Make statement	Iran	2014-02-27
Aladdin Boroujerdi	Make statement	Iran	2014-01-11
Aladdin Boroujerdi	Make statement	Iran	2014-06-26
Aladdin Boroujerdi	Make statement	Middle East	2014-10-20
Aladdin Boroujerdi	Make statement	Iran	2014-04-11
Aladdin Boroujerdi	Make statement	France	2014-11-10
Aladdin Boroujerdi	Make statement	Iran	2014-01-05
Aladdin Boroujerdi	Make statement	Iran	2014-06-11
Aladdin Boroujerdi	Make statement	Iran	2014-11-10
Aladdin Boroujerdi	Make statement	Iran	2014-04-13
Aladdin Boroujerdi	Make statement	Iran	2014-04-28
Catherine Ashton	Make statement	ITAR TASS	2014-10-20
Abdel Fattah Al-Sisi	Consult	Giorgio Napolitano	2014-11-26
Abdel Fattah Al-Sisi	Consult	Head of Government (Egypt)	2014-11-13
Abdel Fattah Al-Sisi	Consult	Middle East	2014-06-09
Abdel Fattah Al-Sisi	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-06-26
Abdel Fattah Al-Sisi	Consult	Energy Department/Ministry (China)	2014-12-08
Court Judge (Nigeria)	Reject	Citizen (Nigeria)	2014-12-18
Chuck Hagel	Make statement	Afghanistan	2014-12-06
Chuck Hagel	Make statement	Military (Russia)	2014-04-28
Chuck Hagel	Make statement	Sergey Kuzhugetovich Shoygu	2014-03-21
Chuck Hagel	Make statement	Military (Turkey)	2014-10-13
Chuck Hagel	Make statement	China	2014-04-07
Angola	Praise or endorse	Sudan	2014-01-15
Citizen (Nigeria)	Engage in symbolic act	Ogbeni Rauf Aregbesola	2014-11-27
Citizen (Nigeria)	Engage in symbolic act	Adams Oshiomhole	2014-05-26
Arnaud Montebourg	Make statement	France	2014-08-25
Citizen (Tanzania)	Make an appeal or request	Tanzania Investment Centre	2014-07-22
African Union	Make a visit	Sudan	2014-05-13
African Union	Make a visit	Ethiopia	2014-02-03
African Union	Make a visit	Ethiopia	2014-01-29
Vietnam	Express intent to engage in diplomatic cooperation (such as policy support)	Sudan	2014-04-18
Vietnam	Express intent to engage in diplomatic cooperation (such as policy support)	Mexico	2014-10-23
Vietnam	Express intent to engage in diplomatic cooperation (such as policy support)	Philippines	2014-10-18
Vietnam	Express intent to engage in diplomatic cooperation (such as policy support)	Cambodia	2014-05-13
Haider Al-Abadi	Make statement	National Alliance (Iraq)	2014-09-12
Haider Al-Abadi	Make statement	National Alliance (Iraq)	2014-08-11
Haider Al-Abadi	Make statement	Iraq	2014-10-22
Haider Al-Abadi	Make statement	Iraq	2014-08-14
China	Make statement	Thailand	2014-12-24
China	Make statement	Iran	2014-12-04
China	Make statement	Malaysia	2014-06-04
China	Make statement	Fighter Bomber (China)	2014-09-11
China	Make statement	Peter Humphrey	2014-08-08
China	Make statement	Defense / Security Ministry (China)	2014-07-31
China	Make statement	Iran	2014-03-21
China	Make statement	Lawmaker (United Kingdom)	2014-12-01
UN Security Council	Make a visit	Foreign Affairs (Russia)	2014-05-21
Armenia	Consult	Kazakhstan	2014-07-18
Armenia	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-09-05
Armenia	Consult	Kazakhstan	2014-07-10
Armenia	Consult	Iran	2014-10-22
Armenia	Consult	Seyran Ohanyan	2014-08-04
Armenia	Consult	François Hollande	2014-10-27
Other Authorities / Officials (China)	Arrest, detain, or charge with legal action	Men (Philippines)	2014-12-03
Other Authorities / Officials (China)	Arrest, detain, or charge with legal action	Scientist (China)	2014-10-11
Military Personnel - Special (Afghanistan)	fight with small arms and light weapons	Armed Gang (Afghanistan)	2014-11-29
Military Personnel - Special (Afghanistan)	fight with small arms and light weapons	Attacker (Afghanistan)	2014-11-28
Citizen (Greece)	Criticize or denounce	Citizen (Belgium)	2014-09-18
Lawyer/Attorney (Australia)	Make statement	Police (Australia)	2014-11-25
Lawyer/Attorney (Australia)	Make statement	Professor (Australia)	2014-05-22
Lawyer/Attorney (Australia)	Make statement	Police (Australia)	2014-07-15
Lawyer/Attorney (Australia)	Make statement	Criminal (Australia)	2014-05-12
Lawyer/Attorney (Australia)	Make statement	Businessperson (Australia)	2014-01-19
Lawyer/Attorney (Australia)	Make statement	Medical Personnel (Australia)	2014-09-06
Lawyer/Attorney (Australia)	Make statement	Police (Australia)	2014-11-26
Lawyer/Attorney (Australia)	Make statement	Police (Australia)	2014-10-16
Head of Government (Afghanistan)	Demand	Afghanistan	2014-11-14
Shiv Sena	Criticize or denounce	Raj Thackeray	2014-03-11
Shiv Sena	Criticize or denounce	Citizen (India)	2014-11-11
Malaysia	Consult	China	2014-03-13
Malaysia	Consult	Thailand	2014-12-03
Malaysia	Consult	Barack Obama	2014-04-28
Malaysia	Consult	Philippines	2014-11-19
Malaysia	Consult	Myanmar	2014-06-21
South Sudan	Receive deployment of peacekeepers	China	2014-09-11
France	Sign formal agreement	China	2014-07-07
France	Sign formal agreement	Jean Qahwaji	2014-12-16
France	Sign formal agreement	Poland	2014-03-03
France	Sign formal agreement	China	2014-01-28
France	Sign formal agreement	China	2014-06-28
France	Meet at a 'third' location	Poland	2014-02-20
France	Meet at a 'third' location	Chuck Hagel	2014-10-02
Japan	Express intent to meet or negotiate	China	2014-11-08
Japan	Express intent to meet or negotiate	South Korea	2014-03-16
Japan	Express intent to meet or negotiate	South Korea	2014-04-03
Japan	Express intent to meet or negotiate	North Korea	2014-02-28
Japan	Express intent to meet or negotiate	South Korea	2014-11-20
Japan	Express intent to meet or negotiate	South Korea	2014-07-19
Japan	Express intent to meet or negotiate	North Korea	2014-06-30
Japan	Express intent to meet or negotiate	South Korea	2014-11-23
Japan	Express intent to meet or negotiate	China	2014-06-30
Japan	Express intent to meet or negotiate	Vietnam	2014-06-02
Japan	Express intent to meet or negotiate	France	2014-07-29
Japan	Express intent to meet or negotiate	South Korea	2014-11-21
Xi Jinping	Criticize or denounce	Spy Plane (United States)	2014-08-29
Alfred Mutua	Make statement	Government (Kenya)	2014-06-19
Governor (Kenya)	Consult	Pokot	2014-12-15
Governor (Kenya)	Consult	Media (Africa)	2014-10-01
China	Arrest, detain, or charge with legal action	Citizen (South Korea)	2014-07-30
China	Arrest, detain, or charge with legal action	Women (China)	2014-11-16
China	Arrest, detain, or charge with legal action	Children (China)	2014-07-03
China	Arrest, detain, or charge with legal action	Women (China)	2014-09-13
Barack Obama	Make statement	Japan	2014-04-24
Barack Obama	Make statement	Military (Vietnam)	2014-07-01
Barack Obama	Make statement	Iraq	2014-08-12
Barack Obama	Make statement	Xi Jinping	2014-03-25
Barack Obama	Make statement	Afghanistan	2014-02-26
Barack Obama	Make statement	Military (Russia)	2014-08-22
Barack Obama	Make statement	Japan	2014-04-22
Barack Obama	Make statement	North Atlantic Treaty Organization	2014-09-06
Barack Obama	Make statement	Ethiopia	2014-10-06
Barack Obama	Make statement	International Monetary Fund	2014-03-27
Barack Obama	Make statement	Military (Russia)	2014-03-11
Barack Obama	Make statement	North Korea	2014-12-30
Barack Obama	Make statement	Iran	2014-07-09
Barack Obama	Make statement	Angela Merkel	2014-01-31
Barack Obama	Make statement	Government (Nigeria)	2014-05-07
Barack Obama	Make statement	France	2014-02-11
Barack Obama	Make statement	North Korea	2014-04-01
Barack Obama	Make statement	Iraq	2014-09-24
Barack Obama	Make statement	Hamas	2014-08-01
Barack Obama	Make statement	Iran	2014-11-09
Nguyen Xuan Phuc	Make statement	Vietnam	2014-12-12
Nguyen Xuan Phuc	Make statement	Other Authorities / Officials (Vietnam)	2014-11-16
Nguyen Xuan Phuc	Make statement	Ministry (Vietnam)	2014-01-02
Nguyen Xuan Phuc	Make statement	Vietnam	2014-01-21
Martin Lidegaard	Express intent to meet or negotiate	Iran	2014-08-30
Martin Lidegaard	Express intent to meet or negotiate	Citizen (Georgia)	2014-04-09
Abdullah Gül	Make a visit	Kuwait	2014-04-03
Abdullah Gül	Make a visit	Kuwait	2014-04-05
Hazrat Hossayn Mashreqiwal	Make statement	Military Personnel - Special (Afghanistan)	2014-09-28
Hazrat Hossayn Mashreqiwal	Make statement	North Atlantic Treaty Organization	2014-11-13
Hazrat Hossayn Mashreqiwal	Make statement	Armed Gang (Afghanistan)	2014-01-30
Hun Sen	Make a visit	Prayuth Chan-ocha	2014-10-30
North Korea	Make statement	Kim Jong-Un	2014-03-20
North Korea	Make statement	South Korea	2014-05-19
North Korea	Make statement	South Korea	2014-04-05
Military (France)	Mobilize or increase armed forces	France	2014-12-23
Mallam Isa Yuguda	Make statement	Government (Nigeria)	2014-09-29
Mallam Isa Yuguda	Make statement	Boko Haram	2014-07-23
Boko Haram	fight with small arms and light weapons	Citizen (Nigeria)	2014-11-30
Boko Haram	fight with small arms and light weapons	Head of Government (Nigeria)	2014-06-02
Boko Haram	fight with small arms and light weapons	Citizen (Nigeria)	2014-09-17
Boko Haram	fight with small arms and light weapons	Citizen (Nigeria)	2014-07-24
Boko Haram	fight with small arms and light weapons	Military Personnel - Special (Nigeria)	2014-09-01
Court Judge (India)	Arrest, detain, or charge with legal action	Citizen (India)	2014-11-19
Court Judge (India)	Arrest, detain, or charge with legal action	Citizen (India)	2014-06-19
Court Judge (India)	Arrest, detain, or charge with legal action	Citizen (India)	2014-09-29
Court Judge (India)	Arrest, detain, or charge with legal action	Citizen (India)	2014-05-13
Court Judge (India)	Arrest, detain, or charge with legal action	Military Personnel (India)	2014-08-08
Court Judge (India)	Arrest, detain, or charge with legal action	Citizen (India)	2014-04-13
Court Judge (India)	Arrest, detain, or charge with legal action	Citizen (India)	2014-10-18
Court Judge (India)	Arrest, detain, or charge with legal action	Citizen (India)	2014-09-13
Court Judge (India)	Arrest, detain, or charge with legal action	Citizen (India)	2014-03-07
Court Judge (India)	Arrest, detain, or charge with legal action	Citizen (India)	2014-12-11
Court Judge (India)	Arrest, detain, or charge with legal action	Citizen (India)	2014-10-02
Court Judge (India)	Arrest, detain, or charge with legal action	Citizen (India)	2014-05-09
Court Judge (India)	Arrest, detain, or charge with legal action	Citizen (India)	2014-07-06
Court Judge (India)	Arrest, detain, or charge with legal action	Citizen (India)	2014-10-17
Court Judge (India)	Arrest, detain, or charge with legal action	S. Jayakumar	2014-09-10
Court Judge (India)	Arrest, detain, or charge with legal action	Military Personnel (India)	2014-06-11
Court Judge (India)	Arrest, detain, or charge with legal action	Citizen (India)	2014-01-17
Terrorist (Hamas)	Abduct, hijack, or take hostage	Children (Israel)	2014-06-16
Citizen (Thailand)	Demonstrate or rally	Interim Government (Thailand)	2014-01-20
Benjamin Netanyahu	Make statement	Japan	2014-05-12
Benjamin Netanyahu	Make statement	China	2014-05-20
Benjamin Netanyahu	Make statement	Israeli Defense Forces	2014-08-03
Benjamin Netanyahu	Make statement	Hamas	2014-04-24
Benjamin Netanyahu	Make statement	Yair Lapid	2014-12-02
Benjamin Netanyahu	Make statement	Iran	2014-10-01
Benjamin Netanyahu	Make statement	Israeli Defense Forces	2014-06-20
Benjamin Netanyahu	Make statement	Israeli Defense Forces	2014-03-20
Benjamin Netanyahu	Make statement	Iran	2014-11-10
Benjamin Netanyahu	Make statement	Israeli Defense Forces	2014-07-10
Benjamin Netanyahu	Make statement	Hamas	2014-06-01
Benjamin Netanyahu	Make statement	Iran	2014-07-14
Benjamin Netanyahu	Make statement	Iran	2014-04-27
Benjamin Netanyahu	Make statement	Israeli Defense Forces	2014-08-06
Benjamin Netanyahu	Make statement	Iran	2014-05-16
Police (Philippines)	Arrest, detain, or charge with legal action	Military Personnel (Philippines)	2014-08-30
Police (Philippines)	Arrest, detain, or charge with legal action	Foreign Affairs (Italy)	2014-04-08
Police (Philippines)	Arrest, detain, or charge with legal action	Criminal (Philippines)	2014-06-10
