relation test,relation train,#inverse,#rel_test,percentage
Reject request for military protection or peacekeeping,Allow humanitarian access,0,1,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Allow humanitarian access,0,2,0.0
Mobilize or increase police power,Demand military aid,3,22,0.13636363636363635
Mobilize or increase police power,Reject request for humanitarian aid,0,22,0.0
Express intent to provide humanitarian aid,Threaten to reduce or stop aid,0,32,0.0
Express intent to provide humanitarian aid,Reject request for humanitarian aid,0,32,0.0
Express intent to provide humanitarian aid,Ease curfew,1,32,0.03125
Give ultimatum,Reject request for military protection or peacekeeping,0,34,0.0
Give ultimatum,Threaten to impose curfew,0,34,0.0
Give ultimatum,Threaten to halt international involvement (non-mediation),0,34,0.0
Share intelligence or information,Express intent to cooperate on intelligence,2,25,0.08
Share intelligence or information,Reject request for humanitarian aid,1,25,0.04
Share intelligence or information,Demand easing of political dissent,0,25,0.0
Share intelligence or information,Threaten to halt international involvement (non-mediation),0,25,0.0
Share intelligence or information,Reject request or demand for political reform,0,25,0.0
Appeal for de-escalation of military engagement,Reject request for military protection or peacekeeping,0,18,0.0
Appeal for de-escalation of military engagement,Appeal for target to allow international involvement (non-mediation),0,18,0.0
Appeal for de-escalation of military engagement,Reject request for humanitarian aid,0,18,0.0
Appeal for de-escalation of military engagement,Threaten to halt international involvement (non-mediation),0,18,0.0
Grant diplomatic recognition,Appeal for military cooperation,0,62,0.0
Grant diplomatic recognition,Threaten to impose curfew,0,62,0.0
Grant diplomatic recognition,Reject request for humanitarian aid,2,62,0.03225806451612903
Refuse to de-escalate military engagement,Appeal for target to allow international involvement (non-mediation),0,4,0.0
Demonstrate for leadership change,Reject request for change in leadership,2,6,0.3333333333333333
Express intent to provide military aid,Threaten to impose curfew,0,32,0.0
Express intent to provide military aid,Reject request for humanitarian aid,0,32,0.0
Express intent to provide military aid,Ease curfew,0,32,0.0
"Reject plan, agreement to settle dispute",Reject judicial cooperation,2,36,0.05555555555555555
"Reject plan, agreement to settle dispute",Threaten to reduce or stop aid,1,36,0.027777777777777776
"Reject plan, agreement to settle dispute","Refuse to ease economic sanctions, boycott, or embargo",1,36,0.027777777777777776
"Reject plan, agreement to settle dispute",Appeal for target to allow international involvement (non-mediation),1,36,0.027777777777777776
"Reject plan, agreement to settle dispute",Reject request for humanitarian aid,1,36,0.027777777777777776
"Reject plan, agreement to settle dispute",Demand easing of political dissent,0,36,0.0
"Declare truce, ceasefire",Reject judicial cooperation,1,23,0.043478260869565216
Reject judicial cooperation,Appeal for military cooperation,0,2,0.0
"Declare truce, ceasefire",fight with artillery and tanks,3,23,0.13043478260869565
"Declare truce, ceasefire",Express intent to cooperate on intelligence,3,23,0.13043478260869565
"Declare truce, ceasefire",Reject request for humanitarian aid,2,23,0.08695652173913043
Demand change in leadership,Reject request for change in leadership,2,24,0.08333333333333333
Demand change in leadership,Threaten to impose curfew,0,24,0.0
Appeal for economic cooperation,Reject request for humanitarian aid,0,6,0.0
"Return, release property",Ease curfew,0,3,0.0
Mediate,Reject request for humanitarian aid,0,19,0.0
Mediate,Threaten to halt international involvement (non-mediation),1,19,0.05263157894736842
Express intent to cooperate militarily,Express intent to cooperate on intelligence,2,16,0.125
Express intent to cooperate militarily,Appeal for military cooperation,0,16,0.0
Express intent to cooperate militarily,Reject request for humanitarian aid,2,16,0.125
Reduce or stop economic assistance,Reject request for humanitarian aid,0,11,0.0
Engage in judicial cooperation,Appeal for military cooperation,1,13,0.07692307692307693
Refuse to yield,Reject request for humanitarian aid,0,17,0.0
Refuse to yield,Ease curfew,1,17,0.058823529411764705
Appeal for release of persons or property,Reject request for humanitarian aid,0,20,0.0
Express intent to ease administrative sanctions,Reject request for humanitarian aid,0,6,0.0
Express intent to ease administrative sanctions,Ease curfew,0,6,0.0
Appeal for humanitarian aid,Reject request for humanitarian aid,2,5,0.4
Appeal for policy change,"Refuse to ease economic sanctions, boycott, or embargo",0,12,0.0
Appeal for policy change,Reject request for humanitarian aid,0,12,0.0
"Demand meeting, negotiation",Reject request for humanitarian aid,0,4,0.0
Appeal for judicial cooperation,Appeal for military cooperation,0,9,0.0
Demand de-escalation of military engagement,Reject request for military protection or peacekeeping,1,8,0.125
Appeal to others to meet or negotiate,Appeal for target to allow international involvement (non-mediation),0,17,0.0
Appeal to others to meet or negotiate,Reject request for humanitarian aid,0,17,0.0
Express intent to engage in material cooperation,Receive inspectors,0,16,0.0
Express intent to engage in material cooperation,"Reject request for change in institutions, regime",0,16,0.0
Express intent to engage in material cooperation,Ease curfew,1,16,0.0625
Express intent to engage in material cooperation,Reject request for policy change,0,16,0.0
Demand intelligence cooperation,Reject request for humanitarian aid,0,7,0.0
Express intent to mediate,Ease military blockade,0,8,0.0
Express intent to mediate,Ease curfew,0,8,0.0
Appeal to others to settle dispute,Reject request for humanitarian aid,0,2,0.0
Accuse of aggression,Violate ceasefire,3,9,0.3333333333333333
Appeal for aid,Reject request for humanitarian aid,0,16,0.0
Demand that target yields,Threaten to impose curfew,0,5,0.0
Demand that target yields,Reject request for humanitarian aid,0,5,0.0
Accuse of aggression,Threaten to halt international involvement (non-mediation),0,9,0.0
Express intent to cooperate on intelligence,Reject request for humanitarian aid,0,8,0.0
Reject request for military protection or peacekeeping,Appeal for target to allow international involvement (non-mediation),0,1,0.0
Demand release of persons or property,Reject request for humanitarian aid,0,3,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Appeal for target to allow international involvement (non-mediation),0,2,0.0
Receive inspectors,Ease curfew,0,2,0.0
Expel or withdraw peacekeepers,Ease curfew,0,6,0.0
