,head,relation,tail,time
412,Ethiopia,Host a visit,China,2012-09-04
413,Vietnam,Reject,China,2012-03-23
414,Ed Royce,Make a visit,South Korea,2013-01-08
415,Police (Israel),Investigate,Criminal (Israel),2014-12-29
416,Laos,Express intent to meet or negotiate,Association of Southeast Asian Nations,2013-11-20
417,South Korea,Make statement,UN Security Council,2014-09-25
418,Other Authorities / Officials (Mexico),Impose administrative sanctions,Mexico,2007-06-08
419,Middle East,Host a visit,Benjamin Netanyahu,2009-09-13
420,China,Make a visit,South Korea,2014-07-01
421,France,Host a visit,Cabinet / Council of Ministers / Advisors (United States),2014-02-20
422,Lawyer/Attorney (Australia),Make an appeal or request,Citizen (Australia),2015-11-25
423,Boris Johnson,Criticize or denounce,Citizen (United Kingdom),2007-10-01
424,Ramtane Lamamra,Meet at a 'third' location,Joyce Anelay,2015-03-03
425,Undersecretary (United States),Make a visit,Aceh,2005-10-23
426,Alberto Fujimori,Make statement,Japan,2006-05-23
427,Police (Malaysia),"Arrest, detain, or charge with legal action",Men (Malaysia),2006-03-03
428,Catherine Ashton,Meet at a 'third' location,Iran,2012-04-14
429,Japan,Express intent to cooperate economically,Vietnam,2009-12-14
430,China,Engage in diplomatic cooperation,Iran,2015-10-14
431,Children (France),Express intent to meet or negotiate,France,2007-03-12
432,Media Personnel (Japan),Make an appeal or request,Japan,2013-10-19
433,Head of Government (Pakistan),Consult,Barack Obama,2009-05-19
434,Military Personnel - Special (Afghanistan),Use conventional military force,Insurgent (Afghanistan),2014-10-23
435,Cristina Fernández de Kirchner,Make statement,Foreign Affairs (Argentina),2011-01-18
436,Media Personnel (China),Make statement,Iran,2013-06-19
437,Police (Syria),Use tactics of violent repression,Kamal al-Labwani,2005-11-10
438,Criminal (Pakistan),Engage in diplomatic cooperation,Associated Press,2007-05-03
439,African Union,Provide military aid,Citizen (Sudan),2005-10-25
440,Japan,Host a visit,Cabinet / Council of Ministers / Advisors (United States),2015-06-17
441,Nuri al-Maliki,Make an appeal or request,UN Security Council,2009-07-22
442,Middle East,Host a visit,Barack Obama,2010-03-08
443,Mexico,Ease administrative sanctions,Other Authorities / Officials (Mexico),2010-01-30
444,Barack Obama,Make a visit,Japan,2014-04-24
445,Japan,Sign formal agreement,South Korea,2009-03-06
446,South Sudan,Sign formal agreement,Sudan,2012-10-14
447,Ministry (Iran),Make statement,Iran,2006-02-06
448,Envoy (United States),Rally opposition against,China,2007-04-19
449,Protester (Tanzania),"Protest violently, riot",Police (Tanzania),2012-06-05
450,South Korea,Consult,China,2010-10-28
451,Mahmoud Ahmadinejad,Make statement,Iran,2008-04-11
452,Thailand,Express intent to cooperate,Cambodia,2011-05-25
453,France,"Arrest, detain, or charge with legal action",Men (France),2012-06-20
454,Police (Uganda),"Arrest, detain, or charge with legal action",Citizen (Uganda),2013-10-17
455,Islam Karimov,Express intent to cooperate,Xi Jinping,2014-08-21
456,South Korea,Make statement,Ministry (South Korea),2012-12-01
457,Protester (Thailand),"Obstruct passage, block",Thailand,2009-04-11
458,South Korea,Consult,China,2006-12-27
459,Laos,Consult,Vietnam,2006-12-06
460,Media (Africa),Consult,Police (Kenya),2008-07-16
461,Military (Mexico),Investigate,Other Authorities / Officials (Mexico),2008-07-16
462,Head of Government (Pakistan),Make statement,Pervez Musharraf,2007-11-04
463,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2008-12-18
464,Democratic Party,Make an appeal or request,Grand National Party,2011-09-21
465,China,Express intent to cooperate,South Korea,2007-11-21
466,Barack Obama,Consult,Benjamin Netanyahu,2015-03-01
467,Mahmoud Ahmadinejad,Express intent to engage in diplomatic cooperation (such as policy support),Iran,2006-08-01
468,Benazir Bhutto,Demand,Pervez Musharraf,2007-09-16
469,Japan,Express intent to meet or negotiate,South Korea,2005-07-14
470,Military (Mali),Use conventional military force,Armed Rebel (Mali),2013-01-09
471,Foreign Affairs (France),Make an appeal or request,Iran,2014-11-05
472,Envoy (United States),Make a visit,China,2013-11-22
473,Head of Government (Pakistan),Consult,Mahmoud Ahmadinejad,2013-03-02
474,Other Authorities / Officials (Nigeria),Express intent to cooperate,Citizen (Nigeria),2015-10-22
475,Pervez Musharraf,Criticize or denounce,Sindh High Court,2013-12-24
476,Court Judge (United Kingdom),Accuse,Citizen (United Kingdom),2013-01-25
477,Benjamin Netanyahu,Engage in negotiation,Barack Obama,2010-06-24
478,United Arab Emirates,"Arrest, detain, or charge with legal action",Criminal (United Arab Emirates),2009-04-03
479,Iran,Consult,Iraq,2007-08-14
480,China,Make statement,Criminal (China),2010-12-12
481,Kazakhstan,Host a visit,Vietnam,2015-05-29
482,Nonaligned Movement,Express intent to meet or negotiate,Iran,2012-06-02
483,Police (Australia),Investigate,Citizen (Australia),2008-01-04
484,Ma Ying Jeou,Make an appeal or request,Civil Servant (Taiwan),2009-09-17
485,Military (Russia),Use conventional military force,Armed Rebel (Russia),2005-04-19
486,Mahmoud Abbas,Praise or endorse,Envoy (United States),2012-04-21
487,Thailand,Consult,South Korea,2011-12-05
488,Eritrea,Make a visit,Sudan,2006-01-03
489,Ministry (Nigeria),Make statement,Government (Nigeria),2009-03-05
490,Emmanuel Eweta Uduaghan,Make an appeal or request,Citizen (Nigeria),2008-08-11
491,Lawyer/Attorney (Kenya),Make statement,Police (Kenya),2013-04-04
492,Mexico,Engage in diplomatic cooperation,Other Authorities / Officials (Mexico),2005-09-12
493,China,Express intent to engage in diplomatic cooperation (such as policy support),South Korea,2005-07-22
494,Military (Lebanon),Physically assault,Men (Lebanon),2013-07-18
495,Vietnam,Engage in diplomatic cooperation,Cambodia,2006-03-17
496,Thailand,Consult,Malaysia,2006-08-11
497,South Africa,Express intent to provide material aid,South Sudan,2015-08-26
498,Barack Obama,Make statement,South Korea,2009-11-19
499,Police (Philippines),Make statement,Military Personnel (Philippines),2008-11-08
500,France,Host a visit,International Monetary Fund,2013-05-23
501,Thailand,"Arrest, detain, or charge with legal action",Citizen (Thailand),2015-03-07
502,Iran,Reject,UN Security Council,2006-09-09
503,Benazir Bhutto,Make statement,Pakistan People's Party,2007-10-30
504,South Korea,Express intent to engage in diplomatic cooperation (such as policy support),Japan,2011-05-22
505,Dmitry Anatolyevich Medvedev,Express intent to cooperate,Barack Obama,2010-05-18
506,Japan Self-Defense Forces,Provide military protection or peacekeeping,Sudan,2005-02-03
507,Other Authorities / Officials (Nigeria),Make statement,Government (Nigeria),2008-07-22
508,Mahmoud Ahmadinejad,Make a visit,Iran,2006-07-21
509,Court Judge (United Kingdom),Make an appeal or request,Citizen (United Kingdom),2006-01-09
510,Head of Government (Greece),Make statement,Panhellenic Socialist Movement,2007-11-02
511,China,Express intent to engage in diplomatic cooperation (such as policy support),Iran,2008-12-23
512,Police (South Africa),"Arrest, detain, or charge with legal action",Men (South Africa),2013-03-18
513,Xi Jinping,Make statement,China,2013-10-07
514,Japan,Express intent to cooperate,China,2006-03-07
515,Cabinet / Council of Ministers / Advisors (United States),Make a visit,Middle East,2012-11-21
516,Boko Haram,Use conventional military force,Citizen (Nigeria),2012-01-10
517,China,Consult,Japan,2005-09-21
518,Mahmoud Ahmadinejad,Engage in diplomatic cooperation,Qatar,2008-02-28
519,Eritrea,Express intent to cooperate,Ethiopia,2006-02-08
520,Mexico,"Arrest, detain, or charge with legal action",Criminal (Mexico),2010-02-09
521,Barack Obama,Express intent to cooperate,Benjamin Netanyahu,2015-03-19
522,China,Consult,South Korea,2009-10-10
523,Iran,Host a visit,Angel Luis D'Elia,2010-03-12
524,Mahmoud Ahmadinejad,Make statement,Iran,2010-08-05
525,Cabinet / Council of Ministers / Advisors (United States),Consult,Benjamin Netanyahu,2010-08-25
526,Jonah David Jang,Accuse,Umaru Musa Yar'Adua,2009-05-06
527,Julia Gillard,Praise or endorse,Cabinet / Council of Ministers / Advisors (Australia),2012-08-26
528,Police (Australia),Seize or damage property,Citizen (Australia),2010-01-03
529,Ministry (Nigeria),Make statement,Government (Nigeria),2008-12-24
530,Wen Jiabao,Make an appeal or request,China,2007-07-14
531,China,Express intent to meet or negotiate,Japan,2015-03-17
532,Muslim (Nigeria),Criticize or denounce,Citizen (Nigeria),2006-02-22
533,Other Authorities / Officials (Nigeria),Make statement,Government (Nigeria),2013-06-13
534,Member of Parliament (Australia),Praise or endorse,People Associated with the Opposition (Australia),2015-07-30
535,South Africa,Consult,Tanzania,2010-02-02
536,Barack Obama,Make a visit,Northern Ireland,2013-06-24
537,Yemen,Make statement,Iran,2015-05-13
538,Democratic Party,Make an appeal or request,Police (Uganda),2007-01-25
539,Mexico,"Arrest, detain, or charge with legal action",Criminal (Mexico),2014-07-26
540,Lawyer/Attorney (Australia),Demand,Citizen (Australia),2013-07-18
541,Citizen (United Kingdom),Threaten,Businessperson (United Kingdom),2006-07-20
542,Mahmoud Ahmadinejad,Make statement,Iran,2011-04-09
543,Iran,Ease administrative sanctions,Business (Iran),2014-10-05
544,South Korea,Make statement,China,2005-08-02
545,Citizen (Australia),Make an appeal or request,Lawyer/Attorney (Australia),2007-04-20
546,Benjamin Netanyahu,Praise or endorse,Likud,2014-05-29
547,Abhisit Vejjajiva,Accuse,Citizen (Thailand),2010-05-23
548,Iran,Engage in negotiation,UN Security Council,2009-09-30
549,Barack Obama,Criticize or denounce,China,2015-11-20
550,Citizen (Saudi Arabia),Express intent to meet or negotiate,Yemen,2015-08-07
551,Military (Philippines),Use conventional military force,Abu Sayyaf,2008-11-15
552,Japan,Consult,China,2006-07-26
553,Court Judge (United Kingdom),"Arrest, detain, or charge with legal action",Citizen (United Kingdom),2005-11-08
554,Mahmoud Ahmadinejad,Make statement,Ministry (Iran),2005-08-24
555,International Monetary Fund,Make a visit,Japan,2006-05-24
556,Lawmaker (United Kingdom),Criticize or denounce,Citizen (United Kingdom),2006-11-01
557,Mahmoud Abbas,Consult,Head of Government (Egypt),2011-01-24
558,Sheikh Hamad bin Isa al Khalifah,Consult,Mahmoud Abbas,2005-06-14
559,Xi Jinping,Engage in negotiation,Ma Ying Jeou,2015-11-08
560,Malaysia,Make statement,France,2006-08-16
561,Boko Haram,Use conventional military force,Citizen (Nigeria),2014-05-24
562,Head of Government (India),Criticize or denounce,Labor Union (India),2013-08-14
563,Cambodia,"Arrest, detain, or charge with legal action",Indigenous People (Thailand),2011-01-22
564,Police (Australia),Investigate,Citizen (Australia),2009-04-21
565,Police (New Zealand),"Arrest, detain, or charge with legal action",Children (New Zealand),2007-05-15
566,Wen Jiabao,Make statement,China,2009-05-20
567,Vietnam,Make optimistic comment,Barack Obama,2009-10-10
568,International Monetary Fund,Make an appeal or request,Portugal,2009-12-03
569,Ministry (Iran),Express intent to meet or negotiate,Kuwait,2014-10-23
570,Tony Blair,Consult,Angela Merkel,2006-02-17
571,China,Express intent to cooperate,South Korea,2007-07-03
572,Military (Mexico),"Arrest, detain, or charge with legal action",Criminal (Mexico),2011-11-10
573,Benjamin Netanyahu,Demand,Israeli Defense Forces,2014-08-08
574,South Africa,"Arrest, detain, or charge with legal action",Police (South Africa),2013-02-13
575,Japan,Sign formal agreement,Thailand,2005-08-10
576,Police (South Africa),Use conventional military force,Men (South Africa),2008-04-09
577,Labor Union (Nigeria),Engage in diplomatic cooperation,Head of Government (Nigeria),2011-07-26
578,Luiz Gushiken,Make an appeal or request,Citizen (Brazil),2005-09-14
579,China,Consult,Association of Southeast Asian Nations,2006-07-17
580,Citizen (Uganda),"Accuse of crime, corruption",Lawyer/Attorney (Uganda),2005-01-10
581,Sudan,Reduce or break diplomatic relations,South Sudan,2012-03-27
582,Barack Obama,"Impose embargo, boycott, or sanctions",Iran,2015-03-11
583,Lee Myung Bak,Make statement,South Korea,2012-01-12
584,Sudan,Threaten,South Sudan,2012-01-10
585,Vietnam,Praise or endorse,France,2009-11-12
586,Mahmoud Abbas,Discuss by telephone,Abdullah Gül,2013-05-13
587,Wang Yi,Make statement,China,2013-05-23
588,Military Personnel (Thailand),Make an appeal or request,Citizen (Thailand),2014-01-09
589,Iran,Accuse,Central Intelligence Agency,2012-09-25
590,Thailand,Express intent to meet or negotiate,Cambodia,2005-07-05
591,Police (Australia),Make an appeal or request,Citizen (Australia),2015-12-25
592,Citizen (Bangladesh),Make empathetic comment,Party Member (Bangladesh),2006-11-28
593,Agence France-Presse,Consult,Police (Kenya),2006-11-05
594,France,Provide economic aid,Madagascar,2009-06-04
595,Iran,"Arrest, detain, or charge with legal action",Head of Government (Germany),2007-03-13
596,China,Make optimistic comment,Iran,2010-09-15
597,Mexico,Express intent to meet or negotiate,Barack Obama,2010-04-28
598,Barack Obama,Consult,Angela Merkel,2009-06-05
599,Police (Malaysia),Demand,Men (Malaysia),2012-09-11
600,Cambodia,Express intent to cooperate,Thailand,2011-07-21
601,Iran,Express intent to engage in diplomatic cooperation (such as policy support),Iraq,2005-10-12
602,Barack Obama,Sign formal agreement,Xi Jinping,2015-04-01
603,Japan,Engage in negotiation,China,2006-12-06
604,China,Make an appeal or request,Japan,2014-08-30
605,Mahmoud Abbas,Make a visit,Iran,2012-09-04
606,Yemen,Accuse,Armed Rebel (Yemen),2010-06-16
607,Citizen (Norway),Express intent to engage in material cooperation,Jens Stoltenberg,2009-09-15
608,UN Security Council,Make an appeal or request,Other Authorities / Officials (Mali),2014-10-07
609,Head of Government (Nigeria),Make an appeal or request,Government (Nigeria),2015-12-16
610,Malaysia,"Arrest, detain, or charge with legal action",Men (Malaysia),2015-01-16
611,Bolivia,Express intent to engage in diplomatic cooperation (such as policy support),Evo Morales,2009-04-26
612,Bolivia,Provide aid,Iran,2009-07-25
613,China,Express intent to cooperate,Vietnam,2008-06-23
614,South Korea,Make a visit,China,2013-11-13
615,Middle East,Consult,Segolene Royal,2006-12-04
616,City Mayor (Philippines),Demand,Police (Philippines),2013-02-06
617,Jack Straw,Meet at a 'third' location,Abdullah Gül,2005-10-03
618,Kuwait,Consult,Oman,2008-12-30
619,Abdullah Gül,Consult,Jack Straw,2005-11-20
620,Government (Sudan),Praise or endorse,South Sudan,2013-12-24
621,Saud bin Faisal bin Abdul-Aziz,Consult,Cabinet / Council of Ministers / Advisors (United States),2011-09-21
622,Protester (Indonesia),Demonstrate or rally,Police (Indonesia),2005-05-10
623,Lawyer/Attorney (Australia),Accuse,Police (Australia),2010-05-27
624,China,Consult,South Korea,2008-11-09
625,Court Judge (United Kingdom),"Arrest, detain, or charge with legal action",Citizen (United Kingdom),2006-04-12
626,Campbell Newman,"Accuse of crime, corruption",Citizen (Australia),2012-03-15
627,China,Make optimistic comment,Japan,2005-04-19
628,Military Personnel (Thailand),Seize or damage property,Thailand,2005-11-10
629,Vietnam,Engage in diplomatic cooperation,South Korea,2009-02-20
630,China,Express intent to engage in diplomatic cooperation (such as policy support),Japan,2008-08-17
631,Thailand,Host a visit,Japan,2009-04-09
632,Police (Philippines),"Arrest, detain, or charge with legal action",Abu Sayyaf,2014-10-28
633,Thailand,Host a visit,Abhisit Vejjajiva,2009-10-13
634,Angela Merkel,Praise or endorse,Barack Obama,2008-11-05
635,Shivshankar Menon,Express intent to meet or negotiate,China,2010-11-16
636,Lawyer/Attorney (Kenya),Make statement,Police (Kenya),2006-02-01
637,China,Engage in negotiation,South Korea,2007-11-15
638,Japan,Engage in diplomatic cooperation,South Korea,2006-12-27
639,Mexico,"Arrest, detain, or charge with legal action",Criminal (Mexico),2007-12-24
640,"Armed Gang (Palestinian Territory, Occupied)",fight with small arms and light weapons,Israeli Defense Forces,2009-01-06
641,Vietnam,Consult,China,2014-07-12
642,Nasser Judeh,Make a visit,Mahmoud Abbas,2012-07-13
643,Ma Ying Jeou,Make statement,China,2006-02-11
644,Police (South Africa),fight with small arms and light weapons,Men (South Africa),2010-06-17
645,European Central Bank,Make an appeal or request,Bank (Greece),2015-01-23
646,Jakaya Mrisho Kikwete,Accuse,Citizen (Tanzania),2010-07-19
647,Malaysia,Engage in diplomatic cooperation,China,2015-04-24
