relation i,relation j,#temporal implication,#rel_i,P one direction,P two direction
Use conventional military force,Host a visit,0,1644,0.0,0.0
Host a visit,Use conventional military force,0,3424,0.0,0.0
Use conventional military force,Make pessimistic comment,3,1644,0.0018248175182481751,0.0028680688336520078
Make pessimistic comment,Use conventional military force,3,448,0.006696428571428571,0.0028680688336520078
Use conventional military force,"Protest violently, riot",1,1644,0.0006082725060827251,0.0010416666666666667
"Protest violently, riot",Use conventional military force,1,276,0.0036231884057971015,0.0010416666666666667
Use conventional military force,Demand,2,1644,0.0012165450121654502,0.001430615164520744
Demand,Use conventional military force,2,1152,0.001736111111111111,0.001430615164520744
Use conventional military force,Impose administrative sanctions,4,1644,0.0024330900243309003,0.004501969611705121
Impose administrative sanctions,Use conventional military force,4,133,0.03007518796992481,0.004501969611705121
Use conventional military force,Engage in material cooperation,0,1644,0.0,0.0
Engage in material cooperation,Use conventional military force,0,83,0.0,0.0
Use conventional military force,Engage in diplomatic cooperation,1,1644,0.0006082725060827251,0.00072992700729927
Engage in diplomatic cooperation,Use conventional military force,1,1096,0.0009124087591240876,0.00072992700729927
Use conventional military force,Make optimistic comment,0,1644,0.0,0.0
Make optimistic comment,Use conventional military force,0,634,0.0,0.0
Use conventional military force,Use tactics of violent repression,32,1644,0.019464720194647202,0.03439011284255777
Use tactics of violent repression,Use conventional military force,32,217,0.14746543778801843,0.03439011284255777
Use conventional military force,"Return, release person(s)",5,1644,0.0030413625304136255,0.004997501249375313
"Return, release person(s)",Use conventional military force,5,357,0.014005602240896359,0.004997501249375313
Use conventional military force,Express intent to cooperate economically,0,1644,0.0,0.0
Express intent to cooperate economically,Use conventional military force,0,93,0.0,0.0
Use conventional military force,Impose restrictions on political freedoms,0,1644,0.0,0.0
Impose restrictions on political freedoms,Use conventional military force,0,54,0.0,0.0
Use conventional military force,fight with small arms and light weapons,59,1644,0.035888077858880776,0.05042735042735043
fight with small arms and light weapons,Use conventional military force,59,696,0.08477011494252873,0.05042735042735043
Use conventional military force,"Demand meeting, negotiation",0,1644,0.0,0.0
"Demand meeting, negotiation",Use conventional military force,0,15,0.0,0.0
Use conventional military force,Discuss by telephone,0,1644,0.0,0.0
Discuss by telephone,Use conventional military force,0,783,0.0,0.0
Use conventional military force,Reject,1,1644,0.0006082725060827251,0.0008305647840531562
Reject,Use conventional military force,1,764,0.0013089005235602095,0.0008305647840531562
Use conventional military force,Deny responsibility,0,1644,0.0,0.0
Deny responsibility,Use conventional military force,0,168,0.0,0.0
Use conventional military force,Occupy territory,4,1644,0.0024330900243309003,0.004319654427645789
Occupy territory,Use conventional military force,4,208,0.019230769230769232,0.004319654427645789
Use conventional military force,Meet at a 'third' location,0,1644,0.0,0.0
Meet at a 'third' location,Use conventional military force,0,434,0.0,0.0
Use conventional military force,Expel or deport individuals,1,1644,0.0006082725060827251,0.001122334455667789
Expel or deport individuals,Use conventional military force,1,138,0.007246376811594203,0.001122334455667789
Use conventional military force,Accuse of aggression,0,1644,0.0,0.0
Accuse of aggression,Use conventional military force,0,7,0.0,0.0
Use conventional military force,Reduce relations,0,1644,0.0,0.0
Reduce relations,Use conventional military force,0,188,0.0,0.0
Use conventional military force,"Abduct, hijack, or take hostage",38,1644,0.023114355231143552,0.035731076633756464
"Abduct, hijack, or take hostage",Use conventional military force,38,483,0.07867494824016563,0.035731076633756464
Use conventional military force,Investigate,17,1644,0.010340632603406326,0.013776337115072933
Investigate,Use conventional military force,17,824,0.02063106796116505,0.013776337115072933
Use conventional military force,Appeal for de-escalation of military engagement,0,1644,0.0,0.0
Appeal for de-escalation of military engagement,Use conventional military force,0,34,0.0,0.0
Use conventional military force,Physically assault,7,1644,0.004257907542579075,0.007629427792915531
Physically assault,Use conventional military force,7,191,0.03664921465968586,0.007629427792915531
Use conventional military force,"Reject proposal to meet, discuss, or negotiate",0,1644,0.0,0.0
"Reject proposal to meet, discuss, or negotiate",Use conventional military force,0,92,0.0,0.0
Use conventional military force,Express intent to provide humanitarian aid,0,1644,0.0,0.0
Express intent to provide humanitarian aid,Use conventional military force,0,48,0.0,0.0
Use conventional military force,Engage in symbolic act,0,1644,0.0,0.0
Engage in symbolic act,Use conventional military force,0,426,0.0,0.0
Use conventional military force,Provide aid,1,1644,0.0006082725060827251,0.0011098779134295228
Provide aid,Use conventional military force,1,158,0.006329113924050633,0.0011098779134295228
Use conventional military force,Provide humanitarian aid,2,1644,0.0012165450121654502,0.002109704641350211
Provide humanitarian aid,Use conventional military force,2,252,0.007936507936507936,0.002109704641350211
Use conventional military force,Cooperate economically,0,1644,0.0,0.0
Cooperate economically,Use conventional military force,0,117,0.0,0.0
Use conventional military force,Consider policy option,0,1644,0.0,0.0
Consider policy option,Use conventional military force,0,90,0.0,0.0
Use conventional military force,"Defy norms, law",0,1644,0.0,0.0
"Defy norms, law",Use conventional military force,0,57,0.0,0.0
Use conventional military force,Conduct strike or boycott,0,1644,0.0,0.0
Conduct strike or boycott,Use conventional military force,0,32,0.0,0.0
Use conventional military force,Bring lawsuit against,0,1644,0.0,0.0
Bring lawsuit against,Use conventional military force,0,142,0.0,0.0
Use conventional military force,Demonstrate military or police power,0,1644,0.0,0.0
Demonstrate military or police power,Use conventional military force,0,30,0.0,0.0
Use conventional military force,Carry out suicide bombing,0,1644,0.0,0.0
Carry out suicide bombing,Use conventional military force,0,76,0.0,0.0
Use conventional military force,Mobilize or increase armed forces,4,1644,0.0024330900243309003,0.00441257584114727
Mobilize or increase armed forces,Use conventional military force,4,169,0.023668639053254437,0.00441257584114727
Use conventional military force,Reduce or break diplomatic relations,0,1644,0.0,0.0
Reduce or break diplomatic relations,Use conventional military force,0,132,0.0,0.0
Use conventional military force,Confiscate property,8,1644,0.004866180048661801,0.008978675645342313
Confiscate property,Use conventional military force,8,138,0.057971014492753624,0.008978675645342313
Use conventional military force,Threaten,5,1644,0.0030413625304136255,0.0045682960255824575
Threaten,Use conventional military force,5,545,0.009174311926605505,0.0045682960255824575
Use conventional military force,Express intent to release persons or property,2,1644,0.0012165450121654502,0.002346041055718475
Express intent to release persons or property,Use conventional military force,2,61,0.03278688524590164,0.002346041055718475
Use conventional military force,Express intent to provide material aid,0,1644,0.0,0.0
Express intent to provide material aid,Use conventional military force,0,77,0.0,0.0
Use conventional military force,Demand de-escalation of military engagement,0,1644,0.0,0.0
Demand de-escalation of military engagement,Use conventional military force,0,12,0.0,0.0
Use conventional military force,"Declare truce, ceasefire",1,1644,0.0006082725060827251,0.0011997600479904018
"Declare truce, ceasefire",Use conventional military force,1,23,0.043478260869565216,0.0011997600479904018
Use conventional military force,Reduce or stop humanitarian assistance,0,1644,0.0,0.0
Reduce or stop humanitarian assistance,Use conventional military force,0,4,0.0,0.0
Use conventional military force,Express intent to cooperate militarily,0,1644,0.0,0.0
Express intent to cooperate militarily,Use conventional military force,0,14,0.0,0.0
Use conventional military force,"Express intent to ease economic sanctions, boycott, or embargo",0,1644,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Use conventional military force,0,18,0.0,0.0
Use conventional military force,Coerce,1,1644,0.0006082725060827251,0.0011500862564692352
Coerce,Use conventional military force,1,95,0.010526315789473684,0.0011500862564692352
Use conventional military force,Appeal for change in leadership,0,1644,0.0,0.0
Appeal for change in leadership,Use conventional military force,0,49,0.0,0.0
Use conventional military force,Express intent to settle dispute,0,1644,0.0,0.0
Express intent to settle dispute,Use conventional military force,0,54,0.0,0.0
Use conventional military force,Express accord,0,1644,0.0,0.0
Express accord,Use conventional military force,0,79,0.0,0.0
Use conventional military force,Rally opposition against,0,1644,0.0,0.0
Rally opposition against,Use conventional military force,0,68,0.0,0.0
Use conventional military force,Retreat or surrender militarily,1,1644,0.0006082725060827251,0.0011771630370806356
Retreat or surrender militarily,Use conventional military force,1,55,0.01818181818181818,0.0011771630370806356
Use conventional military force,Halt negotiations,0,1644,0.0,0.0
Halt negotiations,Use conventional military force,0,27,0.0,0.0
Use conventional military force,Appeal to others to meet or negotiate,0,1644,0.0,0.0
Appeal to others to meet or negotiate,Use conventional military force,0,28,0.0,0.0
Use conventional military force,Demand diplomatic cooperation (such as policy support),0,1644,0.0,0.0
Demand diplomatic cooperation (such as policy support),Use conventional military force,0,66,0.0,0.0
Use conventional military force,Yield,0,1644,0.0,0.0
Yield,Use conventional military force,0,93,0.0,0.0
Use conventional military force,Rally support on behalf of,0,1644,0.0,0.0
Rally support on behalf of,Use conventional military force,0,96,0.0,0.0
Use conventional military force,Express intent to cooperate on intelligence,0,1644,0.0,0.0
Express intent to cooperate on intelligence,Use conventional military force,0,8,0.0,0.0
Use conventional military force,"Obstruct passage, block",0,1644,0.0,0.0
"Obstruct passage, block",Use conventional military force,0,58,0.0,0.0
Use conventional military force,Demand change in leadership,1,1644,0.0006082725060827251,0.00117096018735363
Demand change in leadership,Use conventional military force,1,64,0.015625,0.00117096018735363
Use conventional military force,Appeal for economic aid,0,1644,0.0,0.0
Appeal for economic aid,Use conventional military force,0,23,0.0,0.0
Use conventional military force,Provide military aid,0,1644,0.0,0.0
Provide military aid,Use conventional military force,0,88,0.0,0.0
Use conventional military force,Ease administrative sanctions,0,1644,0.0,0.0
Ease administrative sanctions,Use conventional military force,0,146,0.0,0.0
Use conventional military force,Express intent to provide economic aid,0,1644,0.0,0.0
Express intent to provide economic aid,Use conventional military force,0,70,0.0,0.0
Use conventional military force,"Appeal for change in institutions, regime",0,1644,0.0,0.0
"Appeal for change in institutions, regime",Use conventional military force,0,20,0.0,0.0
Use conventional military force,Increase police alert status,0,1644,0.0,0.0
Increase police alert status,Use conventional military force,0,25,0.0,0.0
Use conventional military force,"Return, release property",0,1644,0.0,0.0
"Return, release property",Use conventional military force,0,10,0.0,0.0
Use conventional military force,Ease military blockade,0,1644,0.0,0.0
Ease military blockade,Use conventional military force,0,3,0.0,0.0
Use conventional military force,"Ease economic sanctions, boycott, embargo",0,1644,0.0,0.0
"Ease economic sanctions, boycott, embargo",Use conventional military force,0,21,0.0,0.0
Use conventional military force,Threaten with military force,2,1644,0.0012165450121654502,0.0023054755043227667
Threaten with military force,Use conventional military force,2,91,0.02197802197802198,0.0023054755043227667
Use conventional military force,Acknowledge or claim responsibility,14,1644,0.00851581508515815,0.016412661195779603
Acknowledge or claim responsibility,Use conventional military force,14,62,0.22580645161290322,0.016412661195779603
Use conventional military force,Express intent to provide military aid,1,1644,0.0006082725060827251,0.001152073732718894
Express intent to provide military aid,Use conventional military force,1,92,0.010869565217391304,0.001152073732718894
Use conventional military force,Defend verbally,0,1644,0.0,0.0
Defend verbally,Use conventional military force,0,25,0.0,0.0
Use conventional military force,Make empathetic comment,1,1644,0.0006082725060827251,0.0010660980810234541
Make empathetic comment,Use conventional military force,1,232,0.004310344827586207,0.0010660980810234541
Use conventional military force,"Impose embargo, boycott, or sanctions",0,1644,0.0,0.0
"Impose embargo, boycott, or sanctions",Use conventional military force,0,98,0.0,0.0
Use conventional military force,Increase military alert status,1,1644,0.0006082725060827251,0.0011968880909634949
Increase military alert status,Use conventional military force,1,27,0.037037037037037035,0.0011968880909634949
Use conventional military force,Accede to demands for rights,0,1644,0.0,0.0
Accede to demands for rights,Use conventional military force,0,6,0.0,0.0
Use conventional military force,Appeal to others to settle dispute,0,1644,0.0,0.0
Appeal to others to settle dispute,Use conventional military force,0,12,0.0,0.0
Use conventional military force,"Appeal for easing of economic sanctions, boycott, or embargo",0,1644,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Use conventional military force,0,1,0.0,0.0
Use conventional military force,Mobilize or increase police power,0,1644,0.0,0.0
Mobilize or increase police power,Use conventional military force,0,25,0.0,0.0
Use conventional military force,"Conduct suicide, car, or other non-military bombing",3,1644,0.0018248175182481751,0.0035026269702276708
"Conduct suicide, car, or other non-military bombing",Use conventional military force,3,69,0.043478260869565216,0.0035026269702276708
Use conventional military force,Appeal for material cooperation,0,1644,0.0,0.0
Appeal for material cooperation,Use conventional military force,0,10,0.0,0.0
Use conventional military force,Refuse to ease administrative sanctions,0,1644,0.0,0.0
Refuse to ease administrative sanctions,Use conventional military force,0,8,0.0,0.0
Use conventional military force,Provide economic aid,0,1644,0.0,0.0
