,head,relation,tail,time
435,Mahmoud Ahmadinejad,Make statement,Iran,2006-04-14
436,Police (Australia),Demand,Citizen (Australia),2007-01-01
437,Police (Australia),Make an appeal or request,Citizen (Australia),2011-02-16
438,Japan,Engage in diplomatic cooperation,China,2005-06-25
439,Ministry (Brazil),Make statement,Head of Government (Brazil),2008-02-13
440,Barack Obama,Make statement,Iran,2010-02-11
441,Mahmoud Ahmadinejad,Express intent to meet or negotiate,Iran,2011-12-15
442,Abhisit Vejjajiva,Express intent to meet or negotiate,Thailand,2009-11-03
443,Barack Obama,Consult,Dmitry Anatolyevich Medvedev,2010-02-02
444,Benjamin Netanyahu,Praise or endorse,Israeli Defense Forces,2012-03-14
445,Citizen (Nigeria),Express intent to engage in diplomatic cooperation (such as policy support),Government (Nigeria),2013-04-18
446,Police (Indonesia),fight with small arms and light weapons,Men (Indonesia),2007-04-05
447,Vietnam,Consult,Mekong River Commission,2014-04-05
448,China,Express intent to cooperate,Japan,2006-05-23
449,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-02-28
450,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2009-08-12
451,Bukola Saraki,Make statement,Government (Nigeria),2010-05-17
452,China,Consult,South Korea,2007-01-17
453,Lee Myung Bak,Express intent to meet or negotiate,Barack Obama,2010-11-05
454,UN Security Council,Praise or endorse,France,2015-08-17
455,Israeli Defense Forces,Consult,Israeli Defense Forces,2005-11-16
456,Ministry (Iran),Make statement,Iran,2015-08-11
457,China,Consult,Vietnam,2012-02-29
458,China,Express intent to meet or negotiate,Japan,2006-07-27
459,Military Personnel (Philippines),Make statement,Military (Philippines),2014-11-11
460,Benjamin Netanyahu,Express intent to meet or negotiate,Barack Obama,2009-05-06
461,China,Sign formal agreement,Vietnam,2015-11-06
462,Thailand,Praise or endorse,Cambodia,2008-07-03
463,Iran,Sign formal agreement,France,2013-11-30
464,China,Sign formal agreement,Ma Ying Jeou,2010-05-07
465,Citizen (Nigeria),Threaten,Government (Nigeria),2011-08-16
466,Media Personnel (International),Consult,Media Personnel (Iran),2007-06-17
467,Thailand,Consult,Cambodia,2008-07-23
468,Japan,Consult,China,2006-10-09
469,Cambodia,Consult,Vietnam,2010-04-07
470,South Korea,Sign formal agreement,Japan,2009-08-28
471,Citizen (Nigeria),Make an appeal or request,Muslim (Nigeria),2014-07-17
472,Media Personnel (Australia),Make statement,Police (Australia),2006-12-24
473,Iran,Engage in negotiation,France,2006-01-19
474,Police (Australia),Consult,Citizen (Australia),2005-10-14
475,Vietnam,Express intent to cooperate,Laos,2007-11-08
476,Media Personnel (Australia),Make statement,Police (Australia),2008-09-01
477,Cambodia,Praise or endorse,Thailand,2009-06-21
478,Benjamin Netanyahu,Engage in negotiation,Barack Obama,2009-05-17
479,China,Express intent to cooperate,South Korea,2007-03-08
480,Citizen (Australia),fight with small arms and light weapons,Police (Australia),2015-10-02
481,Benjamin Netanyahu,Consult,Barack Obama,2008-12-04
482,Benedict XVI,Consult,Nuri al-Maliki,2008-07-25
483,Oluṣẹgun Ọbasanjọ,Engage in negotiation,Roh Moo Hyun,2006-11-06
484,Government (Nigeria),Engage in negotiation,Boko Haram,2012-08-23
485,Laos,Consult,Vietnam,2008-07-29
486,Head of Government (South Korea),Engage in negotiation,Barack Obama,2011-12-19
487,Association of Southeast Asian Nations,Consult,Japan,2013-12-12
488,Philip Hammond,Consult,France,2015-03-11
489,Military (Lebanon),Use conventional military force,Fatah al-Islam,2007-06-19
490,Thailand,fight with small arms and light weapons,Military (Cambodia),2010-04-19
491,Malaysia,Express intent to engage in diplomatic cooperation (such as policy support),China,2007-04-06
492,Lawyer/Attorney (Australia),Make an appeal or request,Citizen (Australia),2006-06-19
493,Cambodia,Accuse,Thailand,2011-04-23
494,UN Security Council,Make an appeal or request,Iraq,2010-02-27
495,Sudan,Use conventional military force,South Sudan,2011-12-07
496,South Sudan,Accuse,Government (Sudan),2013-02-13
497,China,Make a visit,Japan,2013-07-22
498,Agence France-Presse,Make statement,Tony Blair,2006-03-24
499,Japan,Engage in diplomatic cooperation,South Korea,2005-12-22
500,People First Party Korea,Make statement,Kuomintang,2006-01-17
501,Head of Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2008-06-18
502,China,Express intent to cooperate,France,2015-07-01
503,Nuri al-Maliki,Consult,Cabinet / Council of Ministers / Advisors (United States),2009-04-26
504,Cabinet / Council of Ministers / Advisors (Holy See (Vatican City State)),Make statement,Benedict XVI,2012-10-17
505,Benjamin Netanyahu,Express intent to cooperate,Georgios Papandreou,2010-08-16
506,Evo Morales,Make statement,Bolivia,2007-01-05
507,Insurgent (Thailand),Use unconventional violence,Citizen (Thailand),2006-06-16
508,Alexander Valterovich Litvinenko,Consult,Businessperson (United Kingdom),2006-12-13
509,Benjamin Netanyahu,Consult,Barack Obama,2010-06-01
510,Thailand,Make statement,Member of Parliament (Thailand),2011-01-24
511,Lawyer/Attorney (Kenya),Investigate,Police (Kenya),2008-01-06
512,Domestic Affairs (Mexico),Make statement,Mexico,2009-09-23
513,Thailand,Sign formal agreement,Laos,2006-06-21
514,Abhisit Vejjajiva,Make statement,Thailand,2010-08-28
515,Sudan,Express intent to cooperate,South Sudan,2008-01-22
516,Lee Myung Bak,Consult,Barack Obama,2010-08-28
517,Dmitry Anatolyevich Medvedev,Consult,Barack Obama,2009-12-18
518,Nigerian Bar Association,Make an appeal or request,Citizen (Nigeria),2010-06-07
519,"Government (Palestinian Territory, Occupied)",Make an appeal or request,Mahmoud Abbas,2008-02-19
520,Citizen (Nigeria),Make an appeal or request,Other Authorities / Officials (Nigeria),2010-07-29
521,Javier Solana,Engage in negotiation,Iran,2008-08-04
522,Media Personnel (Australia),Make statement,Police (Australia),2009-11-17
523,Citizen (Australia),Accuse,Police (Australia),2005-02-28
524,African Union,Criticize or denounce,Government (Sudan),2005-10-09
525,China,Express intent to cooperate,South Korea,2009-04-12
526,Abu Sayyaf,Use conventional military force,Military (Philippines),2009-06-13
527,Governor (Thailand),Consult,Student (Thailand),2005-03-07
528,Boko Haram,"Abduct, hijack, or take hostage",Citizen (Nigeria),2014-12-22
529,Japan,Express intent to cooperate,South Korea,2014-09-19
530,Police (Australia),Accuse,Women (Australia),2007-08-02
531,Police (Peru),Discuss by telephone,Associated Press,2006-07-02
532,Qatar,Consult,Sheikh Hamad bin Khalifa al-Thani,2013-02-15
533,Criminal (Mexico),fight with small arms and light weapons,Military (Mexico),2014-04-23
534,Thailand,Praise or endorse,Cambodia,2008-06-09
535,Laos,Consult,Thailand,2007-08-22
536,Iran,Engage in diplomatic cooperation,Iraq,2015-09-12
537,Vietnam,Use conventional military force,China,2014-05-11
538,France,Make statement,Agence France-Presse,2005-02-21
539,Cambodia,Reduce relations,Thailand,2008-07-23
540,Barack Obama,Express intent to meet or negotiate,Dmitry Anatolyevich Medvedev,2009-03-10
541,China,Criticize or denounce,Japan,2012-10-10
542,Abhisit Vejjajiva,Make statement,Thailand,2010-11-09
543,Media Personnel (Iran),Make statement,Iran,2015-11-27
544,Benjamin Netanyahu,Make statement,Likud,2005-12-21
545,Mexico,Engage in negotiation,South Korea,2011-01-26
546,Military (Philippines),Use conventional military force,Abu Sayyaf,2014-06-26
547,Grand National Party,Criticize or denounce,Roh Moo Hyun,2006-02-20
548,South Korea,Sign formal agreement,China,2011-11-17
549,China,Sign formal agreement,Ma Ying Jeou,2010-04-28
550,Ministry (Iran),Make statement,Iran,2012-12-09
551,Head of Government (Egypt),Consult,Mahmoud Abbas,2014-10-12
552,Ali Abdullah Saleh,Consult,Mahmoud Abbas,2009-07-15
553,Cambodia,Consult,Thailand,2005-05-25
554,Criminal (Australia),Use unconventional violence,Citizen (Australia),2008-02-05
555,Police (Syria),Consult,High Ranking Military Personnel (Syria),2014-07-02
556,Mahmoud Ahmadinejad,Make statement,Iran,2010-06-22
557,Vietnam,Host a visit,China,2005-11-02
558,Japan,Praise or endorse,China,2007-12-13
559,Mexico,Make statement,Other Authorities / Officials (Mexico),2014-03-13
560,José Miguel Insulza,Meet at a 'third' location,Garry Conille,2012-02-10
561,Police (Australia),Investigate,Lawyer/Attorney (Australia),2008-01-04
562,Xi Jinping,Express intent to meet or negotiate,Barack Obama,2012-02-08
563,Military Personnel (Philippines),Consult,Military (Philippines),2010-05-04
564,Vietnam,Make optimistic comment,China,2015-03-07
565,Citizen (Nigeria),Criticize or denounce,Oluṣẹgun Ọbasanjọ,2014-12-30
566,Vietnam,Make a visit,Laos,2008-10-29
567,Malaysia,Express intent to cooperate,Vietnam,2009-05-29
568,Iran,Host a visit,Iraq,2015-08-17
569,Japan,Sign formal agreement,China,2008-07-24
570,Women (Australia),Accuse,Police (Australia),2009-05-16
571,Dmitry Anatolyevich Medvedev,Make optimistic comment,Barack Obama,2009-07-02
572,South Korea,Express intent to meet or negotiate,China,2007-11-28
573,Kisii,Make statement,Police (Kenya),2007-11-12
574,South Sudan,Sign formal agreement,Sudan,2012-08-05
575,African Union,Praise or endorse,South Africa,2014-05-09
576,China,Make an appeal or request,Japan,2014-03-14
577,Ministry (Nigeria),Make statement,Government (Nigeria),2011-08-08
578,Javier Solana,Consult,Iran,2006-07-02
579,Laos,Express intent to cooperate,Cambodia,2008-06-12
580,Citizen (Australia),Make an appeal or request,Julia Gillard,2013-07-05
581,Iran,Make a visit,China,2012-06-06
582,China,Express intent to engage in diplomatic cooperation (such as policy support),Japan,2008-09-22
583,Citizen (Thailand),Make an appeal or request,Cabinet / Council of Ministers / Advisors (Thailand),2006-05-19
584,Iran,Engage in negotiation,China,2015-03-09
585,Al Sharq al Awsat,Consult,Lawyer/Attorney (Jordan),2006-03-18
586,Xi Jinping,Consult,Uhuru Muigai Kenyatta,2013-08-20
587,China,Consult,South Korea,2015-05-21
588,Citizen (Nigeria),Express intent to meet or negotiate,Government (Nigeria),2013-01-25
589,Thailand,Express intent to meet or negotiate,Cambodia,2008-08-12
590,Government (Cote d'Ivoire),Engage in negotiation,Rebel Commander (Cote d'Ivoire),2006-07-03
591,China,Engage in diplomatic cooperation,Iran,2009-05-30
592,Japan,Praise or endorse,Barack Obama,2008-07-07
593,Angela Merkel,Engage in negotiation,Wen Jiabao,2006-03-02
594,Vietnam,Consult,Cambodia,2006-12-07
595,China,Consult,South Korea,2009-02-22
596,South Africa,Express intent to meet or negotiate,Mexico,2009-07-05
597,Al Jazeera,Make statement,Barack Obama,2009-02-23
598,Iran,Reject,UN Security Council,2012-04-01
599,Wen Jiabao,Consult,Raúl Castro,2012-07-09
600,China,Consult,Kazakhstan,2010-04-03
601,Japan,Express intent to meet or negotiate,China,2008-05-20
602,Angela Merkel,Consult,Dmitry Anatolyevich Medvedev,2011-08-01
603,Garry Conille,Meet at a 'third' location,José Miguel Insulza,2012-02-10
604,Mahmoud Abbas,Consult,Envoy (United States),2010-01-22
605,Cambodia,Express intent to meet or negotiate,Thailand,2015-01-16
606,Roh Moo Hyun,Express intent to engage in diplomatic cooperation (such as policy support),Yasuo Fukuda,2007-12-02
607,Japan,Sign formal agreement,China,2009-06-08
608,Wang Yi,Make statement,China,2014-02-14
609,South Sudan,Engage in negotiation,Sudan,2013-01-07
610,Benedict XVI,Praise or endorse,China,2007-07-02
611,Iran,Express intent to cooperate,China,2014-02-23
612,Ministry (Iran),Make statement,Iran,2014-07-02
613,South Africa,Express intent to meet or negotiate,Mexico,2006-05-17
614,Barack Obama,Consult,Angela Merkel,2015-06-07
615,UN Security Council,Reject,Iran,2007-05-29
616,China,Express intent to meet or negotiate,Japan,2005-03-15
617,South Sudan,Express intent to cooperate,Sudan,2012-10-04
618,Vietnam,Express intent to cooperate,Japan,2006-06-02
619,Japan,Express intent to cooperate economically,Thailand,2007-04-03
620,Japan,Consult,France,2005-05-19
621,Mahmoud Ahmadinejad,Make statement,Iran,2007-12-11
622,Japan,Express intent to meet or negotiate,South Korea,2008-06-11
623,France,Praise or endorse,Iran,2010-08-25
624,Sudan,Express intent to cooperate,South Sudan,2013-10-23
625,Thailand,Express intent to cooperate,China,2011-05-07
626,Yemen,Engage in diplomatic cooperation,Japan,2010-02-14
627,Japan,Express intent to engage in diplomatic cooperation (such as policy support),China,2006-10-10
628,Member of Parliament (Australia),Make statement,Police (Australia),2006-04-25
629,Benjamin Netanyahu,Engage in negotiation,Catherine Ashton,2010-10-01
630,Japan,Make a visit,China,2014-04-02
631,Boonrawd Somtat,Make statement,Council for National Security,2007-03-23
632,Japan,Make an appeal or request,China,2013-04-14
633,Police (Australia),Make an appeal or request,Citizen (Australia),2010-01-20
634,Sudan,Engage in diplomatic cooperation,Eritrea,2009-03-12
635,Vietnam,Express intent to engage in diplomatic cooperation (such as policy support),China,2009-04-20
636,Javier Solana,Consult,Mahmoud Abbas,2005-01-23
637,Abdul Aziz,Consult,City Mayor (Indonesia),2008-09-29
638,China,Express intent to meet or negotiate,Japan,2006-03-23
639,Mahmoud Ahmadinejad,Criticize or denounce,Iran,2012-07-29
640,Cristina Fernández de Kirchner,Praise or endorse,Daniel Scioli,2015-08-05
641,Mahmoud Ahmadinejad,Make statement,Iran,2008-05-21
642,Vietnam,Praise or endorse,Sudan,2008-08-11
643,Citizen (Hungary),Criticize or denounce,Viktor Orban,2014-12-16
644,France,Consult,China,2007-06-26
645,China,Consult,Association of Southeast Asian Nations,2014-11-13
646,Japan,Reject,South Korea,2013-02-17
647,Barack Obama,Express intent to meet or negotiate,Angela Merkel,2009-06-05
648,Mahmoud Abbas,Engage in negotiation,Barack Obama,2012-11-08
649,Muhammadu Buhari,Express intent to meet or negotiate,Citizen (Nigeria),2015-06-03
650,Citizen (Brazil),Criticize or denounce,Ministry (Brazil),2012-09-05
651,UN Security Council,Sign formal agreement,China,2006-09-05
652,Ruling Party (Zambia),Make statement,Guy Scott,2014-11-21
653,Japan,Make statement,China,2006-03-08
654,Government (Nigeria),Consult,Oluṣẹgun Ọbasanjọ,2014-05-13
655,Jew (Israel),Use conventional military force,Police (Israel),2014-09-29
656,African Union,Use conventional military force,Al-Shabaab,2012-10-24
657,Lawyer/Attorney (Australia),Express intent to meet or negotiate,Citizen (Australia),2005-12-06
658,France,Investigate,Iran,2015-06-29
659,China,Engage in negotiation,Iran,2010-01-27
660,Romania,Sign formal agreement,International Monetary Fund,2009-03-25
661,Daniel Ortega,Praise or endorse,Evo Morales,2014-10-13
662,China,Praise or endorse,Cristina Fernández de Kirchner,2014-11-21
663,Citizen (Tanzania),Use unconventional violence,Police (Tanzania),2012-05-27
664,Iran,Engage in negotiation,UN Security Council,2014-03-18
665,Men (South Africa),fight with small arms and light weapons,Police (South Africa),2008-01-01
666,Xi Jinping,Express intent to meet or negotiate,China,2008-06-12
667,Media Personnel (Iran),Make statement,Iran,2015-06-24
668,Abdullah Gül,Engage in negotiation,Barack Obama,2009-04-06
669,Portugal,Praise or endorse,China,2009-05-06
670,Lee Myung Bak,Make statement,South Korea,2009-02-09
671,Mohamed Ould Abdel Aziz,Express intent to meet or negotiate,Citizen (Mauritania),2012-08-12
672,Iran,Sign formal agreement,China,2012-06-09
673,Colombia,Express intent to meet or negotiate,Bolivia,2012-10-29
674,Business (Iran),Make statement,Iran,2014-06-29
675,Citizen (Nigeria),Make an appeal or request,Ministry (Nigeria),2010-04-06
676,Iran,Engage in negotiation,China,2015-12-30
677,Benjamin Netanyahu,Express intent to meet or negotiate,Barack Obama,2012-03-01
678,Javier Solana,Express intent to meet or negotiate,Iran,2008-01-23
679,Xi Jinping,Make statement,China,2011-06-05
680,Insurgent (Thailand),fight with small arms and light weapons,Citizen (Thailand),2009-07-06
681,South Korea,Criticize or denounce,Japan,2012-07-31
682,Police (Australia),Express intent to meet or negotiate,Citizen (Australia),2014-05-14
683,Thief (Philippines),fight with small arms and light weapons,Police (Philippines),2011-11-11
684,Head of Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2010-12-21
685,Member of Parliament (India),Consult,Head of Government (India),2015-01-15
686,Muhammadu Buhari,Make statement,Government (Nigeria),2015-07-15
687,Party Member (United Kingdom),Criticize or denounce,Citizen (United Kingdom),2006-10-09
688,Cabinet / Council of Ministers / Advisors (Japan),Make statement,Japan,2006-05-25
689,Police (Australia),Appeal for intelligence,Citizen (Australia),2008-01-09
690,Head of Government (Qatar),Consult,Mahmoud Ahmadinejad,2010-12-21
691,South Africa,Express intent to engage in diplomatic cooperation (such as policy support),China,2007-02-07
692,Court Judge (United Kingdom),Make an appeal or request,Lawyer/Attorney (United Kingdom),2007-08-22
