relation i,relation j,#inverse,#rel_i,P one direction,P two direction
Criticize or denounce,Reduce or stop economic assistance,0,2406,0.0,0.0
Reduce or stop economic assistance,Criticize or denounce,0,8,0.0,0.0
Criticize or denounce,Ease curfew,3,2406,0.0012468827930174563,0.0016590626296142678
Ease curfew,Criticize or denounce,1,5,0.2,0.0016590626296142678
Criticize or denounce,Receive inspectors,0,2406,0.0,0.0
Receive inspectors,Criticize or denounce,0,2,0.0,0.0
Criticize or denounce,Engage in mass killings,11,2406,0.00457190357439734,0.006617038875103391
Engage in mass killings,Criticize or denounce,5,12,0.4166666666666667,0.006617038875103391
Criticize or denounce,Demand intelligence cooperation,3,2406,0.0012468827930174563,0.0024783147459727386
Demand intelligence cooperation,Criticize or denounce,3,15,0.2,0.0024783147459727386
Criticize or denounce,Demand political reform,0,2406,0.0,0.0
Demand political reform,Criticize or denounce,0,2,0.0,0.0
Criticize or denounce,Demand judicial cooperation,1,2406,0.00041562759767248546,0.0012448132780082987
Demand judicial cooperation,Criticize or denounce,2,4,0.5,0.0012448132780082987
Criticize or denounce,Engage in political dissent,0,2406,0.0,0.0
Engage in political dissent,Criticize or denounce,0,2,0.0,0.0
Criticize or denounce,Refuse to ease administrative sanctions,7,2406,0.0029093931837073984,0.0033140016570008283
Refuse to ease administrative sanctions,Criticize or denounce,1,8,0.125,0.0033140016570008283
Criticize or denounce,Violate ceasefire,5,2406,0.0020781379883624274,0.0033195020746887966
Violate ceasefire,Criticize or denounce,3,4,0.75,0.0033195020746887966
Criticize or denounce,Express intent to accept mediation,3,2406,0.0012468827930174563,0.002071251035625518
Express intent to accept mediation,Criticize or denounce,2,8,0.25,0.002071251035625518
Criticize or denounce,Express intent to ease administrative sanctions,1,2406,0.00041562759767248546,0.0008288437629506838
Express intent to ease administrative sanctions,Criticize or denounce,1,7,0.14285714285714285,0.0008288437629506838
Criticize or denounce,"Refuse to ease economic sanctions, boycott, or embargo",7,2406,0.0029093931837073984,0.0033195020746887966
"Refuse to ease economic sanctions, boycott, or embargo",Criticize or denounce,1,4,0.25,0.0033195020746887966
Criticize or denounce,Engage in judicial cooperation,33,2406,0.01371571072319202,0.014072847682119206
Engage in judicial cooperation,Criticize or denounce,1,10,0.1,0.014072847682119206
Criticize or denounce,Demand that target yields,1,2406,0.00041562759767248546,0.0008285004142502071
Demand that target yields,Criticize or denounce,1,8,0.125,0.0008285004142502071
Criticize or denounce,Demand mediation,7,2406,0.0029093931837073984,0.0037359900373599006
Demand mediation,Criticize or denounce,2,3,0.6666666666666666,0.0037359900373599006
Criticize or denounce,Appeal for humanitarian aid,8,2406,0.0033250207813798837,0.004144218814753419
Appeal for humanitarian aid,Criticize or denounce,2,7,0.2857142857142857,0.004144218814753419
Criticize or denounce,Obstruct passage to demand leadership change,0,2406,0.0,0.0
Obstruct passage to demand leadership change,Criticize or denounce,0,2,0.0,0.0
Criticize or denounce,Express intent to yield,0,2406,0.0,0.0
Express intent to yield,Criticize or denounce,0,8,0.0,0.0
Criticize or denounce,Demand de-escalation of military engagement,2,2406,0.0008312551953449709,0.0020678246484698098
Demand de-escalation of military engagement,Criticize or denounce,3,12,0.25,0.0020678246484698098
Criticize or denounce,Conduct hunger strike,0,2406,0.0,0.0
Conduct hunger strike,Criticize or denounce,0,3,0.0,0.0
Criticize or denounce,Reject judicial cooperation,2,2406,0.0008312551953449709,0.0012463647694225177
Reject judicial cooperation,Criticize or denounce,1,1,1.0,0.0012463647694225177
Criticize or denounce,Seize or damage property,3,2406,0.0012468827930174563,0.002899751449875725
Seize or damage property,Criticize or denounce,4,8,0.5,0.002899751449875725
Criticize or denounce,Reduce or stop military assistance,41,2406,0.017040731504571905,0.01739850869925435
Reduce or stop military assistance,Criticize or denounce,1,8,0.125,0.01739850869925435
Criticize or denounce,Threaten to reduce or break relations,3,2406,0.0012468827930174563,0.0016597510373443983
Threaten to reduce or break relations,Criticize or denounce,1,4,0.25,0.0016597510373443983
Criticize or denounce,Demobilize armed forces,0,2406,0.0,0.0
Demobilize armed forces,Criticize or denounce,0,3,0.0,0.0
Criticize or denounce,Express intent to change leadership,0,2406,0.0,0.0
Express intent to change leadership,Criticize or denounce,0,6,0.0,0.0
Criticize or denounce,Use as human shield,1,2406,0.00041562759767248546,0.0008309098462816784
Use as human shield,Criticize or denounce,1,1,1.0,0.0008309098462816784
Criticize or denounce,Demand policy change,0,2406,0.0,0.0
Demand policy change,Criticize or denounce,0,2,0.0,0.0
Criticize or denounce,"Accede to demands for change in institutions, regime",0,2406,0.0,0.0
"Accede to demands for change in institutions, regime",Criticize or denounce,0,3,0.0,0.0
Criticize or denounce,Reject economic cooperation,0,2406,0.0,0.0
Reject economic cooperation,Criticize or denounce,0,2,0.0,0.0
Criticize or denounce,Reject material cooperation,0,2406,0.0,0.0
Reject material cooperation,Criticize or denounce,0,3,0.0,0.0
Criticize or denounce,Halt mediation,21,2406,0.008728179551122194,0.009140008309098464
Halt mediation,Criticize or denounce,1,1,1.0,0.009140008309098464
Criticize or denounce,Threaten with repression,0,2406,0.0,0.0
Threaten with repression,Criticize or denounce,0,5,0.0,0.0
Criticize or denounce,"Use chemical, biological, or radiological weapons",0,2406,0.0,0.0
"Use chemical, biological, or radiological weapons",Criticize or denounce,0,1,0.0,0.0
Criticize or denounce,Reject request for military protection or peacekeeping,0,2406,0.0,0.0
Reject request for military protection or peacekeeping,Criticize or denounce,0,1,0.0,0.0
Criticize or denounce,Demand material aid,0,2406,0.0,0.0
Demand material aid,Criticize or denounce,0,1,0.0,0.0
Criticize or denounce,Engage in mass expulsion,0,2406,0.0,0.0
Engage in mass expulsion,Criticize or denounce,0,1,0.0,0.0
Criticize or denounce,Appeal for policy change,0,2406,0.0,0.0
Appeal for policy change,Criticize or denounce,0,12,0.0,0.0
Criticize or denounce,Investigate human rights abuses,7,2406,0.0029093931837073984,0.0033208800332088003
Investigate human rights abuses,Criticize or denounce,1,3,0.3333333333333333,0.0033208800332088003
Criticize or denounce,Carry out car bombing,1,2406,0.00041562759767248546,0.0008309098462816784
Carry out car bombing,Criticize or denounce,1,1,1.0,0.0008309098462816784
Criticize or denounce,Grant asylum,0,2406,0.0,0.0
Grant asylum,Criticize or denounce,0,7,0.0,0.0
Criticize or denounce,Ease state of emergency or martial law,0,2406,0.0,0.0
Ease state of emergency or martial law,Criticize or denounce,0,1,0.0,0.0
Criticize or denounce,Carry out roadside bombing,0,2406,0.0,0.0
Carry out roadside bombing,Criticize or denounce,0,1,0.0,0.0
Criticize or denounce,Express intent to change policy,1,2406,0.00041562759767248546,0.0008305647840531562
Express intent to change policy,Criticize or denounce,1,2,0.5,0.0008305647840531562
Criticize or denounce,Appeal for target to allow international involvement (non-mediation),0,2406,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Criticize or denounce,0,1,0.0,0.0
Criticize or denounce,Destroy property,0,2406,0.0,0.0
Destroy property,Criticize or denounce,0,3,0.0,0.0
Criticize or denounce,Accede to demands for change in policy,0,2406,0.0,0.0
Accede to demands for change in policy,Criticize or denounce,0,2,0.0,0.0
Express intent to meet or negotiate,Praise or endorse,885,4077,0.21707137601177337,0.18929746744884818
Praise or endorse,Express intent to meet or negotiate,438,2912,0.1504120879120879,0.18929746744884818
Express intent to meet or negotiate,Engage in negotiation,1046,4077,0.25656119695854795,0.3138119597812665
Engage in negotiation,Express intent to meet or negotiate,733,1592,0.46042713567839194,0.3138119597812665
Express intent to meet or negotiate,Make an appeal or request,805,4077,0.19744910473387295,0.20954265611257697
Make an appeal or request,Express intent to meet or negotiate,1101,5019,0.2193664076509265,0.20954265611257697
Express intent to meet or negotiate,Use unconventional violence,70,4077,0.017169487368162865,0.036297036297036296
Use unconventional violence,Express intent to meet or negotiate,148,1929,0.0767236910316226,0.036297036297036296
Express intent to meet or negotiate,"Arrest, detain, or charge with legal action",131,4077,0.03213146921756193,0.12239010989010989
"Arrest, detain, or charge with legal action",Express intent to meet or negotiate,760,3203,0.2372775522947237,0.12239010989010989
Express intent to meet or negotiate,Use conventional military force,128,4077,0.031395634044640665,0.06292606187729417
Use conventional military force,Express intent to meet or negotiate,232,1644,0.1411192214111922,0.06292606187729417
Express intent to meet or negotiate,Complain officially,183,4077,0.044885945548197206,0.053750597228858096
Complain officially,Express intent to meet or negotiate,42,109,0.3853211009174312,0.053750597228858096
Express intent to meet or negotiate,Impose administrative sanctions,35,4077,0.008584743684081433,0.011876484560570071
Impose administrative sanctions,Express intent to meet or negotiate,15,133,0.11278195488721804,0.011876484560570071
Express intent to meet or negotiate,Express intent to cooperate,847,4077,0.20775079715477066,0.2822912766754025
Express intent to cooperate,Express intent to meet or negotiate,661,1265,0.5225296442687747,0.2822912766754025
Express intent to meet or negotiate,Make statement,978,4077,0.2398822663723326,0.11719264626624348
Make statement,Express intent to meet or negotiate,979,12622,0.07756298526382507,0.11719264626624348
Express intent to meet or negotiate,Appeal for de-escalation of military engagement,10,4077,0.0024527839097375523,0.0038919970810021892
Appeal for de-escalation of military engagement,Express intent to meet or negotiate,6,34,0.17647058823529413,0.0038919970810021892
Express intent to meet or negotiate,Sign formal agreement,772,4077,0.18935491783173902,0.23440233236151603
Sign formal agreement,Express intent to meet or negotiate,434,1068,0.40636704119850187,0.23440233236151603
Express intent to meet or negotiate,Host a visit,1414,4077,0.3468236448368899,0.4094120783895481
Host a visit,Express intent to meet or negotiate,1657,3424,0.4839369158878505,0.4094120783895481
Express intent to meet or negotiate,Increase military alert status,0,4077,0.0,0.0
Increase military alert status,Express intent to meet or negotiate,0,27,0.0,0.0
Express intent to meet or negotiate,Make a visit,540,4077,0.13245033112582782,0.13398474099852764
Make a visit,Express intent to meet or negotiate,461,3394,0.13582793164407778,0.13398474099852764
Express intent to meet or negotiate,Consult,1712,4077,0.4199166053470689,0.32772693544397724
Consult,Express intent to meet or negotiate,2263,8052,0.2810481867858917,0.32772693544397724
Express intent to meet or negotiate,Provide economic aid,50,4077,0.01226391954868776,0.01518804243008679
Provide economic aid,Express intent to meet or negotiate,13,71,0.18309859154929578,0.01518804243008679
Express intent to meet or negotiate,Express intent to engage in diplomatic cooperation (such as policy support),738,4077,0.18101545253863136,0.21644521471211245
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to meet or negotiate,386,1116,0.34587813620071683,0.21644521471211245
Express intent to meet or negotiate,Appeal for intelligence,37,4077,0.009075300466028943,0.013728323699421965
Appeal for intelligence,Express intent to meet or negotiate,20,75,0.26666666666666666,0.013728323699421965
Express intent to meet or negotiate,Demand,368,4077,0.09026244787834192,0.11952572193536048
Demand,Express intent to meet or negotiate,257,1152,0.2230902777777778,0.11952572193536048
Express intent to meet or negotiate,Carry out suicide bombing,0,4077,0.0,0.0
Carry out suicide bombing,Express intent to meet or negotiate,0,76,0.0,0.0
Express intent to meet or negotiate,Threaten,250,4077,0.0613195977434388,0.0832972739073994
Threaten,Express intent to meet or negotiate,135,545,0.24770642201834864,0.0832972739073994
Express intent to meet or negotiate,Express intent to provide material aid,66,4077,0.016188373804267846,0.02142513240250361
Express intent to provide material aid,Express intent to meet or negotiate,23,77,0.2987012987012987,0.02142513240250361
Express intent to meet or negotiate,Grant diplomatic recognition,36,4077,0.008830022075055188,0.011138014527845037
Grant diplomatic recognition,Express intent to meet or negotiate,10,53,0.18867924528301888,0.011138014527845037
