relation i,relation j,#temporal implication,#rel_i,P one direction,P two direction
Appeal for humanitarian aid,Make statement,3,40,0.075,9.869395006086127e-05
Make statement,Reject request for change in leadership,0,60754,0.0,0.0
Reject request for change in leadership,Make statement,0,6,0.0,0.0
Make statement,Violate ceasefire,0,60754,0.0,0.0
Violate ceasefire,Make statement,0,17,0.0,0.0
Make statement,"Express intent to ease economic sanctions, boycott, or embargo",0,60754,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Make statement,0,16,0.0,0.0
Make statement,Accede to demands for change in leadership,1,60754,1.6459821575534122e-05,3.286932798658932e-05
Accede to demands for change in leadership,Make statement,1,93,0.010752688172043012,3.286932798658932e-05
Make statement,Refuse to de-escalate military engagement,4,60754,6.583928630213649e-05,0.00013157678327659083
Refuse to de-escalate military engagement,Make statement,4,47,0.0851063829787234,0.00013157678327659083
Make statement,Grant asylum,2,60754,3.2919643151068245e-05,6.577865482650879e-05
Grant asylum,Make statement,2,56,0.03571428571428571,6.577865482650879e-05
Make statement,Receive inspectors,0,60754,0.0,0.0
Receive inspectors,Make statement,0,16,0.0,0.0
Make statement,Ease military blockade,1,60754,1.6459821575534122e-05,3.291585062786985e-05
Ease military blockade,Make statement,1,7,0.14285714285714285,3.291585062786985e-05
Make statement,"Appeal for change in institutions, regime",3,60754,4.9379464726602364e-05,9.867447291385719e-05
"Appeal for change in institutions, regime",Make statement,3,52,0.057692307692307696,9.867447291385719e-05
Make statement,Engage in violent protest for leadership change,0,60754,0.0,0.0
Engage in violent protest for leadership change,Make statement,0,9,0.0,0.0
Make statement,Threaten to impose curfew,0,60754,0.0,0.0
Threaten to impose curfew,Make statement,0,2,0.0,0.0
Make statement,Appeal for material cooperation,0,60754,0.0,0.0
Appeal for material cooperation,Make statement,0,64,0.0,0.0
Make statement,Threaten with administrative sanctions,0,60754,0.0,0.0
Threaten with administrative sanctions,Make statement,0,24,0.0,0.0
Make statement,Express intent to change policy,2,60754,3.2919643151068245e-05,6.582086850635995e-05
Express intent to change policy,Make statement,2,17,0.11764705882352941,6.582086850635995e-05
Make statement,Demand judicial cooperation,0,60754,0.0,0.0
Demand judicial cooperation,Make statement,0,26,0.0,0.0
Make statement,Express intent to institute political reform,2,60754,3.2919643151068245e-05,6.58252011782711e-05
Express intent to institute political reform,Make statement,2,13,0.15384615384615385,6.58252011782711e-05
Make statement,Expel or withdraw peacekeepers,0,60754,0.0,0.0
Expel or withdraw peacekeepers,Make statement,0,15,0.0,0.0
Make statement,Attempt to assassinate,1,60754,1.6459821575534122e-05,3.290989271374975e-05
Attempt to assassinate,Make statement,1,18,0.05555555555555555,3.290989271374975e-05
Make statement,Reject material cooperation,0,60754,0.0,0.0
Reject material cooperation,Make statement,0,9,0.0,0.0
Make statement,Accede to demands for rights,0,60754,0.0,0.0
Accede to demands for rights,Make statement,0,47,0.0,0.0
Make statement,Halt mediation,0,60754,0.0,0.0
Halt mediation,Make statement,0,3,0.0,0.0
Make statement,Threaten to reduce or stop aid,0,60754,0.0,0.0
Threaten to reduce or stop aid,Make statement,0,17,0.0,0.0
Make statement,Demand economic cooperation,0,60754,0.0,0.0
Demand economic cooperation,Make statement,0,2,0.0,0.0
Make statement,Threaten to halt negotiations,1,60754,1.6459821575534122e-05,3.291585062786985e-05
Threaten to halt negotiations,Make statement,1,7,0.14285714285714285,3.291585062786985e-05
Make statement,Appeal for military protection or peacekeeping,0,60754,0.0,0.0
Appeal for military protection or peacekeeping,Make statement,0,19,0.0,0.0
Make statement,Reject request for humanitarian aid,0,60754,0.0,0.0
Reject request for humanitarian aid,Make statement,0,1,0.0,0.0
Make statement,Investigate human rights abuses,0,60754,0.0,0.0
Investigate human rights abuses,Make statement,0,13,0.0,0.0
Make statement,Destroy property,0,60754,0.0,0.0
Destroy property,Make statement,0,26,0.0,0.0
Make statement,Reject mediation,0,60754,0.0,0.0
Reject mediation,Make statement,0,8,0.0,0.0
Make statement,Demand easing of administrative sanctions,0,60754,0.0,0.0
Demand easing of administrative sanctions,Make statement,0,10,0.0,0.0
Make statement,Accede to requests or demands for political reform,0,60754,0.0,0.0
Accede to requests or demands for political reform,Make statement,0,10,0.0,0.0
Make statement,Threaten to halt mediation,1,60754,1.6459821575534122e-05,3.2919101308534276e-05
Threaten to halt mediation,Make statement,1,1,1.0,3.2919101308534276e-05
Make statement,Appeal for target to allow international involvement (non-mediation),0,60754,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Make statement,0,5,0.0,0.0
Make statement,Demand rights,0,60754,0.0,0.0
Demand rights,Make statement,0,7,0.0,0.0
Make statement,"Reject request for change in institutions, regime",0,60754,0.0,0.0
"Reject request for change in institutions, regime",Make statement,0,1,0.0,0.0
Make statement,Reject request for economic aid,0,60754,0.0,0.0
Reject request for economic aid,Make statement,0,3,0.0,0.0
Make statement,Demand political reform,0,60754,0.0,0.0
Demand political reform,Make statement,0,8,0.0,0.0
Make statement,Demand mediation,0,60754,0.0,0.0
Demand mediation,Make statement,0,9,0.0,0.0
Make statement,"Appeal for easing of economic sanctions, boycott, or embargo",0,60754,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Make statement,0,8,0.0,0.0
Make statement,Accuse of war crimes,0,60754,0.0,0.0
Accuse of war crimes,Make statement,0,40,0.0,0.0
Make statement,"Use chemical, biological, or radiological weapons",0,60754,0.0,0.0
"Use chemical, biological, or radiological weapons",Make statement,0,6,0.0,0.0
Make statement,Threaten with restrictions on political freedoms,0,60754,0.0,0.0
Threaten with restrictions on political freedoms,Make statement,0,7,0.0,0.0
Make statement,Demand military aid,0,60754,0.0,0.0
Demand military aid,Make statement,0,9,0.0,0.0
Make statement,Express intent to change leadership,0,60754,0.0,0.0
Express intent to change leadership,Make statement,0,23,0.0,0.0
Express intent to meet or negotiate,Engage in diplomatic cooperation,267,24450,0.010920245398773006,0.016548390095757537
Engage in diplomatic cooperation,Express intent to meet or negotiate,267,7819,0.03414758920578079,0.016548390095757537
Express intent to meet or negotiate,"Protest violently, riot",6,24450,0.000245398773006135,0.00047286913346731294
"Protest violently, riot",Express intent to meet or negotiate,6,927,0.006472491909385114,0.00047286913346731294
Express intent to meet or negotiate,Threaten,26,24450,0.0010633946830265848,0.001953712052900511
Threaten,Express intent to meet or negotiate,26,2166,0.012003693444136657,0.001953712052900511
Express intent to meet or negotiate,Accuse,124,24450,0.005071574642126789,0.0073318551367331855
Accuse,Express intent to meet or negotiate,124,9375,0.013226666666666666,0.0073318551367331855
Express intent to meet or negotiate,Engage in symbolic act,25,24450,0.0010224948875255625,0.0019108036840295027
Engage in symbolic act,Express intent to meet or negotiate,25,1717,0.014560279557367502,0.0019108036840295027
Express intent to meet or negotiate,Investigate,116,24450,0.0047443762781186095,0.007808030155150944
Investigate,Express intent to meet or negotiate,116,5263,0.022040661219836596,0.007808030155150944
Express intent to meet or negotiate,Make a visit,1744,24450,0.07132924335378323,0.07930156420516551
Make a visit,Express intent to meet or negotiate,1744,19534,0.08928022934370841,0.07930156420516551
Express intent to meet or negotiate,Praise or endorse,235,24450,0.009611451942740287,0.012231938371850926
Praise or endorse,Express intent to meet or negotiate,235,13974,0.01681694575640475,0.012231938371850926
Express intent to meet or negotiate,Sign formal agreement,264,24450,0.010797546012269938,0.016233167312304002
Sign formal agreement,Express intent to meet or negotiate,264,8076,0.03268945022288262,0.016233167312304002
Express intent to meet or negotiate,Consult,1649,24450,0.06744376278118609,0.05153688684699889
Consult,Express intent to meet or negotiate,1649,39543,0.04170143893988822,0.05153688684699889
Express intent to meet or negotiate,Express intent to cooperate,602,24450,0.02462167689161554,0.037160493827160496
Express intent to cooperate,Express intent to meet or negotiate,602,7950,0.07572327044025157,0.037160493827160496
Express intent to meet or negotiate,Engage in negotiation,714,24450,0.02920245398773006,0.042420461634435434
Engage in negotiation,Express intent to meet or negotiate,714,9213,0.07749918593292088,0.042420461634435434
Express intent to meet or negotiate,Make optimistic comment,140,24450,0.0057259713701431495,0.010014664329911657
Make optimistic comment,Express intent to meet or negotiate,140,3509,0.039897406668566546,0.010014664329911657
Express intent to meet or negotiate,Express intent to engage in diplomatic cooperation (such as policy support),417,24450,0.01705521472392638,0.025891776101331844
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to meet or negotiate,417,7761,0.05373018940858137,0.025891776101331844
Express intent to meet or negotiate,Reject,64,24450,0.0026175869120654395,0.004549978671974975
Reject,Express intent to meet or negotiate,64,3682,0.017381857686040194,0.004549978671974975
Express intent to meet or negotiate,Threaten with military force,0,24450,0.0,0.0
Threaten with military force,Express intent to meet or negotiate,0,438,0.0,0.0
Express intent to meet or negotiate,"Investigate crime, corruption",2,24450,8.179959100204499e-05,0.00016184503338053814
"Investigate crime, corruption",Express intent to meet or negotiate,2,265,0.007547169811320755,0.00016184503338053814
Express intent to meet or negotiate,Ease administrative sanctions,4,24450,0.00016359918200408997,0.0003192338387869114
Ease administrative sanctions,Express intent to meet or negotiate,4,610,0.006557377049180328,0.0003192338387869114
Express intent to meet or negotiate,Express intent to allow international involvement (non-mediation),0,24450,0.0,0.0
Express intent to allow international involvement (non-mediation),Express intent to meet or negotiate,0,2,0.0,0.0
Express intent to meet or negotiate,"Obstruct passage, block",6,24450,0.000245398773006135,0.0004878445402065209
"Obstruct passage, block",Express intent to meet or negotiate,6,148,0.04054054054054054,0.0004878445402065209
Express intent to meet or negotiate,"Abduct, hijack, or take hostage",2,24450,8.179959100204499e-05,0.00015570866908015105
"Abduct, hijack, or take hostage",Express intent to meet or negotiate,2,1239,0.0016142050040355124,0.00015570866908015105
Express intent to meet or negotiate,Criticize or denounce,186,24450,0.007607361963190184,0.01048832750648472
Criticize or denounce,Express intent to meet or negotiate,186,11018,0.016881466690869488,0.01048832750648472
Express intent to meet or negotiate,Confiscate property,10,24450,0.00040899795501022495,0.0007833307222309259
Confiscate property,Express intent to meet or negotiate,10,1082,0.009242144177449169,0.0007833307222309259
Express intent to meet or negotiate,Use conventional military force,31,24450,0.0012678936605316972,0.0019336930418239091
Use conventional military force,Express intent to meet or negotiate,31,7613,0.004071982135820307,0.0019336930418239091
Express intent to meet or negotiate,"Arrest, detain, or charge with legal action",105,24450,0.004294478527607362,0.00499037570399943
"Arrest, detain, or charge with legal action",Express intent to meet or negotiate,105,17631,0.005955419431682831,0.00499037570399943
Express intent to meet or negotiate,Make an appeal or request,568,24450,0.023231083844580776,0.024823547407294103
Make an appeal or request,Express intent to meet or negotiate,568,21313,0.026650401163609064,0.024823547407294103
Express intent to meet or negotiate,Provide military aid,1,24450,4.089979550102249e-05,8.056719303899453e-05
Provide military aid,Express intent to meet or negotiate,1,374,0.00267379679144385,8.056719303899453e-05
Express intent to meet or negotiate,Cooperate economically,20,24450,0.0008179959100204499,0.001584974442287118
Cooperate economically,Express intent to meet or negotiate,20,787,0.025412960609911054,0.001584974442287118
Express intent to meet or negotiate,Use tactics of violent repression,0,24450,0.0,0.0
