head	relation	tail	time_x
Barack Obama	Express intent to cooperate	Angela Merkel	2014-02-20
Barack Obama	Express intent to cooperate	Angela Merkel	2014-08-28
Barack Obama	Express intent to cooperate	Angela Merkel	2014-03-02
Barack Obama	Express intent to cooperate	Angela Merkel	2014-02-06
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-05-12
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-09-17
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-10-20
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-11-04
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-05-15
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-10-07
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-07-17
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-09-26
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-12-02
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-07-15
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-09-02
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-12-03
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-07-07
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-02-01
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-11-29
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-11-18
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-07-12
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-09-19
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-05-16
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-09-16
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-03-12
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-10-14
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-07-10
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-09-18
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-03-09
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-10-18
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-06-16
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-11-11
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-03-08
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-12-01
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-07-02
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-09-23
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-10-15
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-02-19
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-09-01
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-06-17
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-01-28
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-03-07
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-11-09
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-07-14
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-05-26
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-09-27
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-07-27
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-04-11
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-11-25
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-07-05
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-07-11
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-01-31
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-10-16
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-07-08
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-05-27
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-09-14
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-07-18
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-06-19
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-04-07
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-05-13
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-02-21
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-09-22
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-12-05
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-11-24
Mohammad Javad Zarif	Consult	Catherine Ashton	2014-11-21
China	Consult	Malaysia	2014-05-06
China	Consult	Malaysia	2014-05-19
China	Consult	Malaysia	2014-05-20
China	Consult	Malaysia	2014-05-05
China	Consult	Malaysia	2014-03-13
China	Consult	Malaysia	2014-05-07
China	Consult	Malaysia	2014-05-03
China	Consult	Malaysia	2014-12-02
Oman	Consult	Kuwait	2014-07-11
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-02-04
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-02-02
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-11-07
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-06-05
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-06-15
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-04-17
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-12-13
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-12-12
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-03-11
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-10-17
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-04-10
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-04-09
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-03-31
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-12-16
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-10-14
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-03-13
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-03-18
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-11-14
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-01-22
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-11-08
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-04-22
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-07-29
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-01-15
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-03-15
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-03-24
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-09-24
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-12-02
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-02-11
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-03-07
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-07-27
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-10-03
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-04-05
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-07-30
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-06-04
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-04-26
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-09-23
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-12-15
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-09-25
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-07-20
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-03-29
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-01-29
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-04-01
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-12-17
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-05-03
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-02-18
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-01-31
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-01-11
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-07-25
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-05-30
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-04-04
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-10-07
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-11-21
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-01-10
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-01-07
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-10-15
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-05-08
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-02-01
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-01-19
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-03-05
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-11-09
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-01-13
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-10-16
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-03-20
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-06-11
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-03-30
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-07-19
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-03-14
Sergey Viktorovich Lavrov	Consult	John Kerry	2014-01-16
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-03-13
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-12-15
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-11-19
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-03-24
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-03-14
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-07-29
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-04-22
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-02-01
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-02-02
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-03-25
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-12-13
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-03-08
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-03-05
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-12-04
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-11-20
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-01-13
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-03-31
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-03-30
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-04-21
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-12-29
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-06-11
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-10-14
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-11-11
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-11-13
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-02-08
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-11-09
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-12-14
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-04-09
Cabinet / Council of Ministers / Advisors (United States)	Consult	Sergey Viktorovich Lavrov	2014-06-05
Sudan	Consult	Representatives (Sudan)	2014-09-02
Klaus Johannis	Consult	Victor Ponta	2014-12-29
South Korea	Express intent to cooperate	Japan	2014-10-11
South Korea	Express intent to cooperate	Japan	2014-11-22
South Korea	Express intent to cooperate	Japan	2014-11-12
South Korea	Express intent to cooperate	Japan	2014-04-10
South Korea	Express intent to cooperate	Japan	2014-09-12
South Korea	Express intent to cooperate	Japan	2014-08-07
South Korea	Express intent to cooperate	Japan	2014-09-25
South Korea	Express intent to cooperate	Japan	2014-12-29
South Korea	Express intent to cooperate	Japan	2014-09-11
South Korea	Express intent to cooperate	Japan	2014-10-10
South Korea	Express intent to cooperate	Japan	2014-12-09
South Korea	Express intent to cooperate	Japan	2014-04-16
South Korea	Express intent to cooperate	Japan	2014-12-26
South Korea	Express intent to cooperate	Japan	2014-09-19
South Korea	Express intent to cooperate	Japan	2014-07-16
South Korea	Express intent to cooperate	Japan	2014-08-09
Head of Government (Ukraine)	Consult	Angela Merkel	2014-10-17
Head of Government (Ukraine)	Consult	Angela Merkel	2014-07-15
Head of Government (Ukraine)	Consult	Angela Merkel	2014-08-09
Head of Government (Ukraine)	Consult	Angela Merkel	2014-12-14
Japan	Sign formal agreement	China	2014-11-09
Japan	Sign formal agreement	China	2014-10-18
Japan	Sign formal agreement	China	2014-11-13
Japan	Sign formal agreement	China	2014-09-24
Japan	Sign formal agreement	China	2014-09-16
Japan	Sign formal agreement	China	2014-11-10
Japan	Sign formal agreement	China	2014-03-16
Japan	Sign formal agreement	China	2014-11-15
Japan	Sign formal agreement	China	2014-08-30
Japan	Sign formal agreement	China	2014-11-07
Japan	Sign formal agreement	China	2014-11-08
Japan	Sign formal agreement	China	2014-12-31
Sergey Viktorovich Lavrov	Consult	Paolo Gentiloni	2014-12-04
Sergey Viktorovich Lavrov	Consult	Paolo Gentiloni	2014-11-12
Catherine Ashton	Meet at a 'third' location	John Kerry	2014-11-09
Catherine Ashton	Meet at a 'third' location	John Kerry	2014-04-07
Catherine Ashton	Meet at a 'third' location	John Kerry	2014-11-02
Catherine Ashton	Meet at a 'third' location	John Kerry	2014-11-10
Abdullah Abdullah	Consult	John Kerry	2014-08-08
Abdullah Abdullah	Consult	John Kerry	2014-08-05
Abdullah Abdullah	Consult	John Kerry	2014-08-09
Abdullah Abdullah	Consult	John Kerry	2014-07-11
Abdullah Abdullah	Consult	John Kerry	2014-09-03
Abdullah Abdullah	Consult	John Kerry	2014-08-04
Abdullah Abdullah	Consult	John Kerry	2014-07-12
Academic Staff Union of Universities	Sign formal agreement	Government (Nigeria)	2014-04-11
Academic Staff Union of Universities	Sign formal agreement	Government (Nigeria)	2014-03-06
John Kerry	Consult	Benjamin Netanyahu	2014-12-12
John Kerry	Consult	Benjamin Netanyahu	2014-07-24
John Kerry	Consult	Benjamin Netanyahu	2014-06-03
John Kerry	Consult	Benjamin Netanyahu	2014-04-01
John Kerry	Consult	Benjamin Netanyahu	2014-01-15
John Kerry	Consult	Benjamin Netanyahu	2014-01-04
John Kerry	Consult	Benjamin Netanyahu	2014-11-14
John Kerry	Consult	Benjamin Netanyahu	2014-11-15
John Kerry	Consult	Benjamin Netanyahu	2014-07-21
John Kerry	Consult	Benjamin Netanyahu	2014-07-25
John Kerry	Consult	Benjamin Netanyahu	2014-12-15
John Kerry	Consult	Benjamin Netanyahu	2014-01-02
John Kerry	Consult	Benjamin Netanyahu	2014-12-18
John Kerry	Consult	Benjamin Netanyahu	2014-01-05
John Kerry	Consult	Benjamin Netanyahu	2014-03-31
John Kerry	Consult	Benjamin Netanyahu	2014-03-21
John Kerry	Consult	Benjamin Netanyahu	2014-11-01
John Kerry	Consult	Benjamin Netanyahu	2014-07-23
John Kerry	Consult	Benjamin Netanyahu	2014-06-17
John Kerry	Consult	Benjamin Netanyahu	2014-01-16
John Kerry	Consult	Benjamin Netanyahu	2014-11-13
John Kerry	Consult	Benjamin Netanyahu	2014-07-22
John Kerry	Consult	Benjamin Netanyahu	2014-07-16
John Kerry	Consult	Benjamin Netanyahu	2014-03-20
John Kerry	Consult	Benjamin Netanyahu	2014-12-07
John Kerry	Consult	Benjamin Netanyahu	2014-12-16
John Kerry	Consult	Benjamin Netanyahu	2014-12-17
John Kerry	Consult	Benjamin Netanyahu	2014-07-13
John Kerry	Consult	Benjamin Netanyahu	2014-01-03
John Kerry	Consult	Benjamin Netanyahu	2014-11-18
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-10-14
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-11-21
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-10-09
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-09-25
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-07-28
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-01-15
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-04-18
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-01-10
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-11-15
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-11-14
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-05-29
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-04-22
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-10-16
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-04-09
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-03-05
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-12-12
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-11-08
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-02-27
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-07-29
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-10-03
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-01-09
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-03-08
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-07-20
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-03-11
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-03-06
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-07-19
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-03-12
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-03-16
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-07-27
Sergey Viktorovich Lavrov	Express intent to cooperate	John Kerry	2014-05-09
China	Engage in diplomatic cooperation	Japan	2014-05-09
China	Engage in diplomatic cooperation	Japan	2014-12-01
China	Engage in diplomatic cooperation	Japan	2014-05-30
China	Engage in diplomatic cooperation	Japan	2014-04-21
China	Engage in diplomatic cooperation	Japan	2014-06-18
China	Engage in diplomatic cooperation	Japan	2014-11-17
China	Engage in diplomatic cooperation	Japan	2014-06-05
China	Engage in diplomatic cooperation	Japan	2014-04-16
China	Engage in diplomatic cooperation	Japan	2014-11-07
China	Engage in diplomatic cooperation	Japan	2014-06-30
China	Engage in diplomatic cooperation	Japan	2014-11-05
China	Engage in diplomatic cooperation	Japan	2014-11-11
China	Engage in diplomatic cooperation	Japan	2014-03-08
China	Engage in diplomatic cooperation	Japan	2014-05-07
China	Engage in diplomatic cooperation	Japan	2014-08-22
China	Engage in diplomatic cooperation	Japan	2014-06-08
Sergey Viktorovich Lavrov	Consult	Mevlut Cavusoglu	2014-12-02
Antonis Samaras	Consult	Evangelos Venizelos	2014-12-23
Antonis Samaras	Consult	Evangelos Venizelos	2014-10-29
Antonis Samaras	Consult	Evangelos Venizelos	2014-12-05
Antonis Samaras	Consult	Evangelos Venizelos	2014-02-25
Antonis Samaras	Consult	Evangelos Venizelos	2014-12-17
Antonis Samaras	Consult	Evangelos Venizelos	2014-10-02
Antonis Samaras	Consult	Evangelos Venizelos	2014-01-25
Antonis Samaras	Consult	Evangelos Venizelos	2014-11-10
Antonis Samaras	Consult	Evangelos Venizelos	2014-05-29
Benjamin Netanyahu	Discuss by telephone	John Kerry	2014-03-27
Benjamin Netanyahu	Discuss by telephone	John Kerry	2014-07-13
Benjamin Netanyahu	Discuss by telephone	John Kerry	2014-07-23
Benjamin Netanyahu	Discuss by telephone	John Kerry	2014-07-22
Benjamin Netanyahu	Discuss by telephone	John Kerry	2014-07-14
Benjamin Netanyahu	Discuss by telephone	John Kerry	2014-09-04
Benjamin Netanyahu	Discuss by telephone	John Kerry	2014-11-18
Benjamin Netanyahu	Discuss by telephone	John Kerry	2014-03-19
Antonis Samaras	Consult	Angela Merkel	2014-09-24
