relation test,relation train,#implication,#rel_test,percentage
Criticize or denounce,Express intent to cooperate on intelligence,173,1400,0.12357142857142857
Criticize or denounce,Demand material aid,2,1400,0.0014285714285714286
Criticize or denounce,Express intent to institute political reform,2,1400,0.0014285714285714286
Criticize or denounce,Demobilize armed forces,2,1400,0.0014285714285714286
Criticize or denounce,Demand settling of dispute,43,1400,0.030714285714285715
Criticize or denounce,Reject request for military protection or peacekeeping,3,1400,0.002142857142857143
Criticize or denounce,"Express intent to ease economic sanctions, boycott, or embargo",54,1400,0.03857142857142857
Criticize or denounce,Reject economic cooperation,45,1400,0.03214285714285714
Criticize or denounce,Appeal for military cooperation,0,1400,0.0
Criticize or denounce,Demand release of persons or property,61,1400,0.04357142857142857
Criticize or denounce,Accede to requests or demands for political reform,1,1400,0.0007142857142857143
Criticize or denounce,Investigate war crimes,1,1400,0.0007142857142857143
Criticize or denounce,Demand judicial cooperation,31,1400,0.02214285714285714
Criticize or denounce,Demand policy change,8,1400,0.005714285714285714
Criticize or denounce,"Appeal for easing of economic sanctions, boycott, or embargo",2,1400,0.0014285714285714286
Criticize or denounce,Threaten with repression,27,1400,0.019285714285714285
Criticize or denounce,Appeal for rights,239,1400,0.1707142857142857
Criticize or denounce,Conduct hunger strike,0,1400,0.0
Criticize or denounce,"Express intent to change institutions, regime",17,1400,0.012142857142857143
Criticize or denounce,Reject military cooperation,1,1400,0.0007142857142857143
Criticize or denounce,Reject mediation,12,1400,0.008571428571428572
Criticize or denounce,Appeal for target to allow international involvement (non-mediation),12,1400,0.008571428571428572
Criticize or denounce,Threaten to impose curfew,2,1400,0.0014285714285714286
Criticize or denounce,Halt mediation,4,1400,0.002857142857142857
Criticize or denounce,Demand economic cooperation,0,1400,0.0
Criticize or denounce,Threaten to halt negotiations,17,1400,0.012142857142857143
Criticize or denounce,Demand military aid,27,1400,0.019285714285714285
Criticize or denounce,Reject request for humanitarian aid,26,1400,0.018571428571428572
Criticize or denounce,Demand easing of political dissent,1,1400,0.0007142857142857143
Criticize or denounce,Investigate human rights abuses,16,1400,0.011428571428571429
Criticize or denounce,"Reject request for change in institutions, regime",5,1400,0.0035714285714285713
Criticize or denounce,Ease curfew,5,1400,0.0035714285714285713
Criticize or denounce,Reject request for economic aid,13,1400,0.009285714285714286
Criticize or denounce,Threaten to halt international involvement (non-mediation),1,1400,0.0007142857142857143
Criticize or denounce,Reject request or demand for political reform,1,1400,0.0007142857142857143
Criticize or denounce,Engage in violent protest for policy change,0,1400,0.0
Criticize or denounce,Reject request for policy change,0,1400,0.0
Criticize or denounce,Detonate nuclear weapons,0,1400,0.0
Make an appeal or request,Appeal for diplomatic cooperation (such as policy support),10719,2601,4.1211072664359865
Appeal for diplomatic cooperation (such as policy support),"Use chemical, biological, or radiological weapons",0,205,0.0
Praise or endorse,Appeal for diplomatic cooperation (such as policy support),1121,1738,0.6449942462600691
Appeal for diplomatic cooperation (such as policy support),Accede to demands for rights,51,205,0.24878048780487805
Demand,Appeal for diplomatic cooperation (such as policy support),1666,676,2.464497041420118
Appeal for diplomatic cooperation (such as policy support),Express intent to allow international involvement (non-mediation),0,205,0.0
Appeal for diplomatic cooperation (such as policy support),"Defy norms, law",44,205,0.2146341463414634
Appeal for diplomatic cooperation (such as policy support),"Threaten with sanctions, boycott, embargo",20,205,0.0975609756097561
Appeal for diplomatic cooperation (such as policy support),Halt negotiations,131,205,0.6390243902439025
Appeal for diplomatic cooperation (such as policy support),Accede to demands for change in policy,17,205,0.08292682926829269
Appeal for diplomatic cooperation (such as policy support),Express intent to provide military protection or peacekeeping,22,205,0.1073170731707317
Appeal for diplomatic cooperation (such as policy support),Express intent to de-escalate military engagement,108,205,0.526829268292683
Appeal for diplomatic cooperation (such as policy support),"Impose embargo, boycott, or sanctions",213,205,1.0390243902439025
Appeal for diplomatic cooperation (such as policy support),Provide military protection or peacekeeping,22,205,0.1073170731707317
Appeal for diplomatic cooperation (such as policy support),Receive deployment of peacekeepers,4,205,0.01951219512195122
Appeal for diplomatic cooperation (such as policy support),Demand diplomatic cooperation (such as policy support),195,205,0.9512195121951219
Appeal for diplomatic cooperation (such as policy support),Allow humanitarian access,1,205,0.004878048780487805
Appeal for diplomatic cooperation (such as policy support),Give ultimatum,231,205,1.1268292682926828
Appeal for diplomatic cooperation (such as policy support),"Return, release property",54,205,0.2634146341463415
Appeal for diplomatic cooperation (such as policy support),Express intent to cooperate militarily,37,205,0.18048780487804877
Appeal for diplomatic cooperation (such as policy support),Reduce or stop economic assistance,37,205,0.18048780487804877
Appeal for diplomatic cooperation (such as policy support),Threaten to reduce or stop aid,6,205,0.02926829268292683
Appeal for diplomatic cooperation (such as policy support),Appeal for aid,65,205,0.3170731707317073
Appeal for diplomatic cooperation (such as policy support),"Refuse to ease economic sanctions, boycott, or embargo",8,205,0.03902439024390244
Appeal for diplomatic cooperation (such as policy support),Reduce or stop military assistance,3,205,0.014634146341463415
Appeal for diplomatic cooperation (such as policy support),Express intent to cooperate on intelligence,7,205,0.03414634146341464
Appeal for diplomatic cooperation (such as policy support),Demand settling of dispute,4,205,0.01951219512195122
Appeal for diplomatic cooperation (such as policy support),Reject request for military protection or peacekeeping,0,205,0.0
Appeal for diplomatic cooperation (such as policy support),"Appeal for easing of economic sanctions, boycott, or embargo",0,205,0.0
Appeal for diplomatic cooperation (such as policy support),Ease state of emergency or martial law,0,205,0.0
Appeal for diplomatic cooperation (such as policy support),Appeal for rights,38,205,0.18536585365853658
Appeal for diplomatic cooperation (such as policy support),"Express intent to change institutions, regime",0,205,0.0
Appeal for diplomatic cooperation (such as policy support),Reject military cooperation,0,205,0.0
Appeal for diplomatic cooperation (such as policy support),Reject mediation,0,205,0.0
Appeal for diplomatic cooperation (such as policy support),Appeal for target to allow international involvement (non-mediation),3,205,0.014634146341463415
Appeal for diplomatic cooperation (such as policy support),Threaten to impose curfew,0,205,0.0
Appeal for diplomatic cooperation (such as policy support),Reject request for humanitarian aid,0,205,0.0
Appeal for diplomatic cooperation (such as policy support),Demand easing of political dissent,0,205,0.0
Appeal for diplomatic cooperation (such as policy support),"Reject request for change in institutions, regime",0,205,0.0
Appeal for diplomatic cooperation (such as policy support),Ease curfew,0,205,0.0
Appeal for diplomatic cooperation (such as policy support),Threaten to impose state of emergency or martial law,0,205,0.0
Consult,Engage in diplomatic cooperation,82869,4925,16.826192893401014
Consult,Host a visit,42562,4925,8.642030456852792
Consult,Engage in negotiation,87971,4925,17.86213197969543
Consult,"Use chemical, biological, or radiological weapons",26,4925,0.005279187817258883
Consult,Express intent to provide material aid,1455,4925,0.2954314720812183
Consult,Sign formal agreement,72718,4925,14.76507614213198
Consult,Express intent to cooperate,145996,4925,29.643857868020305
Consult,Express intent to engage in diplomatic cooperation (such as policy support),81716,4925,16.59208121827411
Consult,Make optimistic comment,19845,4925,4.029441624365482
Consult,Discuss by telephone,6731,4925,1.3667005076142131
Consult,Express intent to allow international involvement (non-mediation),2,4925,0.0004060913705583756
Consult,Express intent to cooperate economically,4317,4925,0.8765482233502538
Consult,"Defy norms, law",390,4925,0.07918781725888324
Consult,Cooperate economically,4559,4925,0.9256852791878173
Consult,Reduce or break diplomatic relations,4324,4925,0.8779695431472081
Consult,Mobilize or increase armed forces,859,4925,0.17441624365482233
Consult,"Threaten with sanctions, boycott, embargo",144,4925,0.029238578680203044
Consult,Meet at a 'third' location,14943,4925,3.0341116751269035
Consult,Engage in material cooperation,1818,4925,0.36913705583756345
Consult,Express intent to settle dispute,7425,4925,1.5076142131979695
Consult,Defend verbally,140,4925,0.028426395939086295
Consult,"Reject proposal to meet, discuss, or negotiate",4575,4925,0.9289340101522843
Consult,Halt negotiations,4478,4925,0.9092385786802031
Consult,Accede to demands for change in policy,113,4925,0.022944162436548222
Consult,Express intent to provide military protection or peacekeeping,60,4925,0.012182741116751269
Consult,Express intent to de-escalate military engagement,215,4925,0.04365482233502538
Consult,Increase police alert status,22,4925,0.004467005076142132
Consult,Demonstrate military or police power,924,4925,0.18761421319796953
Consult,"Impose embargo, boycott, or sanctions",1291,4925,0.26213197969543145
Consult,Provide military protection or peacekeeping,347,4925,0.07045685279187817
Consult,"Ease economic sanctions, boycott, embargo",256,4925,0.05197969543147208
Consult,Consider policy option,2717,4925,0.5516751269035532
Consult,Receive deployment of peacekeepers,343,4925,0.06964467005076141
Consult,Demand diplomatic cooperation (such as policy support),1241,4925,0.2519796954314721
Consult,Retreat or surrender militarily,245,4925,0.049746192893401014
Consult,Allow humanitarian access,1,4925,0.0002030456852791878
Consult,Mobilize or increase police power,290,4925,0.05888324873096447
Consult,Express intent to provide humanitarian aid,1597,4925,0.32426395939086294
Consult,Appeal for political reform,5,4925,0.0010152284263959391
Consult,"Impose blockade, restrict movement",27,4925,0.0054822335025380715
Consult,Impose state of emergency or martial law,43,4925,0.008730964467005076
